yearmonth,bundle,executeCount,userCount
200807,org.eclipse.ptp.remotetools.environment.generichost,5,2
200807,org.eclipse.ptp.remotetools.utils,5,2
200807,org.eclipse.ptp.rm.ibm.ll.core,1,1
200807,org.eclipse.ptp.rm.orte.core,5,2
200807,org.eclipse.ptp.rm.orte.ui,5,2
200807,org.eclipse.ptp.rm.remote,5,2
200807,org.eclipse.ptp.ui,5,2
200807,org.eclipse.qt,6,3
200807,org.eclipse.rap.ui.intro,62,59
200807,org.eclipse.rap.ui.launch,159,83
200807,org.eclipse.releng.tools,31,24
200807,org.eclipse.rse.connectorservice.dstore,223,193
200807,org.eclipse.rse.connectorservice.local,2178,1795
200807,org.eclipse.rse.connectorservice.ssh,285,184
200807,org.eclipse.rse.connectorservice.telnet,9,7
200807,org.eclipse.rse.core,2250,1831
200807,org.eclipse.rse.discovery,39,31
200807,org.eclipse.rse.dstore.security,143,128
200807,org.eclipse.rse.eclipse.filesystem,1,1
200807,org.eclipse.rse.efs,71,31
200807,org.eclipse.rse.efs.ui,11,7
200807,org.eclipse.rse.examples.daytime,14,6
200807,org.eclipse.rse.examples.tutorial,21,11
200807,org.eclipse.rse.files.ui,1717,1423
200807,org.eclipse.rse.importexport,92,84
200807,org.eclipse.rse.logging,9,4
200807,org.eclipse.rse.processes.ui,141,112
200807,org.eclipse.rse.remotecdt,11,9
200807,org.eclipse.rse.services,2249,1830
200807,org.eclipse.rse.services.dstore,118,89
200807,org.eclipse.rse.services.files.ftp,130,93
200807,org.eclipse.rse.services.local,2171,1790
200807,org.eclipse.rse.services.ssh,506,377
200807,org.eclipse.rse.services.telnet,127,112
200807,org.eclipse.rse.shells.ui,342,245
200807,org.eclipse.rse.subsystems.files.core,2213,1804
200807,org.eclipse.rse.subsystems.files.dstore,424,339
200807,org.eclipse.rse.subsystems.files.ftp,406,331
200807,org.eclipse.rse.subsystems.files.local,2204,1801
200807,org.eclipse.rse.subsystems.files.ssh,508,378
200807,org.eclipse.rse.subsystems.processes.core,343,263
200807,org.eclipse.rse.subsystems.processes.dstore,341,262
200807,org.eclipse.rse.subsystems.processes.shell.linux,283,224
200807,org.eclipse.rse.subsystems.shells.core,2194,1800
200807,org.eclipse.rse.subsystems.shells.dstore,230,201
200807,org.eclipse.rse.subsystems.shells.local,2183,1796
200807,org.eclipse.rse.subsystems.shells.ssh,403,285
200807,org.eclipse.rse.subsystems.shells.telnet,127,112
200807,org.eclipse.rse.subsystems.terminals.core,348,247
200807,org.eclipse.rse.subsystems.terminals.ssh,351,250
200807,org.eclipse.rse.subsystems.wince,2,2
200807,org.eclipse.rse.terminals.ui,190,157
200807,org.eclipse.rse.tests,27,17
200807,org.eclipse.rse.ui,2239,1817
200807,org.eclipse.rse.useractions,39,28
200807,org.eclipse.search,32981,13356
200807,org.eclipse.spliteditor,2,1
200807,org.eclipse.stp.b2j.core,19,17
200807,org.eclipse.stp.b2j.ui,19,17
200807,org.eclipse.stp.bpmn,123,79
200807,org.eclipse.stp.bpmn.diagram,111,77
200807,org.eclipse.stp.bpmn.edit,115,77
200807,org.eclipse.stp.bpmn.samples,5,4
200807,org.eclipse.stp.bpmn.validation,106,54
200807,org.eclipse.stp.common,1132,628
200807,org.eclipse.stp.eid,2838,1068
200807,org.eclipse.stp.eid.diagram,195,156
200807,org.eclipse.stp.eid.edit,200,157
200807,org.eclipse.stp.eid.editor,7,3
200807,org.eclipse.stp.eid.models.camel,8,1
200807,org.eclipse.stp.im,18,4
200807,org.eclipse.stp.im.builder,3,1
200807,org.eclipse.stp.im.edit,6,2
200807,org.eclipse.stp.im.editor,6,2
200807,org.eclipse.stp.im.in.bpmn,1,1
200807,org.eclipse.stp.im.in.bpmn.declarative,4,1
200807,org.eclipse.stp.im.resources,28,27
200807,org.eclipse.stp.im.tool.in.bpmneditor,96,64
200807,org.eclipse.stp.policy.wtp.editor,38,35
200807,org.eclipse.stp.policy.wtp.validation,2,2
200807,org.eclipse.stp.sc.annvalidator,8,2
200807,org.eclipse.stp.sc.common,595,384
200807,org.eclipse.stp.sc.cxf,30,26
200807,org.eclipse.stp.sc.jaxws,261,194
200807,org.eclipse.stp.sc.jaxwsri,25,22
200807,org.eclipse.stp.sc.xmlvalidator,9,3
200807,org.eclipse.stp.sca,2872,1091
200807,org.eclipse.stp.sca.common,23,21
200807,org.eclipse.stp.sca.diagram,94,62
200807,org.eclipse.stp.sca.edit,93,61
200807,org.eclipse.stp.sca.editor,18,14
200807,org.eclipse.stp.sca.examples,13,12
200807,org.eclipse.stp.sca.implementation.java,2,1
200807,org.eclipse.stp.sca.samples.restaurant_all,13,12
200807,org.eclipse.stp.soas.deploy.core,2842,1076
200807,org.eclipse.stp.soas.deploy.models.deployfile,30,28
200807,org.eclipse.stp.soas.deploy.models.deployfile.edit,27,26
200807,org.eclipse.stp.soas.deploy.runtime.cxf,877,526
200807,org.eclipse.stp.soas.deploy.runtime.jaxwsri,34,18
200807,org.eclipse.stp.soas.deploy.runtime.tuscany,19,14
200807,org.eclipse.stp.soas.deploy.tomcat,12,11
200807,org.eclipse.stp.soas.deploy.util,2846,1074
200807,org.eclipse.stp.soas.example.deploydriver,3,3
200807,org.eclipse.stp.xef,676,386
200807,org.eclipse.swt.examples,13,10
200807,org.eclipse.swt.examples.browser,2,2
200807,org.eclipse.swt.examples.browser.demos,3,2
200807,org.eclipse.swt.examples.controls,10,8
200807,org.eclipse.swt.examples.launcher,5,3
200807,org.eclipse.swt.examples.layouts,5,4
200807,org.eclipse.swt.examples.ole.win32,1,1
200807,org.eclipse.swt.examples.paint,4,3
200807,org.eclipse.swt.jmx,397,162
200807,org.eclipse.swt.layout.grouplayout,175,114
200807,org.eclipse.swt.sleak,2,1
200807,org.eclipse.swt.widgets.baseline,176,115
200807,org.eclipse.target,45,20
200807,org.eclipse.target.ftp,20,10
200807,org.eclipse.target.webdav,15,5
200807,org.eclipse.team.core,119668,34260
200807,org.eclipse.team.cvs.core,112704,32185
200807,org.eclipse.team.cvs.ssh,2,2
200807,org.eclipse.team.cvs.ssh2,15859,5030
200807,org.eclipse.team.cvs.ui,113492,32256
200807,org.eclipse.team.examples.filesystem,603,226
200807,org.eclipse.team.ftp,20,10
200807,org.eclipse.team.svn.core,12392,3805
200807,org.eclipse.team.svn.mylyn,8000,2493
200807,org.eclipse.team.svn.ui,12389,3798
200807,org.eclipse.team.target,47,21
200807,org.eclipse.team.ui,118800,34103
200807,org.eclipse.team.webdav,15,5
200807,org.eclipse.text,1,1
200807,org.eclipse.tm.discovery.engine,5,4
200807,org.eclipse.tm.discovery.model,3,3
200807,org.eclipse.tm.discovery.model.edit,3,3
200807,org.eclipse.tm.discovery.protocol.dnssd,5,4
200807,org.eclipse.tm.discovery.transport.udp,3,3
200807,org.eclipse.tm.discovery.wizard,5,5
200807,org.eclipse.tm.terminal,130,103
200807,org.eclipse.tm.terminal.serial,5,3
200807,org.eclipse.tm.terminal.ssh,7,6
200807,org.eclipse.tm.terminal.view,40,31
200807,org.eclipse.tomcat,1,1
200807,org.eclipse.tptp.monitoring.instrumentation.ui,322,218
200807,org.eclipse.tptp.monitoring.lta.logui,32,31
200807,org.eclipse.tptp.monitoring.lta.profile.server,4,4
200807,org.eclipse.tptp.monitoring.lta.symptom.editor,2,2
200807,org.eclipse.tptp.monitoring.managedagent,89,73
200807,org.eclipse.tptp.monitoring.managedagent.jmx,324,222
200807,org.eclipse.tptp.monitoring.managedagent.ui,5,5
200807,org.eclipse.tptp.monitoring.notifications,7,6
200807,org.eclipse.tptp.platform.analysis.codereview.java,4,3
200807,org.eclipse.tptp.platform.analysis.codereview.java.rules,4,3
200807,org.eclipse.tptp.platform.analysis.core,6,6
200807,org.eclipse.tptp.platform.analysis.core.ui,124,78
200807,org.eclipse.tptp.platform.common,923,582
200807,org.eclipse.tptp.platform.common.ui,1120,650
200807,org.eclipse.tptp.platform.common.ui.trace,520,331
200807,org.eclipse.tptp.platform.iac.administrator,928,584
200807,org.eclipse.tptp.platform.instrumentation.ui,492,309
200807,org.eclipse.tptp.platform.integration.pde,856,529
200807,org.eclipse.tptp.platform.jvmti.client,419,261
200807,org.eclipse.tptp.platform.logging.events,21,17
200807,org.eclipse.tptp.platform.lta.common,83,73
200807,org.eclipse.tptp.platform.lta.la.core,69,62
200807,org.eclipse.tptp.platform.lta.log.views,44,39
200807,org.eclipse.tptp.platform.models,304,195
200807,org.eclipse.tptp.platform.models.hierarchy,1160,651
200807,org.eclipse.tptp.platform.models.lta,84,70
200807,org.eclipse.tptp.platform.probekit.launch,450,282
200807,org.eclipse.tptp.platform.profile.server.core,128,99
200807,org.eclipse.tptp.platform.profile.server.wst,2436,1069
200807,org.eclipse.tptp.platform.report.core,9,9
200807,org.eclipse.tptp.platform.report.ui,29,18
200807,org.eclipse.tptp.test.auto.gui,5,2
200807,org.eclipse.tptp.test.recorders.url,4,4
200807,org.eclipse.tptp.test.samples,9,9
200807,org.eclipse.tptp.test.tools.junit.plugin,28,23
200807,org.eclipse.tptp.trace.arm.ui,430,272
200807,org.eclipse.tptp.trace.jvmti.client,105,85
200807,org.eclipse.ui,119287,34128
200807,org.eclipse.ui.articles.views,1,1
200807,org.eclipse.ui.browser,12144,8162
200807,org.eclipse.ui.cheatsheets,5992,4440
200807,org.eclipse.ui.console,117633,33861
200807,org.eclipse.ui.editors,116267,33654
200807,org.eclipse.ui.examples.contributions,686,252
200807,org.eclipse.ui.examples.fieldassist,16,16
200807,org.eclipse.ui.examples.filesystem,5,1
200807,org.eclipse.ui.examples.javaeditor,12,6
200807,org.eclipse.ui.examples.readmetool,14,9
200807,org.eclipse.ui.examples.undo,6,4
200807,org.eclipse.ui.examples.views.properties.tabbed.article,1,1
200807,org.eclipse.ui.externaltools,17355,10189
200807,org.eclipse.ui.forms,114434,33378
200807,org.eclipse.ui.forms.article,1,1
200807,org.eclipse.ui.ide,116399,33437
200807,org.eclipse.ui.intro,27379,18914
200807,org.eclipse.ui.intro.universal,25135,17655
200807,org.eclipse.ui.navigator,57450,22150
200807,org.eclipse.ui.navigator.resources,49677,19655
200807,org.eclipse.ui.net,110988,32270
200807,org.eclipse.ui.presentations.r21,254,73
200807,org.eclipse.ui.tools.heapstatus,27,4
200807,org.eclipse.ui.views,110758,32121
200807,org.eclipse.ui.views.log,53640,19085
200807,org.eclipse.ui.views.properties.tabbed,5982,4320
200807,org.eclipse.ui.workbench,110847,32064
200807,org.eclipse.ui.workbench.texteditor,109988,31997
200807,org.eclipse.uml2.codegen.ecore,65,30
200807,org.eclipse.uml2.codegen.ecore.ui,9,8
200807,org.eclipse.uml2.common,534,344
200807,org.eclipse.uml2.common.edit,850,529
200807,org.eclipse.uml2.diagram.activity,460,293
200807,org.eclipse.uml2.diagram.clazz,509,306
200807,org.eclipse.uml2.diagram.clazz.search,34,32
200807,org.eclipse.uml2.diagram.codegen,50,24
200807,org.eclipse.uml2.diagram.codegen.edit,1,1
200807,org.eclipse.uml2.diagram.common,523,325
200807,org.eclipse.uml2.diagram.component,414,265
200807,org.eclipse.uml2.diagram.csd,419,272
200807,org.eclipse.uml2.diagram.deploy,420,271
200807,org.eclipse.uml2.diagram.parser,407,257
200807,org.eclipse.uml2.diagram.profile,410,267
200807,org.eclipse.uml2.diagram.statemachine,412,267
200807,org.eclipse.uml2.diagram.usecase,434,282
200807,org.eclipse.uml2.examples.uml.ui,3,3
200807,org.eclipse.uml2.search,100,92
200807,org.eclipse.uml2.search.common.ui,43,41
200807,org.eclipse.uml2.search.ocl,98,90
200807,org.eclipse.uml2.search.ui,98,88
200807,org.eclipse.uml2.uml,1318,717
200807,org.eclipse.uml2.uml.ecore.exporter,2,2
200807,org.eclipse.uml2.uml.ecore.importer,234,162
200807,org.eclipse.uml2.uml.edit,860,545
200807,org.eclipse.uml2.uml.editor,262,201
200807,org.eclipse.update.configurator,110705,31984
200807,org.eclipse.update.core,109472,31634
200807,org.eclipse.update.scheduler,110280,31746
200807,org.eclipse.update.ui,2491,943
200807,org.eclipse.v4all,1,1
200807,org.eclipse.ve.cde,377,206
200807,org.eclipse.ve.java.core,701,298
200807,org.eclipse.ve.jfc,345,190
200807,org.eclipse.ve.propertysheet,356,194
200807,org.eclipse.ve.swt,121,62
200807,org.eclipse.vtp.desktop.core,1,1
200807,org.eclipse.vtp.desktop.editors.core,1,1
200807,org.eclipse.vtp.desktop.editors.voice,1,1
200807,org.eclipse.vtp.desktop.media.core,1,1
200807,org.eclipse.vtp.desktop.model.core,1,1
200807,org.eclipse.vtp.desktop.projects.core,1,1
200807,org.eclipse.vtp.desktop.projects.voice,1,1
200807,org.eclipse.vtp.desktop.views,1,1
200807,org.eclipse.weaver,1,1
200807,org.eclipse.webcat,6,1
200807,org.eclipse.wst,3,1
200807,org.eclipse.wst.command.env,13882,9285
200807,org.eclipse.wst.command.env.core,4,1
200807,org.eclipse.wst.command.env.doc.user,3,1
200807,org.eclipse.wst.command.env.infopop,4,1
200807,org.eclipse.wst.command.env.ui,926,802
200807,org.eclipse.wst.common.core,126,112
200807,org.eclipse.wst.common.emf,60127,22068
200807,org.eclipse.wst.common.emfworkbench.integration,59906,22033
200807,org.eclipse.wst.common.environment,2662,2173
200807,org.eclipse.wst.common.frameworks,77953,24099
200807,org.eclipse.wst.common.frameworks.ui,30277,15452
200807,org.eclipse.wst.common.infopop,3,1
200807,org.eclipse.wst.common.migration,6,1
200807,org.eclipse.wst.common.migration.ui,7,1
200807,org.eclipse.wst.common.modulecore,54887,21561
200807,org.eclipse.wst.common.project.facet.core,75667,24227
200807,org.eclipse.wst.common.project.facet.ui,4819,3892
200807,org.eclipse.wst.common.snippets,2349,1939
200807,org.eclipse.wst.common.tests.validation,5,2
200807,org.eclipse.wst.common.tests.validation.guard,4,1
200807,org.eclipse.wst.common.ui,1986,1444
200807,org.eclipse.wst.common.uriresolver,31757,14531
200807,org.eclipse.wst.css.core,18876,9523
200807,org.eclipse.wst.css.ui,13478,7190
200807,org.eclipse.wst.doc.user,3,1
200807,org.eclipse.wst.dtd.core,42621,18826
200807,org.eclipse.wst.dtd.ui,23891,12129
200807,org.eclipse.wst.dtd.ui.infopop,3,1
200807,org.eclipse.wst.dtdeditor.doc.user,3,1
200807,org.eclipse.wst.html.core,27371,12326
200807,org.eclipse.wst.html.ui,40269,17527
200807,org.eclipse.wst.html.ui.infopop,3,1
200807,org.eclipse.wst.internet.cache,25059,12645
200807,org.eclipse.wst.internet.monitor.core,481,398
200807,org.eclipse.wst.internet.monitor.ui,480,397
200807,org.eclipse.wst.internet.proxy,24,8
200807,org.eclipse.wst.javascript.core,102,47
200807,org.eclipse.wst.javascript.ui,80,39
200807,org.eclipse.wst.javascript.ui.infopop,3,1
200807,org.eclipse.wst.jsdt.atfdebug,31,13
200807,org.eclipse.wst.jsdt.core,51023,19917
200807,org.eclipse.wst.jsdt.manipulation,46334,19044
200807,org.eclipse.wst.jsdt.ui,46266,19040
200807,org.eclipse.wst.jsdt.web.core,26846,11903
200807,org.eclipse.wst.jsdt.web.support.jsp,9191,4955
200807,org.eclipse.wst.jsdt.web.ui,13703,7247
200807,org.eclipse.wst.server.core,42160,17916
200807,org.eclipse.wst.server.http.core,2523,1709
200807,org.eclipse.wst.server.http.ui,225,199
200807,org.eclipse.wst.server.preview,3,1
200807,org.eclipse.wst.server.preview.adapter,3070,2227
200807,org.eclipse.wst.server.ui,41979,17863
200807,org.eclipse.wst.server.ui.doc.user,4,1
200807,org.eclipse.wst.server.ui.infopop,4,1
200807,org.eclipse.wst.server.util,4,1
200807,org.eclipse.wst.sse.core,66891,24088
200807,org.eclipse.wst.sse.doc.user,3,1
200807,org.eclipse.wst.sse.ui,45465,19649
200807,org.eclipse.wst.sse.ui.infopop,3,1
200807,org.eclipse.wst.standard.schemas,3,1
200807,org.eclipse.wst.validation,53583,21369
200807,org.eclipse.wst.validation.infopop,3,1
200807,org.eclipse.wst.validation.ui,2853,2544
200807,org.eclipse.wst.web,40697,18019
200807,org.eclipse.wst.web.ui,4687,3791
200807,org.eclipse.wst.web.ui.infopop,4,1
200807,org.eclipse.wst.webtools.doc.user,4,1
200807,org.eclipse.wst.ws,12397,8621
200807,org.eclipse.wst.ws.explorer,678,589
200807,org.eclipse.wst.ws.infopop,4,1
200807,org.eclipse.wst.ws.parser,721,616
200807,org.eclipse.wst.ws.service.policy,12017,8394
200807,org.eclipse.wst.ws.service.policy.ui,72349,22568
200807,org.eclipse.wst.ws.ui,844,749
200807,org.eclipse.wst.wsdl,1763,1111
200807,org.eclipse.wst.wsdl.ui,561,444
200807,org.eclipse.wst.wsdl.ui.doc.user,4,1
200807,org.eclipse.wst.wsdl.validation,39971,17330
200807,org.eclipse.wst.wsi,763,520
200807,org.eclipse.wst.wsi.ui,27726,12537
200807,org.eclipse.wst.wsi.ui.doc.user,4,1
200807,org.eclipse.wst.xml.core,57754,22371
200807,org.eclipse.wst.xml.ui,26985,13095
200807,org.eclipse.wst.xml.ui.editor.outline,13,13
200807,org.eclipse.wst.xml.ui.infopop,3,1
200807,org.eclipse.wst.xml.xpath.core,4,4
200807,org.eclipse.wst.xml.xpath.ui,38,35
200807,org.eclipse.wst.xmleditor.doc.user,3,1
200807,org.eclipse.wst.xsd.core,42757,18781
200807,org.eclipse.wst.xsd.ui,1203,904
200807,org.eclipse.wst.xsdeditor.doc.user,3,1
200807,org.eclipse.wst.xsl.core,2237,1002
200807,org.eclipse.wst.xsl.debug.ui,1167,683
200807,org.eclipse.wst.xsl.launching,36,30
200807,org.eclipse.wst.xsl.ui,71,58
200807,org.eclipse.xml.editor,2,1
200807,org.eclipse.xsd,13315,7583
200807,org.eclipse.xsd.ecore.importer,181,122
200807,org.eclipse.xsd.edit,41,35
200807,org.eclipse.xsd.editor,37,32
200808,org.eclipse.ajdt.core,3211,1178
200808,org.eclipse.ajdt.examples,3,3
200808,org.eclipse.ajdt.mylyn.ui,54,38
200808,org.eclipse.ajdt.ui,2047,951
200808,org.eclipse.am3.core,19,2
200808,org.eclipse.am3.tools.tge,74,5
200808,org.eclipse.am3.ui,4,2
200808,org.eclipse.ant.core,10932,6025
200808,org.eclipse.ant.ui,23757,13202
200808,org.eclipse.atf.compatibility.jsdt,2,2
200808,org.eclipse.atf.compatibility.php.core,24,15
200808,org.eclipse.atf.core,5,4
200808,org.eclipse.atf.javascript.validator,15,10
200808,org.eclipse.atf.mozilla.ide.core,93,55
200808,org.eclipse.atf.mozilla.ide.debug,60,35
200808,org.eclipse.atf.mozilla.ide.debug.ui,206,89
200808,org.eclipse.atf.mozilla.ide.ui,92,61
200808,org.eclipse.atf.mozilla.ide.ui.extras,3,2
200808,org.eclipse.atf.mozilla.swt.browser,1,1
200808,org.eclipse.atf.personality.dojo.core,5,4
200808,org.eclipse.atf.ui,52,33
200808,org.eclipse.birt.chart.device.extension,88,63
200808,org.eclipse.birt.chart.device.svg,11,5
200808,org.eclipse.birt.chart.device.swt,247,130
200808,org.eclipse.birt.chart.engine,833,409
200808,org.eclipse.birt.chart.engine.extension,241,128
200808,org.eclipse.birt.chart.examples,7,6
200808,org.eclipse.birt.chart.integration.wtp.ui,1,1
200808,org.eclipse.birt.chart.reportitem,764,381
200808,org.eclipse.birt.chart.reportitem.ui,772,384
200808,org.eclipse.birt.chart.ui,676,322
200808,org.eclipse.birt.chart.ui.extension,215,105
200808,org.eclipse.birt.core,959,456
200808,org.eclipse.birt.core.script.function,40,16
200808,org.eclipse.birt.core.ui,676,320
200808,org.eclipse.birt.data,684,323
200808,org.eclipse.birt.data.aggregation,364,206
200808,org.eclipse.birt.integration.wtp.ui,6,5
200808,org.eclipse.birt.report.data.adapter,662,318
200808,org.eclipse.birt.report.data.oda.jdbc,454,259
200808,org.eclipse.birt.report.data.oda.jdbc.dbprofile,3,2
200808,org.eclipse.birt.report.data.oda.jdbc.dbprofile.sampledb,672,435
200808,org.eclipse.birt.report.data.oda.jdbc.dbprofile.ui,2,2
200808,org.eclipse.birt.report.data.oda.jdbc.ui,371,244
200808,org.eclipse.birt.report.data.oda.sampledb,119,85
200808,org.eclipse.birt.report.data.oda.sampledb.ui,64,54
200808,org.eclipse.birt.report.debug.ui,3252,1583
200808,org.eclipse.birt.report.designer.core,796,389
200808,org.eclipse.birt.report.designer.ui,770,381
200808,org.eclipse.birt.report.designer.ui.cubebuilder,779,381
200808,org.eclipse.birt.report.designer.ui.editor.script,685,319
200808,org.eclipse.birt.report.designer.ui.editor.xml.wtp,683,318
200808,org.eclipse.birt.report.designer.ui.editors,700,334
200808,org.eclipse.birt.report.designer.ui.editors.schematic,694,324
200808,org.eclipse.birt.report.designer.ui.ide,781,381
200808,org.eclipse.birt.report.designer.ui.lib,40,36
200808,org.eclipse.birt.report.designer.ui.lib.explorer,188,139
200808,org.eclipse.birt.report.designer.ui.preview.web,695,320
200808,org.eclipse.birt.report.designer.ui.samplesview,8,6
200808,org.eclipse.birt.report.designer.ui.views,814,386
200808,org.eclipse.birt.report.engine,897,419
200808,org.eclipse.birt.report.engine.dataextraction,5,4
200808,org.eclipse.birt.report.engine.dataextraction.csv,1,1
200808,org.eclipse.birt.report.engine.emitter.html,365,219
200808,org.eclipse.birt.report.engine.emitter.pdf,81,53
200808,org.eclipse.birt.report.engine.emitter.ppt,3,3
200808,org.eclipse.birt.report.engine.emitter.prototype.excel,36,26
200808,org.eclipse.birt.report.engine.emitter.wpml,14,12
200808,org.eclipse.birt.report.item.crosstab.core,56,19
200808,org.eclipse.birt.report.item.crosstab.ui,802,383
200808,org.eclipse.birt.report.model,815,389
200808,org.eclipse.birt.report.model.adapter.oda,332,213
200808,org.eclipse.birt.report.viewer,572,291
200808,org.eclipse.birt.sample.reportitem.rotatedlabel,1,1
200808,org.eclipse.birt.script.function.ext,3,1
200808,org.eclipse.bpel.common.model,27,9
200808,org.eclipse.bpel.model,27,9
200808,org.eclipse.bpel.runtimes,18,8
200808,org.eclipse.bpel.validator,27,9
200808,org.eclipse.buckminster.ant,87,59
200808,org.eclipse.buckminster.core,236,153
200808,org.eclipse.buckminster.cvs,198,132
200808,org.eclipse.buckminster.download,7,5
200808,org.eclipse.buckminster.jdt,77,50
200808,org.eclipse.buckminster.maven,195,128
200808,org.eclipse.buckminster.p4,173,120
200808,org.eclipse.buckminster.p4.ui,5,5
200808,org.eclipse.buckminster.pde,197,128
200808,org.eclipse.buckminster.runtime,236,153
200808,org.eclipse.buckminster.subclipse,3,2
200808,org.eclipse.buckminster.subversive,2,2
200808,org.eclipse.buckminster.ui,208,141
200808,org.eclipse.cdr.at4.toolchain,1,1
200808,org.eclipse.cdt.core,22592,7102
200808,org.eclipse.cdt.core.tests,1257,393
200808,org.eclipse.cdt.debug.core,14049,5260
200808,org.eclipse.cdt.debug.gdbjtag.core,17,13
200808,org.eclipse.cdt.debug.gdbjtag.ui,10,10
200808,org.eclipse.cdt.debug.mi.core,6260,3235
200808,org.eclipse.cdt.debug.mi.ui,6298,3238
200808,org.eclipse.cdt.debug.ui,11774,4468
200808,org.eclipse.cdt.errorparsers.xlc,29,19
200808,org.eclipse.cdt.launch,12094,5309
200808,org.eclipse.cdt.make.core,14063,4578
200808,org.eclipse.cdt.make.ui,20418,6552
200808,org.eclipse.cdt.managedbuilder.core,12412,4064
200808,org.eclipse.cdt.managedbuilder.core.tests,784,257
200808,org.eclipse.cdt.managedbuilder.gnu.ui,7238,3127
200808,org.eclipse.cdt.managedbuilder.gnucustom,1,1
200808,org.eclipse.cdt.managedbuilder.ui,4601,2772
200808,org.eclipse.cdt.managedbuilder.ui.tests,132,106
200808,org.eclipse.cdt.managedbuilder.xlc.ui,173,115
200808,org.eclipse.cdt.mylyn.ui,6067,3157
200808,org.eclipse.cdt.refactoring,90,41
200808,org.eclipse.cdt.ui,20883,6744
200808,org.eclipse.cdt.ui.tests,1136,357
200808,org.eclipse.cobol.core,39,12
200808,org.eclipse.cobol.debug.ui,39,11
200808,org.eclipse.cobol.ui,40,12
200808,org.eclipse.compare,96801,35559
200808,org.eclipse.compare.core,1,1
200808,org.eclipse.compare.examples.xml,5,5
200808,org.eclipse.contribution.visualiser,35,34
200808,org.eclipse.contribution.xref.core,319,132
200808,org.eclipse.contribution.xref.ui,315,132
200808,org.eclipse.core.commands,2,1
200808,org.eclipse.core.contenttype,150593,44083
200808,org.eclipse.core.databinding,150586,44081
200808,org.eclipse.core.databinding.beans,2,1
200808,org.eclipse.core.expressions,150604,44084
200808,org.eclipse.core.filebuffers,149348,44007
200808,org.eclipse.core.filesystem,148755,43793
200808,org.eclipse.core.jobs,150613,44089
200808,org.eclipse.core.net,150647,44090
200808,org.eclipse.core.resources,150595,44085
200808,org.eclipse.core.resources.jmx,605,208
200808,org.eclipse.core.runtime,150628,44090
200808,org.eclipse.core.runtime.compatibility,150632,44089
200808,org.eclipse.core.runtime.compatibility.auth,150622,44085
200808,org.eclipse.core.tests.resources,1,1
200808,org.eclipse.core.tools.resources,1,1
200808,org.eclipse.core.variables,108064,36589
200808,org.eclipse.cosmos.rm.validation,1,1
200808,org.eclipse.dali.core,2,1
200808,org.eclipse.datatools.connectivity,11214,6441
200808,org.eclipse.datatools.connectivity.apache.derby,3453,2143
200808,org.eclipse.datatools.connectivity.apache.derby.ui,768,664
200808,org.eclipse.datatools.connectivity.db.generic,632,416
200808,org.eclipse.datatools.connectivity.db.generic.ui,792,685
200808,org.eclipse.datatools.connectivity.derby,15,7
200808,org.eclipse.datatools.connectivity.ingres,8,2
200808,org.eclipse.datatools.connectivity.ingres.ui,7,2
200808,org.eclipse.datatools.connectivity.oda,1040,644
200808,org.eclipse.datatools.connectivity.oda.consumer,455,263
200808,org.eclipse.datatools.connectivity.oda.design,347,223
200808,org.eclipse.datatools.connectivity.oda.design.ui,1432,1167
200808,org.eclipse.datatools.connectivity.oda.flatfile,27,18
200808,org.eclipse.datatools.connectivity.oda.flatfile.ui,83,80
200808,org.eclipse.datatools.connectivity.oda.profile,1137,865
200808,org.eclipse.datatools.connectivity.oda.template.ui,1,1
200808,org.eclipse.datatools.connectivity.sqm.core,4935,3030
200808,org.eclipse.datatools.connectivity.sqm.core.ui,1880,1265
200808,org.eclipse.datatools.connectivity.sqm.fe.ui,1,1
200808,org.eclipse.datatools.connectivity.sqm.fe.ui.actions,1,1
200808,org.eclipse.datatools.connectivity.sqm.server.ui,1727,1122
200808,org.eclipse.datatools.connectivity.ui,5395,4066
200808,org.eclipse.datatools.connectivity.ui.dse,4385,3263
200808,org.eclipse.datatools.contribute.scripts.ui,1,1
200808,org.eclipse.datatools.doc.user,1,1
200808,org.eclipse.datatools.enablement.hsqldb,40,28
200808,org.eclipse.datatools.enablement.hsqldb.ui,751,653
200808,org.eclipse.datatools.enablement.ibm.db2.iseries,1044,785
200808,org.eclipse.datatools.enablement.ibm.db2.iseries.ui,736,641
200808,org.eclipse.datatools.enablement.ibm.db2.luw,1122,808
200808,org.eclipse.datatools.enablement.ibm.db2.luw.ui,1007,871
200808,org.eclipse.datatools.enablement.ibm.db2.zseries,1036,775
200808,org.eclipse.datatools.enablement.ibm.db2.zseries.ui,739,643
200808,org.eclipse.datatools.enablement.ibm.informix,11,7
200808,org.eclipse.datatools.enablement.ibm.informix.ui,744,647
200808,org.eclipse.datatools.enablement.ibm.ui,726,632
200808,org.eclipse.datatools.enablement.ingres,5,3
200808,org.eclipse.datatools.enablement.ingres.profile,5,2
200808,org.eclipse.datatools.enablement.ingres.ui,5,3
200808,org.eclipse.datatools.enablement.jdt.classpath,204,126
200808,org.eclipse.datatools.enablement.jdt.dbunit,8,7
200808,org.eclipse.datatools.enablement.msft.sqlserver,660,458
200808,org.eclipse.datatools.enablement.msft.sqlserver.profile,3,2
200808,org.eclipse.datatools.enablement.msft.sqlserver.ui,772,671
