bundle, executeCount200807, userCount200807, executeCount200808, userCount200808, executeCount200809, userCount200809, executeCount200810, userCount200810, executeCount200811, userCount200811, executeCount200812, userCount200812, executeCount200901, userCount200901, executeCount200902, userCount200902, executeCount200903, userCount200903
org.eclipse.datatools.sqltools.result, 1008, 720, 1189, 848, 1211, 837, 1766, 1234, 1819, 1258, 1765, 1255, 1732, 1203, 1903, 1294, 579, 438
org.eclipse.datatools.sqltools.routineeditor, 1343, 925, 1934, 1345, 2435, 1668, 3640, 2427, 4026, 2709, 4391, 2921, 4446, 2911, 4949, 3183, 1421, 1165
org.eclipse.datatools.sqltools.sql, 1511, 1064, 2082, 1468, 2490, 1715, 3691, 2484, 3982, 2731, 4397, 2971, 4314, 2876, 4715, 3103, 1384, 1143
org.eclipse.datatools.sqltools.sqlbuilder, 130, 119, 97, 94, 96, 87, 160, 149, 165, 161, 145, 139, 138, 131, 157, 146, 27, 26
org.eclipse.datatools.sqltools.sqleditor, 2369, 1528, 3241, 2052, 3722, 2307, 5462, 3258, 6064, 3606, 6746, 3895, 6565, 3790, 7097, 4073, 2119, 1596
org.eclipse.datatools.sqltools.sqlscrapbook, 1867, 1103, 2768, 1658, 3256, 1913, 4876, 2759, 5479, 3106, 6189, 3418, 6004, 3334, 6494, 3558, 1912, 1399
org.eclipse.datatools.sqltools.tabledataeditor, 318, 270, 377, 314, 385, 309, 557, 429, 556, 466, 539, 448, 505, 431, 602, 478, 130, 123
org.eclipse.datatools.sqltools.tablewizard, 362, 299, 435, 370, 446, 363, 619, 483, 641, 538, 594, 490, 555, 474, 662, 531, 159, 147
org.eclipse.dd.ipxact.checker.core, 190, 112, 331, 187, 423, 201, 383, 194, 294, 136, 269, 147, 178, 99, 169, 89, 8, 6
org.eclipse.dd.ipxact.editor.core, 182, 107, 324, 181, 417, 202, 371, 190, 287, 136, 246, 133, 177, 97, 165, 87, 8, 6
org.eclipse.dd.ipxact.validator.ui, 190, 112, 330, 188, 422, 201, 383, 195, 292, 136, 266, 147, 177, 98, 166, 87, 8, 6
org.eclipse.debug.core, 96329, 30622, 123445, 39744, 164874, 54573, 264243, 80769, 298737, 92061, 299065, 93899, 298109, 93860, 333186, 103731, 109522, 51619
org.eclipse.debug.ui, 72289, 27405, 96712, 36343, 130035, 50079, 209159, 74764, 238099, 85443, 240997, 87332, 238812, 87384, 268082, 96592, 87591, 47660
org.eclipse.dltk.console.ui, 1523, 619, 2612, 923, 3091, 1117, 3798, 1281, 3402, 1219, 3446, 1198, 3005, 1082, 3028, 1108, 909, 495
org.eclipse.dltk.core, 4029, 1500, 6226, 2113, 7231, 2509, 9464, 3111, 9385, 3244, 10611, 3586, 11954, 4010, 13598, 4499, 4485, 2272
org.eclipse.dltk.debug, 216, 144, 288, 185, 357, 227, 428, 278, 435, 281, 509, 328, 533, 327, 568, 361, 152, 125
org.eclipse.dltk.debug.ui, 206, 142, 280, 182, 345, 224, 422, 279, 431, 278, 493, 321, 519, 324, 564, 361, 149, 124
org.eclipse.dltk.launching, 3948, 1490, 6097, 2087, 7085, 2480, 9297, 3085, 9134, 3196, 10361, 3545, 11548, 3922, 13166, 4426, 4354, 2228
org.eclipse.dltk.mylyn, 866, 482, 1424, 687, 1943, 929, 2278, 1047, 2229, 1052, 2367, 1071, 2272, 1058, 2526, 1170, 720, 461
org.eclipse.dltk.python.core, 19, 7, 121, 47, 126, 49, 330, 117, 342, 136, 484, 205, 601, 228, 676, 263, 125, 86
org.eclipse.dltk.rse.core, 493, 283, 877, 425, 1218, 596, 1315, 615, 988, 476, 1015, 464, 993, 421, 1013, 420, 261, 170
org.eclipse.dltk.ruby.basicdebugger, 8, 6, 0, 0, 7, 7, 12, 7, 9, 6, 0, 0, 8, 8, 14, 13, 0, 0
org.eclipse.dltk.ruby.core, 1187, 568, 1721, 797, 2154, 1008, 2631, 1177, 2473, 1134, 2582, 1190, 2604, 1188, 2860, 1279, 863, 580
org.eclipse.dltk.ruby.debug, 32, 19, 28, 18, 35, 29, 58, 36, 71, 45, 86, 48, 78, 40, 50, 34, 15, 15
org.eclipse.dltk.ruby.debug.ui, 121, 91, 186, 127, 267, 177, 310, 205, 313, 207, 306, 202, 378, 232, 376, 245, 105, 90
org.eclipse.dltk.ruby.fastdebugger, 8, 6, 0, 0, 7, 7, 12, 7, 0, 0, 0, 0, 8, 8, 14, 13, 0, 0
org.eclipse.dltk.ruby.launching, 197, 77, 229, 87, 197, 92, 347, 142, 406, 162, 388, 153, 426, 153, 345, 142, 115, 68
org.eclipse.dltk.ruby.ui, 2277, 872, 3593, 1227, 4117, 1433, 4996, 1644, 4530, 1586, 4674, 1591, 4473, 1533, 4604, 1614, 1380, 756
org.eclipse.dltk.tcl.core, 693, 368, 1200, 587, 1580, 760, 1941, 890, 1798, 870, 1839, 879, 1659, 809, 1872, 859, 505, 352
org.eclipse.dltk.tcl.debug.ui, 66, 44, 111, 58, 159, 100, 158, 108, 135, 100, 115, 85, 122, 86, 176, 110, 51, 42
org.eclipse.dltk.tcl.launching, 62, 27, 115, 38, 71, 31, 176, 71, 214, 86, 186, 75, 158, 64, 171, 66, 40, 23
org.eclipse.dltk.tcl.tclchecker, 24, 15, 50, 25, 86, 41, 84, 42, 160, 89, 173, 95, 201, 108, 242, 118, 33, 24
org.eclipse.dltk.tcl.testing, 33, 29, 94, 51, 147, 93, 129, 90, 111, 85, 80, 64, 69, 53, 129, 90, 27, 25
org.eclipse.dltk.tcl.ui, 1538, 622, 2648, 925, 3116, 1117, 3840, 1274, 3454, 1222, 3460, 1185, 3032, 1078, 3036, 1090, 906, 495
org.eclipse.dltk.ui, 3916, 1486, 6119, 2087, 7099, 2481, 9309, 3079, 9169, 3200, 10317, 3535, 11574, 3928, 13178, 4433, 4349, 2236
org.eclipse.dltk.validators.core, 151, 93, 353, 197, 564, 294, 1024, 476, 1108, 525, 1472, 696, 1920, 883, 2293, 1051, 710, 454
org.eclipse.dltk.validators.ui, 2252, 926, 3940, 1490, 5002, 1904, 6574, 2365, 6394, 2374, 6526, 2517, 6631, 2638, 7034, 2773, 2179, 1339
org.eclipse.dltk.xotcl.ui, 16, 6, 48, 24, 35, 20, 96, 47, 126, 60, 123, 63, 174, 86, 202, 99, 31, 24
org.eclipse.draw2d, 7203, 4704, 9360, 5875, 11167, 7017, 17182, 10596, 19724, 11965, 20881, 12486, 20939, 12482, 23706, 14038, 7584, 5512
org.eclipse.dstore.core, 400, 334, 461, 348, 424, 316, 680, 502, 667, 491, 799, 572, 735, 534, 874, 610, 266, 209
org.eclipse.dstore.extra, 60, 44, 46, 31, 37, 24, 83, 47, 79, 48, 91, 60, 81, 48, 131, 66, 39, 21
org.eclipse.ecf, 26258, 12990, 27391, 13786, 32212, 16479, 47533, 23488, 49426, 24760, 49989, 24986, 51491, 25556, 55724, 27569, 18064, 11161
org.eclipse.ecf.discovery, 3606, 1637, 3526, 1697, 3952, 1967, 5073, 2430, 4917, 2352, 4886, 2403, 4762, 2412, 5308, 2559, 1616, 1075
org.eclipse.ecf.discovery.ui, 53, 47, 16, 14, 0, 0, 6, 6, 11, 7, 0, 0, 0, 0, 12, 10, 0, 0
org.eclipse.ecf.docshare, 3450, 1597, 3505, 1674, 3922, 1950, 5095, 2440, 5640, 2792, 6657, 3012, 6035, 2852, 6340, 2941, 1975, 1265
org.eclipse.ecf.example.collab, 2432, 1224, 2665, 1352, 3183, 1649, 4205, 2055, 4318, 2126, 4509, 2204, 4409, 2191, 4927, 2458, 1525, 1092
org.eclipse.ecf.filetransfer, 26715, 13052, 27831, 13919, 32694, 16631, 48165, 23726, 50025, 24938, 50425, 25131, 52069, 25736, 56278, 27785, 18353, 11295
org.eclipse.ecf.filetransfer.ui, 1863, 992, 2128, 1137, 2534, 1359, 3381, 1746, 3505, 1804, 3695, 1911, 3586, 1867, 3981, 2083, 1256, 926
org.eclipse.ecf.identity, 26423, 13030, 27555, 13848, 32458, 16556, 47810, 23578, 49745, 24828, 50211, 25065, 51765, 25606, 55974, 27649, 18179, 11211
org.eclipse.ecf.presence, 1348, 787, 1410, 857, 1680, 1063, 2203, 1343, 2558, 1591, 2982, 1826, 2697, 1695, 2985, 1801, 887, 708
org.eclipse.ecf.presence.collab.ui, 3514, 1621, 3466, 1661, 3921, 1934, 5010, 2390, 4824, 2344, 4824, 2366, 4684, 2378, 5271, 2537, 1597, 1057
org.eclipse.ecf.presence.ui, 1345, 786, 1408, 855, 1677, 1061, 2199, 1344, 2550, 1588, 2990, 1830, 2675, 1690, 2975, 1795, 883, 704
org.eclipse.ecf.provider, 3561, 1635, 3506, 1689, 3984, 1968, 5103, 2442, 4902, 2363, 4886, 2395, 4735, 2396, 5313, 2553, 1614, 1073
org.eclipse.ecf.provider.bittorrent, 3633, 1639, 3574, 1709, 4006, 1984, 5162, 2468, 4962, 2373, 4908, 2403, 4814, 2446, 5347, 2590, 1642, 1081
org.eclipse.ecf.provider.bittorrent.ui, 1893, 999, 2129, 1138, 2540, 1356, 3363, 1739, 3508, 1799, 3684, 1901, 3554, 1849, 3954, 2070, 1259, 924
org.eclipse.ecf.provider.datashare, 82, 52, 15, 14, 8, 7, 16, 14, 8, 7, 0, 0, 6, 6, 7, 7, 0, 0
org.eclipse.ecf.provider.discovery, 3520, 1626, 3455, 1666, 3933, 1948, 5048, 2419, 4824, 2349, 4844, 2377, 4693, 2376, 5280, 2541, 1593, 1062
org.eclipse.ecf.provider.filetransfer, 26603, 13036, 27707, 13884, 32567, 16593, 48060, 23651, 49918, 24879, 50341, 25104, 51928, 25689, 56150, 27722, 18289, 11261
org.eclipse.ecf.provider.filetransfer.efs, 3621, 1637, 3552, 1699, 3986, 1968, 5148, 2456, 4943, 2364, 4887, 2392, 4781, 2428, 5303, 2575, 1642, 1078
org.eclipse.ecf.provider.filetransfer.httpclient, 14, 10, 32, 7, 0, 0, 17, 6, 20, 9, 0, 0, 19, 8, 14, 9, 0, 0
org.eclipse.ecf.provider.filetransfer.scp, 3621, 1638, 3548, 1703, 3999, 1973, 5136, 2447, 4951, 2368, 4885, 2388, 4778, 2424, 5297, 2573, 1639, 1077
org.eclipse.ecf.provider.irc, 3639, 1641, 3562, 1711, 3989, 1975, 5160, 2443, 4950, 2366, 4908, 2402, 4791, 2417, 5307, 2557, 1630, 1076
org.eclipse.ecf.provider.irc.ui, 1896, 994, 2133, 1142, 2535, 1353, 3367, 1738, 3505, 1809, 3680, 1897, 3558, 1849, 3953, 2078, 1248, 916
org.eclipse.ecf.provider.jmdns, 3630, 1643, 3565, 1712, 3986, 1977, 5154, 2443, 4948, 2358, 4913, 2406, 4775, 2411, 5324, 2562, 1639, 1076
org.eclipse.ecf.provider.jslp, 2536, 1207, 2624, 1277, 2965, 1498, 3752, 1810, 3615, 1770, 3635, 1807, 3492, 1785, 4002, 1952, 1304, 856
org.eclipse.ecf.provider.msn, 3629, 1651, 3554, 1704, 4004, 1980, 5147, 2435, 4970, 2359, 4925, 2401, 4771, 2392, 5332, 2550, 1629, 1072
org.eclipse.ecf.provider.msn.ui, 1906, 1003, 2128, 1139, 2555, 1364, 3368, 1738, 3479, 1796, 3680, 1894, 3551, 1851, 3943, 2073, 1248, 915
org.eclipse.ecf.provider.r_osgi, 3533, 1615, 3434, 1662, 3906, 1933, 5019, 2380, 4865, 2334, 4850, 2370, 4694, 2357, 5263, 2523, 1622, 1063
org.eclipse.ecf.provider.skype, 26, 9, 23, 9, 15, 7, 0, 0, 15, 8, 11, 8, 15, 7, 15, 6, 0, 0
org.eclipse.ecf.provider.skype.ui, 8, 8, 13, 6, 15, 7, 0, 0, 0, 0, 0, 0, 0, 0, 18, 6, 0, 0
org.eclipse.ecf.provider.xmpp, 3654, 1642, 3602, 1720, 4040, 2000, 5211, 2474, 4980, 2375, 4890, 2384, 4813, 2442, 5381, 2596, 1668, 1094
org.eclipse.ecf.provider.xmpp.ui, 1969, 1032, 2119, 1134, 2546, 1363, 3356, 1736, 3471, 1794, 3659, 1894, 3547, 1847, 3928, 2063, 1239, 909
org.eclipse.ecf.sharedobject, 3554, 1629, 3500, 1683, 3978, 1966, 5117, 2432, 4889, 2354, 4881, 2383, 4739, 2375, 5307, 2547, 1609, 1066
org.eclipse.ecf.ui, 2165, 1096, 2247, 1194, 2705, 1436, 3530, 1822, 3672, 1876, 3797, 1965, 3743, 1931, 4173, 2160, 1323, 956
org.eclipse.eclipsemonkey, 1350, 437, 2038, 627, 2455, 771, 3576, 1123, 3983, 1249, 4126, 1276, 4169, 1361, 4537, 1494, 1384, 723
org.eclipse.eclipsemonkey.doms, 1190, 381, 1725, 537, 2116, 665, 3075, 974, 3512, 1118, 3572, 1150, 3590, 1202, 4012, 1334, 1224, 651
org.eclipse.eclipsemonkey.lang.javascript, 1321, 429, 1975, 611, 2338, 742, 3500, 1101, 3850, 1226, 4016, 1252, 4077, 1326, 4426, 1468, 1358, 710
org.eclipse.eclipsemonkey.lang.ruby, 159, 50, 236, 79, 258, 102, 431, 148, 465, 157, 466, 159, 569, 199, 530, 187, 123, 72
org.eclipse.eclipsemonkey.ui, 127, 65, 108, 59, 163, 81, 217, 116, 240, 141, 179, 99, 280, 155, 237, 139, 31, 21
org.eclipse.emf.ant, 1504, 953, 2092, 1268, 2509, 1519, 3161, 1871, 3370, 1980, 3601, 2126, 3576, 2167, 3807, 2288, 1176, 930
org.eclipse.emf.cdo, 391, 277, 375, 249, 362, 262, 524, 387, 582, 432, 510, 371, 604, 371, 503, 345, 131, 100
org.eclipse.emf.cdo.common, 308, 227, 296, 210, 289, 214, 450, 335, 473, 345, 439, 323, 455, 318, 421, 292, 100, 80
org.eclipse.emf.cdo.tests.model3, 11, 9, 0, 0, 0, 0, 0, 0, 14, 10, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.emf.cdo.ui, 66, 42, 40, 30, 61, 47, 105, 73, 110, 76, 92, 69, 113, 81, 89, 63, 0, 0
org.eclipse.emf.codegen, 1114, 784, 1301, 947, 1611, 1202, 2514, 1887, 2772, 2062, 2702, 2038, 2517, 1897, 2736, 2039, 874, 732
org.eclipse.emf.codegen.ecore, 418, 282, 366, 243, 399, 308, 651, 445, 730, 533, 678, 508, 608, 445, 738, 540, 189, 146
org.eclipse.emf.codegen.ecore.ui, 348, 257, 305, 222, 351, 274, 552, 393, 631, 477, 602, 465, 518, 398, 641, 491, 159, 130
org.eclipse.emf.common, 78395, 24682, 104718, 32732, 128672, 41574, 195983, 59803, 219782, 68029, 225749, 70140, 227703, 71802, 251929, 78666, 82131, 39239
org.eclipse.emf.common.ui, 35185, 15197, 46040, 19643, 55197, 24184, 82074, 34568, 88899, 37536, 89539, 37792, 89031, 37906, 99581, 41665, 32889, 18197
org.eclipse.emf.commonj.sdo, 63, 28, 78, 22, 44, 16, 96, 35, 122, 50, 96, 33, 165, 70, 213, 88, 44, 25
org.eclipse.emf.compare, 18, 14, 16, 13, 0, 0, 16, 16, 15, 15, 18, 15, 0, 0, 7, 7, 0, 0
org.eclipse.emf.compare.diff, 17, 11, 32, 7, 0, 0, 0, 0, 19, 14, 10, 7, 13, 7, 6, 6, 0, 0
org.eclipse.emf.compare.match, 18, 11, 30, 7, 0, 0, 0, 0, 19, 14, 11, 8, 11, 6, 0, 0, 0, 0
org.eclipse.emf.compare.ui, 18, 14, 16, 12, 0, 0, 16, 16, 9, 9, 18, 15, 6, 6, 7, 7, 0, 0
org.eclipse.emf.converter, 1692, 1127, 2119, 1349, 2584, 1648, 3340, 2077, 3551, 2196, 3799, 2325, 3691, 2339, 4010, 2501, 1263, 1003
org.eclipse.emf.ecore, 77910, 24552, 104183, 32562, 127944, 41291, 194935, 59408, 218585, 67633, 224637, 69787, 226496, 71437, 250787, 78272, 81684, 39065
org.eclipse.emf.ecore.change, 984, 597, 1196, 654, 1468, 823, 2575, 1403, 3398, 1704, 3238, 1711, 3065, 1590, 3402, 1825, 966, 633
org.eclipse.emf.ecore.edit, 1672, 1064, 1712, 1051, 2007, 1228, 3177, 1773, 3727, 2021, 3435, 1963, 3328, 1869, 3468, 2015, 1016, 716
org.eclipse.emf.ecore.editor, 235, 141, 195, 117, 235, 154, 364, 222, 384, 240, 347, 247, 405, 248, 425, 269, 124, 81
org.eclipse.emf.ecore.sdo, 62, 28, 82, 23, 45, 17, 94, 33, 122, 50, 97, 33, 166, 70, 211, 88, 43, 25
org.eclipse.emf.ecore.xmi, 62071, 22834, 83713, 30370, 102839, 38412, 154924, 55000, 173147, 62271, 178655, 64126, 180137, 65380, 200067, 71793, 65222, 34868
org.eclipse.emf.ecoretools, 36, 25, 14, 8, 0, 0, 42, 28, 84, 49, 44, 31, 39, 28, 36, 30, 0, 0
org.eclipse.emf.ecoretools.diagram, 415, 249, 469, 268, 619, 343, 937, 476, 1015, 480, 993, 502, 932, 459, 915, 472, 234, 162
org.eclipse.emf.ecoretools.diagram.ui.outline, 192, 129, 247, 147, 349, 203, 455, 250, 482, 242, 405, 200, 353, 216, 357, 213, 85, 58
org.eclipse.emf.ecoretools.filters, 230, 131, 189, 109, 249, 139, 503, 262, 516, 260, 506, 291, 560, 264, 554, 289, 109, 73
org.eclipse.emf.ecoretools.properties, 17, 13, 0, 0, 7, 6, 43, 23, 48, 37, 37, 26, 21, 18, 32, 26, 0, 0
org.eclipse.emf.ecoretools.tabbedproperties, 17, 13, 0, 0, 7, 6, 43, 23, 48, 37, 37, 26, 21, 18, 32, 26, 0, 0
org.eclipse.emf.edit, 35499, 15329, 46513, 19845, 55894, 24504, 83751, 35202, 90990, 38367, 91848, 38729, 91627, 39003, 102271, 42767, 33694, 18732
org.eclipse.emf.edit.ui, 35094, 15161, 45979, 19640, 55066, 24153, 81927, 34514, 88704, 37468, 89365, 37752, 88802, 37817, 99226, 41574, 32819, 18165
org.eclipse.emf.examples.library, 21, 9, 23, 6, 26, 7, 60, 17, 95, 28, 95, 34, 70, 31, 51, 19, 0, 0
org.eclipse.emf.importer, 1692, 1125, 2118, 1353, 2580, 1650, 3338, 2079, 3550, 2198, 3808, 2328, 3667, 2324, 3991, 2490, 1261, 1003
org.eclipse.emf.importer.ecore, 1528, 1014, 1907, 1225, 2385, 1507, 3086, 1918, 3305, 2050, 3604, 2186, 3460, 2183, 3733, 2327, 1180, 944
org.eclipse.emf.importer.java, 1328, 854, 1741, 1098, 2127, 1332, 2721, 1688, 2978, 1809, 3280, 1972, 3176, 2008, 3400, 2099, 1050, 841
org.eclipse.emf.importer.rose, 1457, 951, 1911, 1222, 2356, 1495, 2978, 1828, 3196, 1948, 3479, 2098, 3393, 2133, 3651, 2255, 1133, 908
org.eclipse.emf.mapping, 41, 22, 39, 16, 18, 18, 25, 16, 49, 33, 40, 31, 45, 29, 54, 45, 0, 0
org.eclipse.emf.mapping.ecore2ecore, 24, 13, 29, 8, 0, 0, 8, 6, 15, 11, 10, 6, 20, 10, 23, 17, 0, 0
org.eclipse.emf.mapping.ecore2xml, 189, 119, 224, 130, 224, 161, 407, 269, 448, 318, 431, 315, 361, 260, 478, 339, 98, 73
org.eclipse.emf.mapping.xsd2ecore, 17, 11, 22, 6, 0, 0, 9, 7, 14, 10, 7, 6, 22, 16, 20, 19, 0, 0
org.eclipse.emf.mint, 1882, 860, 2622, 1025, 3495, 1366, 4818, 1844, 5043, 1945, 5349, 2038, 4901, 1940, 5200, 2086, 1545, 887
org.eclipse.emf.mint.ui, 1880, 860, 2606, 1024, 3500, 1358, 4812, 1846, 5036, 1944, 5336, 2037, 4896, 1943, 5200, 2084, 1544, 886
org.eclipse.emf.ocl, 24, 11, 32, 7, 10, 6, 9, 6, 26, 17, 19, 12, 17, 11, 16, 14, 0, 0
org.eclipse.emf.search, 95, 80, 110, 93, 146, 121, 193, 158, 225, 190, 199, 170, 182, 169, 238, 203, 38, 36
org.eclipse.emf.search.common, 27, 23, 45, 36, 66, 54, 101, 84, 114, 103, 97, 76, 77, 69, 83, 77, 8, 7
org.eclipse.emf.search.common.ui, 19, 18, 26, 24, 19, 18, 64, 54, 54, 45, 64, 62, 58, 57, 76, 65, 6, 6
org.eclipse.emf.search.ecore, 64, 55, 78, 63, 95, 79, 128, 106, 164, 145, 141, 118, 122, 112, 149, 135, 9, 8
org.eclipse.emf.search.ecore.ocl, 57, 49, 74, 61, 83, 70, 125, 104, 162, 144, 141, 118, 113, 104, 129, 118, 16, 15
org.eclipse.emf.search.ecore.ocl.ui, 40, 33, 47, 37, 62, 52, 102, 82, 124, 107, 99, 80, 89, 79, 90, 84, 7, 6
org.eclipse.emf.search.ecore.ui, 60, 51, 70, 56, 87, 70, 116, 96, 150, 132, 111, 92, 103, 94, 126, 116, 8, 7
org.eclipse.emf.search.genmodel, 57, 49, 74, 61, 85, 72, 123, 102, 160, 142, 138, 116, 110, 101, 127, 116, 14, 14
org.eclipse.emf.search.genmodel.ui, 53, 45, 68, 54, 78, 67, 112, 92, 146, 130, 111, 92, 97, 88, 113, 105, 6, 6
org.eclipse.emf.search.ocl, 26, 22, 45, 36, 62, 51, 100, 82, 112, 100, 85, 69, 76, 69, 82, 76, 8, 7
org.eclipse.emf.search.ocl.ui, 26, 22, 44, 35, 61, 49, 101, 84, 119, 107, 95, 75, 75, 67, 83, 77, 9, 8
org.eclipse.emf.search.ui, 96, 82, 108, 91, 145, 120, 192, 159, 224, 190, 195, 169, 181, 168, 235, 201, 38, 36
org.eclipse.emf.transaction, 571, 380, 512, 330, 726, 429, 1112, 639, 1488, 762, 1308, 708, 1241, 629, 1381, 744, 328, 228
org.eclipse.emf.validation, 3307, 1336, 4598, 1614, 5478, 1821, 6814, 2245, 6655, 2254, 6296, 2242, 6005, 2105, 6181, 2245, 1781, 962
org.eclipse.emf.validation.examples.adapter, 22, 9, 23, 6, 26, 7, 76, 22, 74, 21, 90, 32, 67, 29, 51, 19, 0, 0
org.eclipse.emf.validation.ui, 287, 218, 252, 190, 337, 238, 601, 401, 769, 432, 764, 457, 663, 418, 779, 480, 166, 120
org.eclipse.emf.workspace, 411, 256, 364, 219, 505, 279, 864, 469, 1131, 572, 1059, 576, 1040, 520, 1161, 608, 249, 167
org.eclipse.epp.usagedata.gathering, 111105, 31972, 144475, 42215, 194665, 58095, 312603, 86264, 350547, 98112, 349174, 99719, 348855, 100269, 389185, 110442, 128528, 55785
org.eclipse.epp.usagedata.recording, 117379, 32737, 150830, 43068, 202389, 59111, 323583, 87607, 361791, 99468, 360058, 101136, 358589, 101527, 399841, 111768, 132038, 56723
org.eclipse.epp.usagedata.ui, 35789, 15676, 60474, 26161, 81723, 36318, 132955, 56195, 155599, 67811, 165810, 73119, 167166, 74061, 186588, 81584, 59679, 45402
org.eclipse.equinox.app, 121253, 34295, 150235, 44002, 202834, 60377, 319618, 88858, 355161, 100538, 352149, 101978, 351805, 102180, 393492, 112910, 129722, 55891
org.eclipse.equinox.common, 121231, 34284, 150211, 43993, 202875, 60370, 319558, 88842, 355145, 100539, 352142, 101984, 351746, 102174, 393433, 112905, 129742, 55896
org.eclipse.equinox.frameworkadmin, 118738, 34006, 148566, 43780, 200752, 60089, 316013, 88480, 350187, 100076, 346885, 101435, 346517, 101543, 387468, 112208, 127978, 55456
org.eclipse.equinox.frameworkadmin.equinox, 118677, 34009, 148549, 43777, 200800, 60099, 316001, 88479, 350157, 100084, 346860, 101439, 346486, 101538, 387311, 112200, 127984, 55470
org.eclipse.equinox.http.jetty, 5488, 4335, 5468, 4245, 6932, 5378, 10051, 7923, 10276, 8081, 9564, 7543, 9868, 7694, 10861, 8464, 3342, 2787
org.eclipse.equinox.http.registry, 5441, 4310, 5420, 4223, 6913, 5353, 9996, 7884, 10218, 8046, 9502, 7513, 9856, 7685, 10805, 8420, 3305, 2764
org.eclipse.equinox.http.servlet, 5472, 4331, 5456, 4239, 6932, 5372, 10031, 7914, 10269, 8074, 9555, 7543, 9864, 7687, 10845, 8452, 3325, 2777
org.eclipse.equinox.jmx.common, 307, 112, 478, 153, 578, 205, 757, 250, 736, 253, 859, 281, 915, 298, 1093, 374, 290, 158
org.eclipse.equinox.jmx.server, 273, 100, 430, 140, 505, 182, 709, 231, 629, 229, 796, 261, 853, 282, 1077, 360, 284, 157
org.eclipse.equinox.jmx.server.rmi, 304, 111, 477, 153, 581, 205, 755, 251, 740, 253, 857, 282, 922, 301, 1094, 368, 288, 156
org.eclipse.equinox.jmx.vm, 265, 96, 427, 140, 495, 183, 705, 235, 620, 226, 784, 261, 808, 272, 1006, 352, 244, 145
org.eclipse.equinox.jsp.jasper, 4442, 3613, 4258, 3426, 5207, 4144, 7579, 6188, 7486, 6148, 6960, 5708, 7202, 5830, 7825, 6334, 2358, 2035
org.eclipse.equinox.jsp.jasper.registry, 4436, 3616, 4244, 3424, 5204, 4159, 7587, 6205, 7483, 6157, 6969, 5721, 7212, 5836, 7827, 6321, 2348, 2025
org.eclipse.equinox.p2.artifact.repository, 70069, 29941, 70624, 32024, 90622, 42051, 129826, 59569, 132788, 61837, 126073, 58283, 125993, 57627, 140047, 63637, 46046, 25307
org.eclipse.equinox.p2.core, 119002, 34012, 149334, 43810, 201931, 60202, 318403, 88633, 353818, 100345, 350869, 101781, 350616, 101974, 391870, 112625, 129344, 55802
org.eclipse.equinox.p2.director, 118828, 33999, 149047, 43794, 201567, 60162, 317806, 88561, 352502, 100251, 349721, 101683, 349429, 101863, 390770, 112522, 129125, 55752
org.eclipse.equinox.p2.director.app, 1888, 1202, 2573, 1538, 3114, 1872, 4075, 2391, 4399, 2555, 4591, 2692, 4612, 2758, 5034, 2936, 1535, 1176
org.eclipse.equinox.p2.directorywatcher, 116122, 33729, 147023, 43557, 199435, 59873, 315020, 88227, 349757, 99882, 346742, 101261, 346237, 101429, 387657, 112064, 128154, 55459
org.eclipse.equinox.p2.engine, 118542, 33993, 148715, 43768, 201032, 60131, 316891, 88543, 351485, 100228, 348735, 101652, 348538, 101808, 389744, 112453, 128837, 55721
org.eclipse.equinox.p2.exemplarysetup, 117860, 34016, 147619, 43729, 199571, 60122, 313282, 88452, 346576, 99994, 343814, 101327, 343614, 101479, 384082, 112127, 127032, 55323
org.eclipse.equinox.p2.extensionlocation, 67594, 29720, 68980, 31810, 88713, 41810, 127667, 59356, 130277, 61517, 123565, 57971, 123745, 57389, 137285, 63380, 45328, 25121
org.eclipse.equinox.p2.garbagecollector, 117302, 33996, 147179, 43704, 198696, 60091, 312886, 88440, 346298, 100022, 343429, 101371, 343496, 101530, 383682, 112196, 126716, 55333
org.eclipse.equinox.p2.metadata, 117394, 33987, 147289, 43700, 198970, 60111, 312932, 88438, 346772, 100003, 344063, 101404, 343974, 101595, 384158, 112278, 126908, 55405
org.eclipse.equinox.p2.metadata.generator, 70111, 30075, 71505, 32406, 91539, 42626, 131208, 60299, 134106, 62682, 127608, 59200, 128070, 58790, 141998, 64861, 46506, 25923
org.eclipse.equinox.p2.metadata.repository, 117441, 33983, 147427, 43707, 199128, 60127, 313273, 88451, 347203, 100025, 344552, 101433, 344475, 101629, 384681, 112311, 127078, 55456
org.eclipse.equinox.p2.reconciler.dropins, 116364, 33891, 146332, 43586, 197954, 59975, 312471, 88260, 346362, 99834, 343857, 101235, 343658, 101482, 384159, 112112, 126941, 55420
org.eclipse.equinox.p2.touchpoint.eclipse, 68714, 29850, 69400, 31735, 88742, 41682, 127211, 59040, 129530, 61179, 122870, 57484, 123494, 56999, 136957, 62941, 44660, 24879
org.eclipse.equinox.p2.touchpoint.natives, 774, 648, 641, 536, 783, 666, 3920, 3202, 2261, 1898, 1739, 1423, 1441, 1224, 1330, 1108, 1595, 1338
org.eclipse.equinox.p2.ui, 117129, 33953, 146851, 43659, 198486, 60065, 312411, 88363, 345751, 99910, 342772, 101271, 342796, 101385, 382669, 112069, 126510, 55313
