bundle, executeCount200807, userCount200807, executeCount200808, userCount200808, executeCount200809, userCount200809, executeCount200810, userCount200810, executeCount200811, userCount200811, executeCount200812, userCount200812, executeCount200901, userCount200901, executeCount200902, userCount200902, executeCount200903, userCount200903
org.eclipse.mylyn.commons.net, 105034, 31067, 145236, 41849, 196661, 57822, 315931, 85966, 357094, 98065, 357779, 99897, 357785, 100407, 400310, 110713, 131968, 56810
org.eclipse.mylyn.commons.ui, 104614, 31016, 145037, 41847, 196533, 57800, 315561, 85969, 357541, 98034, 358564, 99883, 358553, 100456, 401000, 110744, 132298, 56933
org.eclipse.mylyn.compatibility, 110685, 31725, 147573, 42216, 198879, 58118, 318228, 86261, 359021, 98226, 359633, 100078, 359475, 100520, 401875, 110857, 132358, 56881
org.eclipse.mylyn.context.core, 110666, 31775, 147529, 42271, 198715, 58149, 318257, 86322, 358764, 98306, 359161, 100116, 358731, 100596, 400947, 110925, 132012, 56802
org.eclipse.mylyn.context.ui, 110553, 31753, 147654, 42295, 199006, 58145, 318679, 86302, 359310, 98307, 359790, 100133, 359448, 100608, 401818, 110974, 132309, 56882
org.eclipse.mylyn.ide.ant, 45977, 20487, 61637, 27157, 88563, 38533, 146474, 58883, 165772, 67026, 162947, 67519, 161634, 67325, 181374, 74397, 59837, 34156
org.eclipse.mylyn.ide.ui, 5494, 3595, 7197, 4766, 9082, 6149, 13631, 9281, 15226, 10557, 15180, 10654, 15178, 10506, 17059, 11773, 5412, 4544
org.eclipse.mylyn.java.tasks, 25943, 13860, 35963, 19005, 49191, 26752, 79450, 40638, 92581, 47472, 95248, 49057, 91864, 48298, 103212, 53401, 34162, 24903
org.eclipse.mylyn.java.ui, 54585, 22412, 71081, 29601, 101401, 41815, 168141, 63700, 190760, 72824, 186656, 73436, 183685, 73011, 206541, 80471, 68276, 38110
org.eclipse.mylyn.jira.core, 1468, 416, 2349, 595, 2824, 731, 3933, 892, 4272, 1009, 4761, 1160, 4892, 1188, 5490, 1318, 1490, 708
org.eclipse.mylyn.jira.ui, 1472, 417, 2345, 593, 2836, 727, 3943, 893, 4282, 1008, 4777, 1159, 4900, 1187, 5522, 1319, 1493, 708
org.eclipse.mylyn.monitor.ui, 119386, 32642, 158740, 43453, 213929, 59660, 340297, 88226, 384450, 100573, 386129, 102470, 384140, 102994, 430003, 113460, 141626, 59395
org.eclipse.mylyn.monitor.usage, 148, 40, 141, 37, 50, 20, 157, 32, 200, 46, 269, 74, 207, 61, 285, 78, 32, 16
org.eclipse.mylyn.pde.ui, 32538, 15388, 44331, 20594, 54712, 25760, 84448, 37185, 95122, 42011, 96815, 42998, 96248, 43150, 106434, 47351, 34381, 21517
org.eclipse.mylyn.resources.ui, 49206, 21872, 64943, 28759, 92261, 40486, 151905, 61735, 171618, 70012, 168941, 70644, 167331, 70314, 187492, 77625, 61850, 35550
org.eclipse.mylyn.tasks.bugs, 113, 112, 75, 74, 91, 85, 124, 121, 111, 108, 140, 129, 106, 102, 141, 134, 32, 32
org.eclipse.mylyn.tasks.core, 4833, 1016, 1511, 409, 1245, 329, 1382, 341, 1153, 282, 870, 223, 671, 166, 589, 164, 134, 59
org.eclipse.mylyn.tasks.ui, 109814, 31629, 146891, 42232, 198699, 58011, 318292, 86166, 359234, 98202, 360840, 100016, 360289, 100530, 403868, 110915, 132852, 57251
org.eclipse.mylyn.team.ui, 107965, 31385, 146169, 42026, 198194, 57845, 317248, 85941, 358845, 97965, 360511, 99789, 359719, 100302, 403274, 110682, 132753, 57120
org.eclipse.mylyn.trac.core, 1798, 475, 2117, 554, 2564, 699, 3424, 868, 3792, 944, 4220, 1061, 4333, 1137, 4759, 1247, 1501, 703
org.eclipse.mylyn.trac.ui, 1752, 463, 2026, 524, 2450, 672, 3359, 840, 3687, 919, 4170, 1038, 4284, 1112, 4677, 1216, 1483, 686
org.eclipse.mylyn.web.core, 5038, 1018, 1559, 422, 1296, 332, 1457, 346, 1218, 298, 912, 224, 762, 186, 671, 186, 145, 67
org.eclipse.mylyn.web.tasks, 162, 50, 256, 66, 246, 75, 526, 112, 683, 161, 633, 169, 678, 174, 754, 187, 120, 53
org.eclipse.mylyn.xplanner.core, 101, 30, 134, 42, 110, 41, 227, 44, 306, 63, 310, 78, 362, 85, 384, 83, 69, 27
org.eclipse.mylyn.xplanner.ui, 103, 32, 172, 50, 140, 48, 252, 50, 313, 65, 335, 89, 368, 89, 429, 94, 70, 27
org.eclipse.net4j, 406, 280, 362, 244, 370, 266, 507, 373, 601, 435, 507, 372, 602, 371, 499, 345, 130, 100
org.eclipse.net4j.buddies, 14, 13, 0, 0, 0, 0, 8, 8, 27, 27, 25, 22, 13, 13, 19, 15, 6, 6
org.eclipse.net4j.buddies.ui, 14, 13, 0, 0, 0, 0, 8, 8, 27, 27, 27, 24, 14, 14, 19, 15, 6, 6
org.eclipse.net4j.http.common, 258, 199, 247, 179, 250, 188, 310, 244, 349, 264, 326, 257, 317, 239, 277, 224, 82, 70
org.eclipse.net4j.http.server, 386, 274, 351, 237, 351, 260, 503, 373, 573, 420, 494, 368, 581, 362, 477, 341, 123, 96
org.eclipse.net4j.tcp, 394, 279, 351, 240, 355, 262, 504, 370, 592, 433, 501, 370, 599, 367, 488, 347, 130, 100
org.eclipse.net4j.util, 404, 281, 353, 239, 367, 262, 504, 368, 582, 425, 497, 368, 596, 368, 491, 343, 123, 94
org.eclipse.net4j.util.ui, 104, 61, 63, 48, 80, 52, 147, 104, 152, 110, 123, 90, 144, 101, 114, 82, 18, 14
org.eclipse.ocl, 511, 296, 440, 279, 515, 317, 893, 516, 1142, 629, 1067, 630, 1077, 596, 1174, 645, 314, 204
org.eclipse.ocl.ecore, 493, 286, 424, 270, 511, 314, 873, 512, 1087, 607, 1017, 607, 1038, 576, 1123, 631, 281, 197
org.eclipse.ocl.uml, 73, 44, 81, 50, 75, 61, 113, 92, 148, 124, 116, 87, 91, 79, 109, 90, 9, 8
org.eclipse.osgi, 121258, 34282, 150307, 43999, 202981, 60369, 319655, 88870, 355267, 100533, 352231, 101959, 351904, 102156, 393684, 112904, 129834, 55924
org.eclipse.osgi.jmx, 274, 100, 379, 128, 499, 181, 672, 225, 616, 222, 794, 262, 834, 281, 998, 348, 243, 142
org.eclipse.pde, 11449, 4606, 11916, 5095, 13788, 6012, 19889, 8301, 21025, 8902, 21530, 9101, 21644, 9024, 23345, 9883, 7315, 4235
org.eclipse.pde.api.tools, 2971, 1850, 3635, 2355, 4405, 2791, 5964, 3716, 6444, 4084, 6883, 4367, 6780, 4369, 7193, 4562, 2297, 1834
org.eclipse.pde.api.tools.ui, 15834, 9344, 22293, 13229, 29195, 17331, 44716, 25552, 51862, 29568, 52088, 30232, 50055, 29584, 55993, 32372, 18576, 14389
org.eclipse.pde.build, 9177, 4881, 11152, 6018, 13224, 7231, 18349, 9653, 19967, 10582, 20849, 11020, 21424, 11364, 23151, 12276, 7104, 5122
org.eclipse.pde.core, 25348, 12480, 31750, 16379, 38635, 20452, 56329, 28632, 63455, 32911, 65007, 33861, 64699, 33929, 70597, 36995, 22983, 16232
org.eclipse.pde.runtime, 75, 56, 40, 34, 48, 32, 87, 61, 53, 37, 61, 42, 40, 34, 39, 32, 0, 0
org.eclipse.pde.ui, 53371, 19036, 71334, 25422, 88898, 32330, 136403, 46368, 156150, 53339, 159578, 55072, 158644, 55447, 175483, 60682, 57202, 30169
org.eclipse.pde.ui.templates, 302, 257, 248, 212, 286, 237, 408, 337, 486, 413, 447, 374, 448, 391, 487, 408, 112, 101
org.eclipse.php.core, 1283, 415, 1746, 552, 1912, 632, 2978, 976, 3172, 1115, 4773, 1582, 6892, 2128, 8202, 2475, 2718, 1322
org.eclipse.php.debug.core, 146, 99, 367, 209, 477, 260, 838, 437, 890, 461, 1124, 651, 1660, 906, 2173, 1026, 636, 451
org.eclipse.php.debug.daemon, 1583, 490, 2300, 643, 2770, 820, 4307, 1239, 4482, 1363, 6195, 1826, 8081, 2322, 9299, 2656, 3034, 1424
org.eclipse.php.debug.ui, 512, 262, 767, 382, 975, 467, 1497, 714, 1684, 795, 2267, 1125, 3071, 1507, 3719, 1741, 1168, 822
org.eclipse.php.server.core, 160, 105, 369, 210, 476, 261, 833, 437, 883, 455, 1125, 651, 1683, 905, 2173, 1023, 648, 451
org.eclipse.php.server.ui, 364, 213, 614, 334, 784, 408, 1154, 622, 1363, 712, 1813, 984, 2489, 1348, 3066, 1579, 956, 712
org.eclipse.php.ui, 1222, 396, 1554, 527, 1698, 600, 2650, 933, 2627, 989, 3777, 1391, 5388, 1829, 6135, 2116, 1854, 1026
org.eclipse.rap.ui.intro, 23, 21, 15, 15, 14, 13, 20, 19, 7, 7, 13, 11, 12, 11, 11, 10, 0, 0
org.eclipse.rap.ui.launch, 48, 29, 100, 63, 156, 92, 165, 98, 151, 96, 152, 97, 138, 77, 228, 121, 32, 24
org.eclipse.releng.tools, 15, 10, 19, 8, 13, 7, 17, 12, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0
org.eclipse.rse.connectorservice.dstore, 146, 129, 163, 125, 107, 87, 201, 147, 166, 131, 226, 170, 205, 161, 224, 149, 75, 54
org.eclipse.rse.connectorservice.local, 2076, 1712, 2663, 2121, 3052, 2418, 4214, 3325, 4563, 3558, 4951, 3784, 4997, 3825, 5504, 4219, 1755, 1488
org.eclipse.rse.connectorservice.ssh, 234, 148, 313, 167, 272, 148, 421, 209, 490, 234, 589, 255, 598, 289, 585, 283, 187, 122
org.eclipse.rse.core, 2140, 1745, 2776, 2176, 3134, 2470, 4324, 3370, 4757, 3670, 5136, 3867, 5203, 3949, 5725, 4313, 1830, 1539
org.eclipse.rse.discovery, 15, 14, 13, 11, 19, 15, 7, 7, 11, 10, 15, 10, 11, 6, 16, 10, 0, 0
org.eclipse.rse.dstore.security, 87, 78, 71, 63, 46, 34, 101, 84, 79, 61, 95, 78, 89, 73, 120, 103, 13, 10
org.eclipse.rse.efs, 19, 7, 35, 8, 51, 23, 70, 21, 68, 30, 105, 47, 92, 36, 81, 30, 48, 28
org.eclipse.rse.files.ui, 1632, 1348, 2133, 1690, 2540, 1993, 3430, 2667, 3745, 2896, 4139, 3126, 4159, 3200, 4515, 3477, 1404, 1207
org.eclipse.rse.importexport, 53, 48, 74, 68, 93, 82, 172, 154, 176, 164, 203, 182, 191, 167, 214, 175, 49, 43
org.eclipse.rse.processes.ui, 84, 69, 73, 52, 70, 39, 90, 61, 100, 53, 151, 83, 111, 75, 106, 74, 27, 16
org.eclipse.rse.services, 2141, 1746, 2780, 2179, 3158, 2482, 4327, 3367, 4775, 3682, 5167, 3885, 5212, 3948, 5729, 4311, 1836, 1544
org.eclipse.rse.services.dstore, 60, 44, 48, 33, 47, 30, 83, 48, 79, 47, 90, 59, 85, 48, 134, 66, 40, 21
org.eclipse.rse.services.files.ftp, 59, 51, 102, 45, 91, 48, 145, 83, 149, 82, 196, 92, 190, 90, 239, 124, 64, 40
org.eclipse.rse.services.local, 2063, 1702, 2651, 2110, 3054, 2410, 4216, 3312, 4583, 3569, 4957, 3773, 5005, 3822, 5513, 4220, 1756, 1484
org.eclipse.rse.services.ssh, 439, 330, 521, 346, 527, 346, 824, 532, 839, 539, 1039, 624, 1044, 643, 1102, 683, 342, 255
org.eclipse.rse.services.telnet, 72, 64, 93, 75, 74, 64, 102, 97, 116, 102, 158, 140, 155, 141, 158, 141, 26, 24
org.eclipse.rse.shells.ui, 263, 194, 283, 170, 278, 167, 380, 222, 466, 259, 571, 296, 585, 325, 543, 301, 196, 125
org.eclipse.rse.subsystems.files.core, 2106, 1718, 2760, 2169, 3143, 2467, 4305, 3360, 4720, 3643, 5111, 3843, 5169, 3922, 5648, 4280, 1797, 1515
org.eclipse.rse.subsystems.files.dstore, 356, 290, 372, 268, 390, 275, 585, 422, 608, 431, 733, 507, 694, 481, 799, 532, 238, 180
org.eclipse.rse.subsystems.files.ftp, 336, 279, 373, 256, 454, 306, 633, 448, 636, 456, 803, 520, 706, 490, 833, 561, 244, 192
org.eclipse.rse.subsystems.files.local, 2095, 1713, 2727, 2152, 3121, 2447, 4253, 3338, 4653, 3610, 5025, 3799, 5091, 3873, 5578, 4245, 1777, 1498
org.eclipse.rse.subsystems.files.ssh, 444, 330, 531, 349, 519, 341, 808, 526, 816, 530, 1021, 609, 1020, 635, 1075, 673, 337, 248
org.eclipse.rse.subsystems.processes.core, 280, 218, 300, 192, 285, 178, 425, 277, 421, 258, 552, 328, 556, 336, 590, 368, 164, 118
org.eclipse.rse.subsystems.processes.dstore, 270, 211, 289, 190, 278, 171, 396, 263, 404, 249, 521, 316, 534, 323, 559, 348, 161, 115
org.eclipse.rse.subsystems.processes.shell.linux, 218, 177, 193, 143, 217, 144, 288, 217, 255, 186, 373, 249, 364, 240, 429, 278, 105, 81
org.eclipse.rse.subsystems.shells.core, 2089, 1715, 2716, 2136, 3113, 2436, 4277, 3350, 4661, 3597, 5060, 3813, 5082, 3865, 5549, 4235, 1772, 1499
org.eclipse.rse.subsystems.shells.dstore, 176, 156, 136, 113, 159, 125, 249, 195, 235, 183, 281, 229, 262, 218, 288, 220, 88, 68
org.eclipse.rse.subsystems.shells.local, 2083, 1714, 2675, 2119, 3079, 2418, 4217, 3320, 4580, 3568, 4960, 3774, 5007, 3826, 5468, 4202, 1749, 1480
org.eclipse.rse.subsystems.shells.ssh, 315, 223, 402, 242, 374, 223, 557, 330, 602, 343, 795, 422, 745, 428, 797, 463, 253, 177
org.eclipse.rse.subsystems.shells.telnet, 71, 63, 95, 76, 77, 65, 106, 101, 110, 96, 160, 141, 156, 142, 158, 140, 26, 24
org.eclipse.rse.subsystems.terminals.core, 268, 186, 346, 222, 327, 202, 522, 304, 596, 334, 781, 429, 757, 416, 816, 461, 247, 175
org.eclipse.rse.subsystems.terminals.ssh, 269, 187, 344, 221, 326, 202, 526, 305, 593, 331, 777, 430, 752, 412, 804, 460, 244, 172
org.eclipse.rse.terminals.ui, 134, 110, 116, 88, 89, 74, 157, 99, 174, 117, 217, 132, 218, 132, 189, 126, 47, 36
org.eclipse.rse.ui, 2134, 1733, 2795, 2176, 3169, 2467, 4350, 3368, 4764, 3658, 5143, 3852, 5229, 3942, 5730, 4307, 1845, 1536
org.eclipse.search, 32880, 13292, 38309, 16672, 47207, 21148, 71652, 29996, 79025, 33553, 82857, 35525, 86159, 36796, 94953, 40486, 30374, 18493
org.eclipse.stp.b2j.core, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.stp.b2j.ui, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.stp.bpmn, 59, 39, 32, 23, 56, 41, 92, 69, 97, 58, 86, 53, 64, 41, 65, 35, 0, 0
org.eclipse.stp.bpmn.diagram, 55, 37, 29, 21, 54, 39, 86, 64, 88, 52, 70, 44, 65, 41, 62, 33, 0, 0
org.eclipse.stp.bpmn.edit, 55, 37, 29, 21, 53, 38, 87, 65, 88, 51, 70, 44, 66, 41, 62, 33, 0, 0
org.eclipse.stp.bpmn.validation, 48, 28, 33, 17, 51, 26, 100, 52, 119, 55, 98, 50, 111, 53, 93, 43, 0, 0
org.eclipse.stp.common, 961, 540, 1540, 757, 1997, 935, 2365, 1058, 2171, 1000, 2055, 987, 1919, 951, 2069, 978, 575, 387
org.eclipse.stp.eid, 2557, 973, 4020, 1298, 4709, 1467, 5368, 1633, 4691, 1492, 4656, 1498, 4161, 1360, 4365, 1456, 1240, 646
org.eclipse.stp.eid.diagram, 124, 101, 94, 79, 114, 91, 134, 102, 104, 72, 103, 72, 63, 45, 85, 67, 14, 14
org.eclipse.stp.eid.edit, 128, 101, 94, 79, 116, 93, 134, 102, 104, 72, 104, 72, 62, 45, 88, 69, 14, 14
org.eclipse.stp.im.tool.in.bpmneditor, 39, 25, 23, 16, 31, 24, 71, 52, 67, 35, 44, 28, 46, 30, 23, 15, 0, 0
org.eclipse.stp.policy.wtp.editor, 6, 6, 11, 9, 20, 19, 13, 13, 7, 6, 7, 7, 0, 0, 9, 9, 0, 0
org.eclipse.stp.sc.common, 487, 319, 752, 449, 940, 578, 1130, 660, 1041, 626, 947, 589, 923, 546, 950, 577, 275, 205
org.eclipse.stp.sc.cxf, 15, 13, 7, 6, 0, 0, 8, 7, 8, 7, 6, 6, 0, 0, 0, 0, 0, 0
org.eclipse.stp.sc.jaxws, 186, 133, 327, 228, 411, 293, 535, 384, 477, 345, 418, 308, 436, 305, 436, 303, 117, 95
org.eclipse.stp.sc.jaxwsri, 7, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.stp.sca, 2603, 1001, 4054, 1316, 4804, 1482, 5534, 1663, 5026, 1570, 4878, 1563, 4373, 1415, 4577, 1513, 1305, 670
org.eclipse.stp.sca.diagram, 54, 35, 14, 10, 36, 21, 52, 35, 64, 35, 51, 29, 63, 39, 11, 6, 0, 0
org.eclipse.stp.sca.edit, 54, 35, 30, 20, 38, 21, 53, 36, 65, 36, 54, 31, 64, 39, 31, 13, 0, 0
org.eclipse.stp.soas.deploy.core, 2607, 988, 4058, 1321, 4784, 1480, 5546, 1694, 4925, 1544, 4822, 1551, 4342, 1407, 4513, 1487, 1317, 667
org.eclipse.stp.soas.deploy.models.deployfile, 7, 6, 15, 14, 0, 0, 35, 32, 16, 15, 7, 7, 0, 0, 18, 16, 0, 0
org.eclipse.stp.soas.deploy.runtime.cxf, 751, 456, 1216, 641, 1487, 754, 1821, 913, 1624, 808, 1533, 792, 1439, 769, 1499, 789, 452, 308
org.eclipse.stp.soas.deploy.util, 2564, 981, 4064, 1320, 4779, 1478, 5531, 1687, 4928, 1545, 4814, 1547, 4328, 1404, 4506, 1486, 1322, 669
org.eclipse.stp.xef, 568, 319, 963, 465, 1124, 565, 1416, 640, 1197, 611, 1245, 609, 1165, 589, 1190, 622, 323, 223
org.eclipse.swt.jmx, 273, 99, 401, 135, 506, 180, 670, 225, 620, 223, 812, 267, 851, 280, 1093, 363, 283, 156
org.eclipse.swt.layout.grouplayout, 113, 67, 174, 95, 211, 130, 351, 199, 367, 228, 404, 261, 320, 209, 415, 244, 91, 72
org.eclipse.swt.widgets.baseline, 116, 69, 175, 96, 212, 130, 364, 203, 376, 230, 410, 261, 326, 210, 423, 247, 92, 73
org.eclipse.team.core, 119394, 34173, 148528, 43836, 200397, 60210, 316761, 88623, 351928, 100335, 349329, 101746, 349280, 101967, 389757, 112675, 128513, 55835
org.eclipse.team.cvs.core, 112424, 32097, 149405, 42674, 201535, 58646, 322906, 87036, 364052, 99139, 364831, 100994, 363720, 101413, 406433, 111718, 133959, 57571
org.eclipse.team.cvs.ssh2, 15720, 4976, 20498, 6364, 24832, 7787, 35438, 10308, 39875, 11444, 42603, 12146, 43351, 12622, 47085, 13427, 14482, 6943
org.eclipse.team.cvs.ui, 113201, 32167, 150386, 42775, 202774, 58723, 322962, 87147, 363982, 99197, 365070, 100980, 363594, 101415, 406913, 111829, 134067, 57644
org.eclipse.team.examples.filesystem, 472, 168, 761, 239, 839, 305, 1332, 407, 1512, 454, 1676, 483, 1701, 531, 2029, 644, 597, 293
org.eclipse.team.svn.core, 12174, 3720, 15830, 4485, 18761, 5489, 25746, 6965, 28364, 7666, 29041, 7941, 30565, 8225, 32703, 8944, 10119, 4784
org.eclipse.team.svn.mylyn, 7703, 2397, 10691, 3040, 12736, 3689, 17169, 4594, 18847, 4990, 18543, 5069, 19185, 5140, 20482, 5602, 6441, 2968
org.eclipse.team.svn.ui, 12172, 3713, 15880, 4490, 18887, 5492, 25816, 6949, 28543, 7671, 29283, 7970, 30792, 8219, 32914, 8959, 10193, 4819
org.eclipse.team.ui, 118530, 34016, 148662, 43826, 200962, 60268, 317300, 88692, 353360, 100433, 351297, 101836, 351391, 102124, 392195, 112848, 129223, 56328
org.eclipse.tm.terminal, 82, 63, 74, 45, 68, 46, 110, 54, 119, 69, 169, 80, 175, 83, 169, 91, 36, 24
org.eclipse.tm.terminal.view, 15, 10, 0, 0, 12, 6, 0, 0, 0, 0, 0, 0, 15, 7, 10, 6, 0, 0
org.eclipse.tptp.monitoring.instrumentation.ui, 258, 171, 391, 254, 437, 300, 610, 433, 683, 464, 648, 444, 681, 484, 706, 498, 151, 133
org.eclipse.tptp.monitoring.lta.logui, 6, 6, 11, 8, 7, 6, 0, 0, 13, 13, 0, 0, 8, 8, 0, 0, 0, 0
org.eclipse.tptp.monitoring.managedagent, 42, 37, 37, 22, 25, 18, 35, 30, 47, 39, 23, 18, 38, 28, 17, 14, 10, 9
org.eclipse.tptp.monitoring.managedagent.jmx, 258, 173, 392, 255, 441, 301, 618, 435, 680, 466, 648, 446, 683, 487, 718, 502, 157, 138
org.eclipse.tptp.platform.analysis.core.ui, 59, 35, 27, 13, 12, 9, 22, 10, 20, 9, 26, 15, 15, 10, 0, 0, 0, 0
org.eclipse.tptp.platform.common, 785, 496, 1182, 712, 1513, 926, 1948, 1160, 2008, 1240, 2182, 1326, 2353, 1452, 2524, 1570, 749, 613
org.eclipse.tptp.platform.common.ui, 981, 567, 1297, 766, 1655, 985, 2084, 1222, 2116, 1283, 2291, 1369, 2481, 1510, 2663, 1616, 769, 626
org.eclipse.tptp.platform.common.ui.trace, 419, 261, 551, 346, 620, 409, 835, 557, 933, 631, 902, 609, 1022, 712, 1027, 729, 271, 234
org.eclipse.tptp.platform.iac.administrator, 785, 495, 1183, 722, 1525, 942, 1969, 1184, 2050, 1267, 2196, 1336, 2378, 1476, 2570, 1595, 758, 623
org.eclipse.tptp.platform.instrumentation.ui, 397, 244, 540, 315, 609, 379, 852, 531, 943, 575, 928, 561, 993, 635, 997, 645, 228, 187
org.eclipse.tptp.platform.integration.pde, 722, 445, 962, 602, 1068, 669, 1466, 955, 1600, 1035, 1626, 1071, 1752, 1156, 2036, 1298, 571, 477
org.eclipse.tptp.platform.jvmti.client, 331, 202, 429, 281, 493, 332, 699, 473, 755, 508, 749, 512, 833, 589, 859, 609, 193, 167
org.eclipse.tptp.platform.lta.common, 40, 36, 41, 32, 44, 27, 49, 40, 46, 39, 38, 32, 52, 37, 24, 23, 7, 6
org.eclipse.tptp.platform.lta.la.core, 31, 30, 38, 30, 33, 18, 35, 27, 29, 25, 33, 28, 39, 28, 14, 14, 7, 6
org.eclipse.tptp.platform.lta.log.views, 22, 18, 18, 15, 14, 9, 19, 17, 16, 16, 17, 15, 15, 10, 9, 9, 0, 0
org.eclipse.tptp.platform.models, 224, 144, 206, 128, 257, 130, 391, 200, 456, 231, 441, 213, 463, 241, 420, 220, 119, 79
org.eclipse.tptp.platform.models.hierarchy, 1015, 567, 1323, 765, 1744, 1001, 2210, 1238, 2256, 1305, 2406, 1380, 2623, 1534, 2817, 1641, 820, 654
org.eclipse.tptp.platform.models.lta, 42, 37, 48, 27, 42, 29, 52, 44, 67, 51, 41, 34, 62, 38, 38, 23, 9, 6
org.eclipse.tptp.platform.probekit.launch, 364, 221, 466, 295, 532, 352, 726, 487, 787, 529, 791, 537, 879, 614, 894, 624, 204, 177
org.eclipse.tptp.platform.profile.server.core, 70, 55, 82, 58, 61, 45, 92, 85, 84, 76, 72, 53, 77, 60, 73, 62, 15, 11
org.eclipse.tptp.platform.profile.server.wst, 2231, 987, 3100, 1230, 3804, 1498, 4668, 1794, 4645, 1785, 4957, 1861, 4908, 1884, 5477, 2127, 1618, 1025
org.eclipse.tptp.platform.report.ui, 14, 7, 0, 0, 17, 8, 10, 7, 23, 10, 34, 12, 19, 10, 20, 8, 0, 0
org.eclipse.tptp.trace.arm.ui, 346, 213, 450, 286, 497, 330, 686, 469, 741, 498, 684, 468, 740, 523, 770, 541, 170, 146
org.eclipse.tptp.trace.jvmti.client, 46, 40, 41, 27, 38, 25, 40, 35, 62, 48, 41, 31, 52, 38, 30, 22, 10, 8
org.eclipse.ui, 119017, 34041, 148349, 43766, 200267, 60128, 316826, 88564, 352100, 100277, 349444, 101728, 349483, 101916, 390039, 112605, 128666, 55882
org.eclipse.ui.browser, 12025, 8073, 14356, 9320, 17149, 11133, 25147, 16208, 26788, 17507, 26070, 17197, 25348, 17054, 28106, 18739, 9133, 7211
org.eclipse.ui.cheatsheets, 5884, 4360, 6895, 5035, 9472, 6580, 14047, 9745, 15081, 10412, 13957, 9844, 13950, 9724, 16046, 11047, 5005, 3784
org.eclipse.ui.console, 117354, 33770, 147519, 43607, 199582, 60042, 314561, 88465, 349707, 100059, 347776, 101534, 347935, 101779, 388534, 112501, 128093, 55948
org.eclipse.ui.editors, 115987, 33563, 146229, 43465, 197857, 59801, 312581, 88213, 347553, 99851, 345202, 101349, 345443, 101604, 386064, 112305, 127310, 55633
org.eclipse.ui.examples.contributions, 527, 186, 800, 254, 939, 325, 1413, 414, 1620, 465, 1672, 483, 1778, 544, 2084, 650, 606, 292
org.eclipse.ui.externaltools, 17229, 10103, 21854, 12852, 27884, 16817, 41247, 24809, 44745, 27082, 46146, 27482, 46458, 27606, 51480, 30457, 16245, 12194
org.eclipse.ui.forms, 114164, 33288, 144509, 43249, 196147, 59524, 310749, 87816, 345881, 99494, 343861, 100935, 344095, 101183, 385010, 111841, 127357, 55884
org.eclipse.ui.ide, 116118, 33346, 146789, 43322, 198816, 59656, 315944, 88056, 351620, 99852, 349422, 101364, 349632, 101661, 390183, 112311, 128750, 55879
org.eclipse.ui.intro, 27206, 18803, 30836, 21203, 45440, 30638, 67607, 45383, 68694, 46919, 63481, 43357, 64174, 43070, 71700, 48107, 24031, 17535
org.eclipse.ui.intro.universal, 24947, 17537, 28226, 19725, 40918, 28068, 61571, 41970, 62138, 43034, 57052, 39621, 57638, 39380, 64488, 43993, 21697, 15959
org.eclipse.ui.navigator, 57257, 22060, 73652, 28552, 91435, 36090, 139119, 52012, 152147, 57561, 154075, 58433, 154126, 59138, 172142, 64860, 56467, 29722
org.eclipse.ui.navigator.resources, 49490, 19566, 63519, 25222, 78297, 31726, 119337, 45966, 129928, 50357, 130473, 50701, 130780, 51102, 145354, 56040, 47912, 25149
org.eclipse.ui.net, 110719, 32181, 142113, 42278, 191641, 58060, 306314, 86247, 341699, 97965, 340317, 99469, 340861, 99882, 379957, 110267, 125504, 55049
org.eclipse.ui.presentations.r21, 128, 41, 137, 48, 99, 42, 243, 90, 295, 106, 352, 113, 451, 129, 397, 125, 71, 32
org.eclipse.ui.views, 110491, 32034, 142403, 42153, 192314, 57923, 309039, 86190, 345841, 97953, 343935, 99524, 344052, 99959, 383883, 110254, 126598, 55342
org.eclipse.ui.views.log, 53420, 18988, 71676, 25453, 89563, 32353, 137315, 46417, 157326, 53382, 160792, 55207, 160127, 55581, 177222, 60877, 57604, 30324
org.eclipse.ui.views.properties.tabbed, 5890, 4251, 7216, 5105, 8424, 5968, 12318, 8660, 13487, 9418, 13471, 9377, 13196, 9160, 14566, 10027, 4679, 3776
org.eclipse.ui.workbench, 110580, 31977, 143254, 42196, 193454, 57947, 312510, 86235, 350826, 98163, 348910, 99797, 348686, 100169, 388792, 110416, 128257, 55735
org.eclipse.ui.workbench.texteditor, 109722, 31910, 142835, 42161, 193067, 57928, 311720, 86191, 350284, 98086, 348603, 99768, 348401, 100183, 388611, 110391, 128223, 55855
org.eclipse.uml2.codegen.ecore, 18, 11, 33, 9, 16, 15, 12, 8, 24, 20, 20, 13, 29, 16, 44, 30, 0, 0
org.eclipse.uml2.common, 404, 265, 503, 287, 595, 359, 1042, 623, 1336, 729, 1268, 723, 1027, 631, 1166, 715, 314, 223
org.eclipse.uml2.common.edit, 723, 454, 740, 440, 913, 545, 1736, 950, 2150, 1127, 2077, 1100, 1939, 1018, 1995, 1086, 545, 375
