yearmonth,editor,executeCount,userCount
200808,org.eclipse.birt.report.designer.ui.editors.ReportEditor,12136,362
200808,org.eclipse.birt.report.designer.ui.editors.TemplateEditor,186,14
200808,org.eclipse.buckminster.ui.editor.QueryEditor,49,10
200808,org.eclipse.buckminster.ui.editors.CSPECEditor,18,7
200808,org.eclipse.buckminster.ui.editors.RMAPEditor,6,1
200808,org.eclipse.cdt.debug.ui.SourceNotFoundEditor,1018,358
200808,org.eclipse.cdt.make.editor,7592,1075
200808,org.eclipse.cdt.ui.binaryEditor,675,371
200808,org.eclipse.cdt.ui.editor.asm.AsmEditor,1062,109
200808,org.eclipse.cdt.ui.editor.CEditor,271898,4352
200808,org.eclipse.compare.CompareEditor,49840,5706
200808,org.eclipse.datatools.sqltools.data.internal.ui.editor.tableDataEditor,1087,238
200808,org.eclipse.datatools.sqltools.internal.sqlscrapbook.editor.SQLScrapbookEditor,11,1
200808,org.eclipse.datatools.sqltools.routineeditor.internal.RoutineEditor,64,19
200808,org.eclipse.datatools.sqltools.sqlbuilder,44,18
200808,org.eclipse.datatools.sqltools.sqleditor.SQLEditor,360,66
200808,org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor,14712,1804
200808,org.eclipse.dd.ipxact.editor.ui.editors.IP-XACTMultiPageEditor,20,2
200808,org.eclipse.debug.ui.NoSourceFoundEditor,39,12
200808,org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor,4462,1683
200808,org.eclipse.dltk.javascript.ui.editor.JavascriptEditor,40,6
200808,org.eclipse.dltk.python.ui.editor.PythonEditor,200,9
200808,org.eclipse.dltk.ruby.ui.editor.RubyEditor,1911,73
200808,org.eclipse.dltk.tcl.ui.editor.TclEditor,701,17
200808,org.eclipse.emf.codegen.ecore.genmodel.presentation.GenModelEditorID,836,107
200808,org.eclipse.emf.codegen.jeteditor,18,1
200808,org.eclipse.emf.ecore.presentation.EcoreEditorID,2073,155
200808,org.eclipse.emf.ecore.presentation.ReflectiveEditorID,790,80
200808,org.eclipse.emf.ecore.sdo.presentation.SDOEditorID,2,1
200808,org.eclipse.emf.ecoretools.diagram.part.EcoreDiagramEditorID,658,60
200808,org.eclipse.emf.emfatic.ui.editor.EmfaticEditor,2,1
200808,org.eclipse.emf.examples.extlibrary.presentation.EXTLibraryEditorID,1,1
200808,org.eclipse.emf.jcrm.ntmodel.jcr.nodetype.presentation.NodetypeEditorID,1,1
200808,org.eclipse.emf.jcrm.ntmodel.jrxml.jrxmlntmodel.presentation.JrxmlntmodelEditorID,2,1
200808,org.eclipse.emf.mapping.ecore2ecore.presentation.Ecore2EcoreEditorID,7,4
200808,org.eclipse.emf.mapping.ecore2xml.presentation.Ecore2XMLEditorID,11,5
200808,org.eclipse.emf.mapping.xsd2ecore.presentation.XSD2EcoreEditorID,10,4
200808,org.eclipse.emf.mwe.ui.internal.simpleEditor.WorkflowEditor,2,1
200808,org.eclipse.epsilon.dt.exeed.ExeedEditor,44,1
200808,org.eclipse.epsilon.dt.exeed.RegisteredEPackageEditor,4,1
200808,org.eclipse.epsilon.egl.dt.editor.EglEditor,17,1
200808,org.eclipse.epsilon.eol.dt.editor.EolEditor,12,1
200808,org.eclipse.epsilon.etl.dt.editor.EtlEditor,12,1
200808,org.eclipse.epsilon.evl.dt.editor.EvlEditor,25,1
200808,org.eclipse.epsilon.hutn.dt.editor.HutnEditor,52,1
200808,org.eclipse.example.library.presentation.LibraryEditorID,10,1
200808,org.eclipse.gef.examples.ediagram.editor.EDiagramEditor,6,1
200808,org.eclipse.gef.TextEditor,4,2
200808,org.eclipse.gmf.codegen.gmfgen.presentation.GMFGenEditorID,5,2
200808,org.eclipse.gmf.ecore.part.EcoreDiagramEditorID,196,21
200808,org.eclipse.gmf.examples.mindmap.diagram.part.MindmapDiagramEditorID,5,2
200808,org.eclipse.gmf.examples.mindmap.presentation.MindmapEditorID,2,1
200808,org.eclipse.gmf.gmfgraph.presentation.GMFGraphEditorID,108,5
200808,org.eclipse.gmf.mappings.presentation.GMFMapEditorID,396,26
200808,org.eclipse.gmf.tooldef.presentation.GMFToolEditorID,59,17
200808,org.eclipse.gmf.xpand.XpandEditor,5,2
200808,org.eclipse.gmf.xtend.editor.XtendEditor,13,1
200808,org.eclipse.hyades.test.ui.editor.TestSuiteEditorPart,19,5
200808,org.eclipse.hyades.test.ui.forms.editor.TestLogViewer,3,1
200808,org.eclipse.hyades.trace.ui.internal.editors.TRCAgentEditor,2,2
200808,org.eclipse.hyades.trace.ui.internal.editors.TRCMonitorEditor,2,1
200808,org.eclipse.hyades.trace.ui.internal.editors.TRCNodeEditor,4,2
200808,org.eclipse.hyades.trace.ui.internal.editors.TRCProcessEditor,3,2
200808,org.eclipse.imp.runtime.impEditor,101,5
200808,org.eclipse.jdt.debug.ui.SnippetEditor,735,158
200808,org.eclipse.jdt.ui.ClassFileEditor,63847,9603
200808,org.eclipse.jdt.ui.CompilationUnitEditor,1878059,31622
200808,org.eclipse.jdt.ui.DefaultTextEditor,18,5
200808,org.eclipse.jdt.ui.JARDescEditor,170,65
200808,org.eclipse.jdt.ui.PropertiesFileEditor,40299,6194
200808,org.eclipse.jem.beaninfo.OverrideEditor,15,2
200808,org.eclipse.jet.editor.JETEditor,48,8
200808,org.eclipse.jpt.ui.internal.editors.PersistenceEditor,3074,649
200808,org.eclipse.jst.jsf.facesconfig.ui.FacesConfigEditor,3988,705
200808,org.eclipse.jst.jsp.core.cssjspsource.source,125,12
200808,org.eclipse.jst.jsp.core.jspsource.source,197807,8523
200808,org.eclipse.jst.pagedesigner.PageDesignerEditor,7584,647
200808,org.eclipse.jwt.we.editors.WEEditor,118,3
200808,org.eclipse.laszlo.rct.editor.LaszloMultiPageEditor,9,1
200808,org.eclipse.linuxtools.changelog.core.editor6,75,5
200808,org.eclipse.m2m.atl.adt.editor.AtlEditor,217,9
200808,org.eclipse.m2m.qvt.oml.editor.ui.QvtEditor,176,7
200808,org.eclipse.m2m.qvt.oml.trace.editor,5,2
200808,org.eclipse.mat.ui.editors.HeapEditor,94,13
200808,org.eclipse.mofscript.editor.MofScriptTextEditor,72,4
200808,org.eclipse.mst.uml.editor.presentation.CMOFEditorID,2,1
200808,org.eclipse.mst.uml.editor.presentation.UMLEditorID,1,1
200808,org.eclipse.mtj.ui.editor.JadEditor,86,12
200808,org.eclipse.mtj.ui.editor.JadSourceEditor,9,1
200808,org.eclipse.mylyn.tasks.ui.editors.category,5,5
200808,org.eclipse.mylyn.tasks.ui.editors.task,9657,1049
200808,org.eclipse.pde.ds.ui.editor,3,1
200808,org.eclipse.pde.ui.buildEditor,2804,698
200808,org.eclipse.pde.ui.compositeCheatSheetEditor,3,2
200808,org.eclipse.pde.ui.ctxHelpEditor,50,21
200808,org.eclipse.pde.ui.featureEditor,705,125
200808,org.eclipse.pde.ui.manifestEditor,13786,1320
200808,org.eclipse.pde.ui.productEditor,1604,246
200808,org.eclipse.pde.ui.sampleEditor,14,11
200808,org.eclipse.pde.ui.schemaEditor,368,61
200808,org.eclipse.pde.ui.simpleCheatSheetEditor,57,6
200808,org.eclipse.pde.ui.siteEditor,328,60
200808,org.eclipse.pde.ui.targetEditor,90,31
200808,org.eclipse.pde.ui.tocEditor,72,15
200808,org.eclipse.photran.ui.FixedFormFortranEditor,55,7
200808,org.eclipse.photran.ui.FreeFormFortranEditor,323,10
200808,org.eclipse.php.debug.SourceNotFoundEditor,2,2
200808,org.eclipse.php.editor,17473,433
200808,org.eclipse.php.untitledPhpEditor,1,1
200808,org.eclipse.qt.editor.qmake,28,2
200808,org.eclipse.smarty.editor,87,4
200808,org.eclipse.stp.bpmn.diagram.part.BpmnDiagramEditorID,78,15
200808,org.eclipse.stp.policy.wtp.editor.OperationPolicyMultiPageEditor,3,1
200808,org.eclipse.stp.sca.diagram.part.ScaDiagramEditorID,192,19
200808,org.eclipse.stp.sca.presentation.ScaEditorID,237,17
200808,org.eclipse.stp.soas.internal.core.ui.editors.DeployEditor,34,3
200808,org.eclipse.stp.ui.xef.editor.XefEditor,2,1
200808,org.eclipse.team.bugzilla.bugzillaBrowser,2,1
200808,org.eclipse.testharness.editor.TestHarnessEditor,27,1
200808,org.eclipse.ui.browser.editor,60470,4922
200808,org.eclipse.ui.DefaultTextEditor,94832,11407
200808,org.eclipse.ui.DefaultVxmlEditor,2,1
200808,org.eclipse.ui.editors.text.DRLEditor,10,2
200808,org.eclipse.ui.editors.text.ME10MacroEditor,3,1
200808,org.eclipse.ui.examples.contributions.editor,1,1
200808,org.eclipse.ui.examples.readmetool.ReadmeEditor,4,1
200808,org.eclipse.ui.examples.templateeditor.editors.TemplateEditor,66,1
200808,org.eclipse.ui.forms.article.base-editor,3,1
200808,org.eclipse.ui.forms.examples.base-editor,8,2
200808,org.eclipse.ui.forms.examples.single-header-editor,5,2
200808,org.eclipse.ui.internal.ide.dialogs.WelcomeEditor,1,1
200808,org.eclipse.ui.systemInPlaceEditor,1370,370
200808,org.eclipse.uml2.diagram.activity.part.UMLDiagramEditorID,184,32
200808,org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID,1052,126
200808,org.eclipse.uml2.diagram.component.part.UMLDiagramEditorID,50,14
200808,org.eclipse.uml2.diagram.csd.part.UMLDiagramEditorID,23,9
200808,org.eclipse.uml2.diagram.deploy.part.UMLDiagramEditorID,39,5
200808,org.eclipse.uml2.diagram.profile.part.UMLDiagramEditorID,22,4
200808,org.eclipse.uml2.diagram.statemachine.part.UMLDiagramEditorID,12,6
200808,org.eclipse.uml2.diagram.usecase.part.UMLDiagramEditorID,210,38
200808,org.eclipse.uml2.presentation.UML2EditorID,2,1
200808,org.eclipse.uml2.uml.editor.presentation.UMLEditorID,748,164
200808,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,6312,314
200808,org.eclipse.wst.css.core.csssource.source,20370,2278
200808,org.eclipse.wst.dtd.core.dtdsource.source,822,205
200808,org.eclipse.wst.html.core.htmlsource.source,48813,4123
200808,org.eclipse.wst.javascript.ui.internal.editor.JSMultiPageEditorPart,10,2
200808,org.eclipse.wst.jsdt.ui.ClassFileEditor,524,167
200808,org.eclipse.wst.jsdt.ui.CompilationUnitEditor,35986,2633
200808,org.eclipse.wst.server.ui.editor,5107,1682
200808,org.eclipse.wst.sse.ui.StructuredTextEditor,72,8
200808,org.eclipse.wst.wsdl.ui.internal.WSDLEditor,3838,490
200808,org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart,201009,14639
200808,org.eclipse.wst.xsd.ui.internal.editor.InternalXSDMultiPageEditor,8269,859
200808,org.eclipse.wst.xsl.ui.XSLEditor,1066,73
200808,org.eclipse.xsd.presentation.XSDEditorID,68,14
200809,org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor,1167,88
200809,org.eclipse.am3.tools.tge,84,2
200809,org.eclipse.ant.ui.internal.editor.AntEditor,40670,4835
200809,org.eclipse.atf.mozilla.ide.ui.MozBrowserEditor,6,2
200809,org.eclipse.birt.report.designer.ui.editors.IDEReportDocumentEditor,1,1
200809,org.eclipse.birt.report.designer.ui.editors.LibraryEditor,253,29
200809,org.eclipse.birt.report.designer.ui.editors.ReportEditor,14118,399
200809,org.eclipse.birt.report.designer.ui.editors.TemplateEditor,585,20
200809,org.eclipse.buckminster.ui.editor.QueryEditor,37,6
200809,org.eclipse.buckminster.ui.editors.CSPECEditor,25,9
200809,org.eclipse.buckminster.ui.editors.CSPEXEditor,2,1
200809,org.eclipse.buckminster.ui.editors.RMAPEditor,5,2
200809,org.eclipse.cdt.debug.ui.disassemblyEditor,3,2
200809,org.eclipse.cdt.debug.ui.SourceNotFoundEditor,1177,371
200809,org.eclipse.cdt.make.editor,9689,1290
200809,org.eclipse.cdt.ui.binaryEditor,906,418
200809,org.eclipse.cdt.ui.editor.asm.AsmEditor,1614,151
200809,org.eclipse.cdt.ui.editor.CEditor,318749,5538
200809,org.eclipse.compare.CompareEditor,62523,7041
200809,org.eclipse.datatools.sqltools.data.internal.ui.editor.tableDataEditor,1271,239
200809,org.eclipse.datatools.sqltools.routineeditor.internal.RoutineEditor,82,19
200809,org.eclipse.datatools.sqltools.sqlbuilder,43,11
200809,org.eclipse.datatools.sqltools.sqleditor.SQLEditor,575,83
200809,org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor,18019,2183
200809,org.eclipse.dd.ipxact.editor.ui.editors.IP-XACTMultiPageEditor,18,6
200809,org.eclipse.debug.ui.NoSourceFoundEditor,37,8
200809,org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor,6790,2418
200809,org.eclipse.dltk.javascript.ui.editor.JavascriptEditor,57,5
200809,org.eclipse.dltk.python.ui.editor.PythonEditor,380,15
200809,org.eclipse.dltk.ruby.ui.editor.RubyEditor,2089,90
200809,org.eclipse.dltk.tcl.ui.editor.TclEditor,915,19
200809,org.eclipse.emf.cdo.ui.CDOEditor,3,1
200809,org.eclipse.emf.codegen.ecore.genmodel.presentation.GenModelEditorID,1413,145
200809,org.eclipse.emf.codegen.jeteditor,26,1
200809,org.eclipse.emf.ecore.presentation.EcoreEditorID,2259,185
200809,org.eclipse.emf.ecore.presentation.ReflectiveEditorID,661,87
200809,org.eclipse.emf.ecore.presentation.XMLReflectiveEditorID,1,1
200809,org.eclipse.emf.ecore.sdo.presentation.SDOEditorID,12,7
200809,org.eclipse.emf.ecoretools.diagram.part.EcoreDiagramEditorID,630,60
200809,org.eclipse.emf.emfatic.ui.editor.EmfaticEditor,2,1
200809,org.eclipse.emf.examples.extlibrary.presentation.EXTLibraryEditorID,12,2
200809,org.eclipse.emf.java.presentation.JavaEditorID,8,1
200809,org.eclipse.emf.jcrm.ntmodel.jcr.nodetype.presentation.NodetypeEditorID,5,1
200809,org.eclipse.emf.jcrm.ntmodel.jrcnd.editor.JackrabbitCNDEditor,7,1
200809,org.eclipse.emf.jcrm.ntmodel.jrxml.jrxmlntmodel.presentation.JrxmlntmodelEditorID,3,1
200809,org.eclipse.emf.mapping.ecore2ecore.presentation.Ecore2EcoreEditorID,6,5
200809,org.eclipse.emf.mapping.ecore2xml.presentation.Ecore2XMLEditorID,11,5
200809,org.eclipse.emf.mapping.xsd2ecore.presentation.XSD2EcoreEditorID,13,5
200809,org.eclipse.epsilon.dt.exeed.ExeedEditor,28,2
200809,org.eclipse.epsilon.eol.dt.editor.EolEditor,15,2
200809,org.eclipse.epsilon.etl.dt.editor.EtlEditor,4,1
200809,org.eclipse.epsilon.evl.dt.editor.EvlEditor,19,1
200809,org.eclipse.epsilon.ewl.dt.editor.EwlEditor,15,1
200809,org.eclipse.epsilon.fptc.system.diagram.part.SystemDiagramEditorID,27,1
200809,org.eclipse.epsilon.hutn.dt.editor.HutnEditor,3,1
200809,org.eclipse.example.library.presentation.LibraryEditorID,4,2
200809,org.eclipse.gef.TextEditor,2,1
200809,org.eclipse.gmf.codegen.gmfgen.presentation.GMFGenEditorID,70,6
200809,org.eclipse.gmf.ecore.part.EcoreDiagramEditorID,273,37
200809,org.eclipse.gmf.examples.mindmap.diagram.part.MindmapDiagramEditorID,4,1
200809,org.eclipse.gmf.gmfgraph.presentation.GMFGraphEditorID,90,6
200809,org.eclipse.gmf.mappings.presentation.GMFMapEditorID,514,23
200809,org.eclipse.gmf.tooldef.presentation.GMFToolEditorID,68,18
200809,org.eclipse.gmf.xpand.XpandEditor,13,5
200809,org.eclipse.hibachi.ui.editor.AdaEditor,24,2
200809,org.eclipse.hyades.probekit.editor.internal.presentation.ProbekitEditorID,1,1
200809,org.eclipse.hyades.test.ui.editor.DatapoolEditorPart,1,1
200809,org.eclipse.hyades.test.ui.editor.DeploymentEditorPart,2,1
200809,org.eclipse.hyades.test.ui.editor.LocationEditorPart,1,1
200809,org.eclipse.hyades.test.ui.editor.TestSuiteEditorPart,46,8
200809,org.eclipse.hyades.trace.ui.internal.editors.TRCAgentEditor,1,1
200809,org.eclipse.hyades.trace.ui.internal.editors.TRCMonitorEditor,3,2
200809,org.eclipse.hyades.trace.ui.internal.editors.TRCNodeEditor,2,2
200809,org.eclipse.hyades.trace.ui.internal.editors.TRCProcessEditor,1,1
200809,org.eclipse.imp.runtime.impEditor,143,5
200809,org.eclipse.jdt.debug.ui.SnippetEditor,1011,199
200809,org.eclipse.jdt.ui.ClassFileEditor,76955,12386
200809,org.eclipse.jdt.ui.CompilationUnitEditor,2591609,45165
200809,org.eclipse.jdt.ui.DefaultTextEditor,16,5
200809,org.eclipse.jdt.ui.JARDescEditor,169,57
200809,org.eclipse.jdt.ui.javaeditor,6,1
200809,org.eclipse.jdt.ui.PropertiesFileEditor,51620,7600
200809,org.eclipse.jet.editor.JETEditor,106,7
200809,org.eclipse.jpt.ui.internal.editors.PersistenceEditor,3189,714
200809,org.eclipse.jst.jsf.facesconfig.ui.FacesConfigEditor,4378,790
200809,org.eclipse.jst.jsp.core.cssjspsource.source,727,20
200809,org.eclipse.jst.jsp.core.jspsource.source,258401,10477
200809,org.eclipse.jst.pagedesigner.PageDesignerEditor,9779,778
200809,org.eclipse.jwt.we.editors.WEEditor,2,1
200809,org.eclipse.laszlo.rct.editor.LaszloMultiPageEditor,16,2
200809,org.eclipse.laszlo.rct.lzx.ui.LaszloEditor,106,1
200809,org.eclipse.linuxtools.changelog.core.editor6,30,3
200809,org.eclipse.m2m.atl.adt.editor.AtlEditor,303,17
200809,org.eclipse.m2m.qvt.oml.editor.ui.QvtEditor,138,12
200809,org.eclipse.m2m.qvt.oml.trace.editor,2,1
200809,org.eclipse.mat.ui.editors.HeapEditor,28,9
200809,org.eclipse.mofscript.editor.MofScriptTextEditor,84,6
200809,org.eclipse.mtj.ui.editor.JadEditor,44,6
200809,org.eclipse.mtj.ui.editor.JadSourceEditor,13,4
200809,org.eclipse.mylyn.tasks.ui.editors.category,14,10
200809,org.eclipse.mylyn.tasks.ui.editors.task,10933,1191
200809,org.eclipse.pde.ds.ui.editor,1,1
200809,org.eclipse.pde.ui.buildEditor,3373,851
200809,org.eclipse.pde.ui.compositeCheatSheetEditor,3,2
200809,org.eclipse.pde.ui.ctxHelpEditor,33,15
200809,org.eclipse.pde.ui.featureEditor,911,145
200809,org.eclipse.pde.ui.manifestEditor,15050,1479
200809,org.eclipse.pde.ui.productEditor,1800,290
200809,org.eclipse.pde.ui.sampleEditor,35,16
200809,org.eclipse.pde.ui.schemaEditor,295,61
200809,org.eclipse.pde.ui.simpleCheatSheetEditor,82,14
200809,org.eclipse.pde.ui.siteEditor,416,78
200809,org.eclipse.pde.ui.targetEditor,106,29
200809,org.eclipse.pde.ui.tocEditor,147,18
200809,org.eclipse.photran.ui.FixedFormFortranEditor,245,17
200809,org.eclipse.photran.ui.FreeFormFortranEditor,772,21
200809,org.eclipse.php.debug.SourceNotFoundEditor,2,2
200809,org.eclipse.php.editor,21421,491
200809,org.eclipse.ptp.ui.views.parallelProcessView,4,1
200809,org.eclipse.qt.editor.qmake,6,1
200809,org.eclipse.smarty.editor,89,5
200809,org.eclipse.soda.devicekit.editor.adaptereditor,1,1
200809,org.eclipse.soda.devicekit.editor.deviceeditor,1,1
200809,org.eclipse.soda.devicekit.editor.profileeditor,1,1
200809,org.eclipse.stp.bpmn.diagram.part.BpmnDiagramEditorID,129,26
200809,org.eclipse.stp.eid.datamodel.diagram.part.Cimero2EditorDiagramEditorID,1,1
200809,org.eclipse.stp.im.presentation.ImEditorID,2,1
200809,org.eclipse.stp.sca.diagram.part.ScaDiagramEditorID,50,7
200809,org.eclipse.stp.sca.presentation.ScaEditorID,20,7
200809,org.eclipse.stp.soas.internal.core.ui.editors.DeployEditor,1,1
200809,org.eclipse.stp.ui.xef.editor.XefEditor,22,5
200809,org.eclipse.team.bugzilla.bugzillaBrowser,1,1
200809,org.eclipse.tigerstripe.workbench.ui.eclipse.editors.descriptorEditor,5,1
200809,org.eclipse.tigerstripe.workbench.ui.eclipse.editors.ossj.entityEditor,1,1
200809,org.eclipse.tigerstripe.workbench.ui.eclipse.editors.ossj.packageEditor,18,1
200809,org.eclipse.tigerstripe.workbench.ui.visualeditor.diagram.part.TigerstripeDiagramEditorID,10,1
200809,org.eclipse.ui.browser.editor,74499,5851
200809,org.eclipse.ui.DefaultTextEditor,126951,14964
200809,org.eclipse.ui.editors.text.DRLEditor,54,1
200809,org.eclipse.ui.editors.text.texteditor,1,1
200809,org.eclipse.ui.examples.readmetool.ReadmeEditor,1,1
200809,org.eclipse.ui.examples.templateeditor.editors.TemplateEditor,15,4
200809,org.eclipse.ui.forms.examples.base-editor,3,2
200809,org.eclipse.ui.systemInPlaceEditor,1604,490
200809,org.eclipse.uml2.diagram.activity.part.UMLDiagramEditorID,148,27
200809,org.eclipse.uml2.diagram.clazz.part.UMLDiagramEditorID,1102,165
200809,org.eclipse.uml2.diagram.component.part.UMLDiagramEditorID,71,15
200809,org.eclipse.uml2.diagram.csd.part.UMLDiagramEditorID,3,3
200809,org.eclipse.uml2.diagram.deploy.part.UMLDiagramEditorID,35,9
200809,org.eclipse.uml2.diagram.profile.part.UMLDiagramEditorID,24,6
200809,org.eclipse.uml2.diagram.statemachine.part.UMLDiagramEditorID,174,15
200809,org.eclipse.uml2.diagram.usecase.part.UMLDiagramEditorID,353,55
200809,org.eclipse.uml2.uml.editor.presentation.UMLEditorID,868,202
200809,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,8670,418
200809,org.eclipse.vtp.desktop.editors.core.applicationeditor,5,1
200809,org.eclipse.vtp.desktop.editors.core.applicationfragmenteditor,1,1
200809,org.eclipse.vtp.desktop.editors.voice.editor.VoiceEditor,8,2
200809,org.eclipse.vtp.editor.jsgf.editor,20,1
200809,org.eclipse.weaver.globalWeaverEditorID,3,1
200809,org.eclipse.wst.css.core.csssource.source,25408,2832
200809,org.eclipse.wst.dtd.core.dtdsource.source,1238,290
200809,org.eclipse.wst.html.core.htmlsource.source,60889,5124
200809,org.eclipse.wst.javascript.ui.internal.editor.JSMultiPageEditorPart,18,3
200809,org.eclipse.wst.jsdt.ui.ClassFileEditor,668,161
200809,org.eclipse.wst.jsdt.ui.CompilationUnitEditor,43381,3243
200809,org.eclipse.wst.server.ui.editor,6230,1966
200809,org.eclipse.wst.sse.ui.StructuredTextEditor,64,9
200809,org.eclipse.wst.wsdl.ui.internal.WSDLEditor,4401,550
200809,org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart,249778,18193
200809,org.eclipse.wst.xquery.XQueryEditor,37,1
200809,org.eclipse.wst.xsd.ui.internal.editor.InternalXSDMultiPageEditor,8959,1002
200809,org.eclipse.wst.xsl.ui.XSLEditor,1403,94
200809,org.eclipse.xsd.presentation.XSDEditorID,143,16
200810,org.eclipse.actf.validation.mozdom.staticweb.ui.browser.MozillaDomBrowserEditor,38,1
200810,org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor,2637,163
200810,org.eclipse.am3.tools.tge,76,4
200810,org.eclipse.ant.ui.internal.editor.AntEditor,57184,6390
200810,org.eclipse.atf.mozilla.ide.ui.MozBrowserEditor,269,7
200810,org.eclipse.birt.report.debug.internal.ui.script.editor.DebugJsEditor,8,1
200810,org.eclipse.birt.report.designer.ui.editors.LibraryEditor,402,45
200810,org.eclipse.birt.report.designer.ui.editors.ReportEditor,15239,483
200810,org.eclipse.birt.report.designer.ui.editors.TemplateEditor,96,14
200810,org.eclipse.bpel.apache.ode.deploy.ui.editors.ODEDeployMultiPageEditor,10,3
200810,org.eclipse.bpel.ui.bpeleditor,300,4
200810,org.eclipse.buckminster.ui.editor.QueryEditor,41,6
200810,org.eclipse.buckminster.ui.editors.CSPECEditor,66,14
200810,org.eclipse.buckminster.ui.editors.RMAPEditor,10,2
200810,org.eclipse.cdt.debug.ui.disassemblyEditor,2,2
200810,org.eclipse.cdt.debug.ui.SourceNotFoundEditor,1984,603
200810,org.eclipse.cdt.make.editor,13227,1845
200810,org.eclipse.cdt.ui.binaryEditor,1620,729
200810,org.eclipse.cdt.ui.editor.asm.AsmEditor,2238,206
200810,org.eclipse.cdt.ui.editor.CEditor,505254,8325
200810,org.eclipse.compare.CompareEditor,89089,9371
200810,org.eclipse.core.runtime.xml.source,5,1
200810,org.eclipse.datatools.sqltools.data.internal.ui.editor.tableDataEditor,1660,300
200810,org.eclipse.datatools.sqltools.routineeditor.internal.RoutineEditor,100,21
200810,org.eclipse.datatools.sqltools.sqlbuilder,59,13
200810,org.eclipse.datatools.sqltools.sqleditor.SQLEditor,835,120
200810,org.eclipse.datatools.sqltools.sqlscrapbook.SQLScrapbookEditor,27026,2970
200810,org.eclipse.dd.ipxact.editor.ui.editors.IP-XACTMultiPageEditor,9,6
200810,org.eclipse.debug.ui.NoSourceFoundEditor,38,12
200810,org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor,11622,4030
200810,org.eclipse.dltk.javascript.ui.editor.JavascriptEditor,49,7
200810,org.eclipse.dltk.python.ui.editor.PythonEditor,805,17
200810,org.eclipse.dltk.ruby.ui.editor.RubyEditor,3094,104
200810,org.eclipse.dltk.tcl.ui.editor.TclEditor,1624,36
200810,org.eclipse.emf.cdo.ui.CDOEditor,14,1
200810,org.eclipse.emf.codegen.ecore.genmodel.presentation.GenModelEditorID,1768,207
200810,org.eclipse.emf.ecore.presentation.EcoreEditorID,3504,260
200810,org.eclipse.emf.ecore.presentation.ReflectiveEditorID,927,108
200810,org.eclipse.emf.ecore.presentation.XMLReflectiveEditorID,2,1
200810,org.eclipse.emf.ecore.sdo.presentation.SDOEditorID,2,1
200810,org.eclipse.emf.ecoretools.diagram.part.EcoreDiagramEditorID,1265,81
200810,org.eclipse.emf.emfatic.ui.editor.EmfaticEditor,39,2
200810,org.eclipse.emf.examples.extlibrary.presentation.EXTLibraryEditorID,10,1
200810,org.eclipse.emf.java.presentation.JavaEditorID,1,1
200810,org.eclipse.emf.mapping.ecore2xml.presentation.Ecore2XMLEditorID,5,4
200810,org.eclipse.emf.mapping.xsd2ecore.presentation.XSD2EcoreEditorID,27,6
200810,org.eclipse.epsilon.dt.exeed.ExeedEditor,42,1
200810,org.eclipse.epsilon.eol.dt.editor.EolEditor,8,1
200810,org.eclipse.epsilon.evl.dt.editor.EvlEditor,4,1
200810,org.eclipse.epsilon.hutn.dt.editor.HutnEditor,49,1
200810,org.eclipse.exadel.xstudio.ui.texteditors.jspeditor.HTMLTextEditor,3,1
200810,org.eclipse.exadel.xstudio.ui.texteditors.jspeditor.JSPTextEditor,6,1
200810,org.eclipse.gef.TextEditor,5,4
200810,org.eclipse.gmf.codegen.gmfgen.presentation.GMFGenEditorID,109,17
200810,org.eclipse.gmf.ecore.part.EcoreDiagramEditorID,419,52
200810,org.eclipse.gmf.examples.eclipsecon.library.diagram.part.Library07DiagramEditorID,1,1
200810,org.eclipse.gmf.examples.mindmap.diagram.part.MindmapDiagramEditorID,5,2
200810,org.eclipse.gmf.examples.mindmap.mindmap.diagram.part.MindmapDiagramEditorID,1,1
200810,org.eclipse.gmf.exaples.mindmap.diagram.part.MinmapDiagramEditorID,1,1
200810,org.eclipse.gmf.gmfgraph.presentation.GMFGraphEditorID,11,6
200810,org.eclipse.gmf.graphdef.editor.part.GMFGraphDiagramEditorID,1,1
200810,org.eclipse.gmf.map.editor.part.GMFMapDiagramEditorID,1,1
200810,org.eclipse.gmf.mappings.presentation.GMFMapEditorID,956,54
200810,org.eclipse.gmf.tooldef.presentation.GMFToolEditorID,146,36
200810,org.eclipse.gmf.xpand.XpandEditor,44,5
200810,org.eclipse.gmt.gems.dsml.metamodel2.editor,112,3
200810,org.eclipse.hyades.logging.adapter.ui.internal.presentation.AdaptorEditorID,1,1
200810,org.eclipse.hyades.test.ui.editor.TestSuiteEditorPart,48,7
