yearmonth,command,executeCount,userCount
200807,org.eclipse.cdt.ui.edit.text.c.goto.next.bookmark,21,5
200807,org.eclipse.cdt.ui.edit.text.c.goto.next.member,196,39
200807,org.eclipse.cdt.ui.edit.text.c.goto.prev.member,103,27
200807,org.eclipse.cdt.ui.edit.text.c.indent,896,136
200807,org.eclipse.cdt.ui.edit.text.c.remove.block.comment,20,9
200807,org.eclipse.cdt.ui.edit.text.c.rename.element,3,3
200807,org.eclipse.cdt.ui.edit.text.c.toggle.comment,2647,405
200807,org.eclipse.cdt.ui.edit.text.c.toggle.source.header,4190,393
200807,org.eclipse.cdt.ui.edit.text.c.toggleMarkOccurrences,222,73
200807,org.eclipse.cdt.ui.edit.text.rename.element,516,203
200807,org.eclipse.cdt.ui.hover.backwardMacroExpansion,159,10
200807,org.eclipse.cdt.ui.hover.forwardMacroExpansion,121,11
200807,org.eclipse.cdt.ui.includeBrowser,1,1
200807,org.eclipse.cdt.ui.navigate.open.element.in.call.hierarchy,4,4
200807,org.eclipse.cdt.ui.navigate.open.type.in.hierarchy,16,14
200807,org.eclipse.cdt.ui.navigate.opentype,217,100
200807,org.eclipse.cdt.ui.refactor.extract.constant,68,37
200807,org.eclipse.cdt.ui.refactor.extract.function,62,35
200807,org.eclipse.cdt.ui.refactor.getters.and.setters,53,36
200807,org.eclipse.cdt.ui.refactor.hide.method,18,11
200807,org.eclipse.cdt.ui.refactor.implement.method,138,59
200807,org.eclipse.cdt.ui.search.finddecl,145,96
200807,org.eclipse.cdt.ui.search.findrefs,315,93
200807,org.eclipse.cdt.ui.specific_content_assist.command,17,4
200807,org.eclipse.compare.copyAllLeftToRight,235,29
200807,org.eclipse.compare.copyAllRightToLeft,905,276
200807,org.eclipse.compare.copyLeftToRight,525,59
200807,org.eclipse.compare.copyRightToLeft,2836,455
200807,org.eclipse.compare.ignoreWhiteSpace,97,49
200807,org.eclipse.compare.selectNextChange,5358,192
200807,org.eclipse.compare.selectPreviousChange,141,38
200807,org.eclipse.contribution.xref.show.xref,6,3
200807,org.eclipse.contribution.xref.show.xref.view,1,1
200807,org.eclipse.datatools.connectivity.commands.addprofile,173,105
200807,org.eclipse.datatools.connectivity.commands.export,19,16
200807,org.eclipse.datatools.connectivity.commands.import,14,11
200807,org.eclipse.datatools.connectivity.commands.showcategory,37,16
200807,org.eclipse.datatools.connectivity.DataSourceExplorerNavigator,1,1
200807,org.eclipse.datatools.sqltools.debugger.perspectives.DebuggerPerspective,22,21
200807,org.eclipse.datatools.sqltools.result.removeAllInstances,140,72
200807,org.eclipse.datatools.sqltools.result.removeInstance,60,28
200807,org.eclipse.datatools.sqltools.result.terminate,36,18
200807,org.eclipse.datatools.sqltools.sqleditor.DMLDialogSelectionAction,81,54
200807,org.eclipse.datatools.sqltools.sqleditor.ExecuteSelectionAction,1232,120
200807,org.eclipse.datatools.sqltools.sqleditor.ExecuteSQLAction,794,138
200807,org.eclipse.datatools.sqltools.sqleditor.perspectives.EditorPerspective,30,30
200807,org.eclipse.datatools.sqltools.sqleditor.refreshFromDatabaseAction,1,1
200807,org.eclipse.datatools.sqltools.sqleditor.runAction,6,3
200807,org.eclipse.datatools.sqltools.sqleditor.saveAsTemplateAction,1,1
200807,org.eclipse.datatools.sqltools.sqleditor.toggleCommentAction,11,7
200807,org.eclipse.debug.ui.actions.WatchCommand,58,37
200807,org.eclipse.debug.ui.BreakpointView,2,2
200807,org.eclipse.debug.ui.commands.DebugLast,9647,1682
200807,org.eclipse.debug.ui.commands.eof,522,251
200807,org.eclipse.debug.ui.commands.OpenDebugConfigurations,1159,467
200807,org.eclipse.debug.ui.commands.OpenProfileConfigurations,25,15
200807,org.eclipse.debug.ui.commands.OpenRunConfigurations,2843,1036
200807,org.eclipse.debug.ui.commands.ProfileLast,8,8
200807,org.eclipse.debug.ui.commands.RemoveAllBreakpoints,146,98
200807,org.eclipse.debug.ui.commands.Resume,106816,5896
200807,org.eclipse.debug.ui.commands.RunLast,29617,2906
200807,org.eclipse.debug.ui.commands.RunToLine,633,230
200807,org.eclipse.debug.ui.commands.SkipAllBreakpoints,100,41
200807,org.eclipse.debug.ui.commands.StepInto,53706,3627
200807,org.eclipse.debug.ui.commands.StepOver,374477,5562
200807,org.eclipse.debug.ui.commands.StepReturn,11172,1604
200807,org.eclipse.debug.ui.commands.Suspend,4,4
200807,org.eclipse.debug.ui.commands.Terminate,14069,3836
200807,org.eclipse.debug.ui.commands.TerminateAndRelaunch,312,105
200807,org.eclipse.debug.ui.commands.ToggleBreakpoint,1752,384
200807,org.eclipse.debug.ui.commands.ToggleLineBreakpoint,23,20
200807,org.eclipse.debug.ui.commands.ToggleMethodBreakpoint,25,10
200807,org.eclipse.debug.ui.commands.ToggleStepFilters,87,52
200807,org.eclipse.debug.ui.commands.ToggleWatchpoint,18,13
200807,org.eclipse.debug.ui.DebugPerspective,780,662
200807,org.eclipse.debug.ui.DebugView,3,3
200807,org.eclipse.debug.ui.ExpressionView,3,3
200807,org.eclipse.debug.ui.launchShortcuts.JtcApplicationLauncher.run,2,1
200807,org.eclipse.debug.ui.VariableView,1,1
200807,org.eclipse.dltk.mylyn.ui.editor.folding.auto,1,1
200807,org.eclipse.dltk.python.debug.ui.launchShortcut.debug,1,1
200807,org.eclipse.dltk.ruby.debug.ui.launchShortcut.debug,5,4
200807,org.eclipse.dltk.ruby.debug.ui.launchShortcut.run,82,15
200807,org.eclipse.dltk.ruby.ui.navigate.open.type,2,2
200807,org.eclipse.dltk.tcl.debug.ui.launchShortcut.debug,3,1
200807,org.eclipse.dltk.tcl.debug.ui.launchShortcut.run,10,3
200807,org.eclipse.dltk.tcl.ui.TclPerspective,1,1
200807,org.eclipse.dltk.testing.gotoTest,3,1
200807,org.eclipse.dltk.testing.testingShortcut.rerunLast,1,1
200807,org.eclipse.dltk.ui.edit.text.script.goto.next.member,1,1
200807,org.eclipse.dltk.ui.edit.text.script.move.element,8,2
200807,org.eclipse.dltk.ui.edit.text.script.open.editor,16,12
200807,org.eclipse.dltk.ui.edit.text.script.open.hierarchy,10,8
200807,org.eclipse.dltk.ui.edit.text.script.open.type.hierarchy,6,3
200807,org.eclipse.dltk.ui.edit.text.script.rename.element,19,12
200807,org.eclipse.dltk.ui.edit.text.script.search.references.in.workspace,13,2
200807,org.eclipse.dltk.ui.edit.text.script.show.outline,8,2
200807,org.eclipse.dltk.ui.edit.text.script.toggle.comment,56,7
200807,org.eclipse.ecf.filetransfer.ui.getFile,6,6
200807,org.eclipse.ecf.presence.ui.commands.browse,55,44
200807,org.eclipse.ecf.presence.ui.rosterCommand.0,20,12
200807,org.eclipse.ecf.presence.ui.rosterCommand.1,10,9
200807,org.eclipse.ecf.presence.ui.rosterCommand.12,1,1
200807,org.eclipse.ecf.presence.ui.rosterCommand.2,5,5
200807,org.eclipse.ecf.presence.ui.rosterCommand.20,1,1
200807,org.eclipse.ecf.presence.ui.rosterCommand.23,1,1
200807,org.eclipse.ecf.presence.ui.rosterCommand.3,3,3
200807,org.eclipse.ecf.presence.ui.rosterCommand.4,3,3
200807,org.eclipse.ecf.presence.ui.rosterCommand.5,3,3
200807,org.eclipse.ecf.presence.ui.rosterCommand.6,2,2
200807,org.eclipse.ecf.ui.perspective.communications,2,2
200807,org.eclipse.emf.ecoretools.diagram.updateDiagram,2,1
200807,org.eclipse.emf.search.ecore.common.ui.OpenFilteredEclassifierMetaElementsSelectionDialogCommand,1,1
200807,org.eclipse.emf.search.ecore.common.ui.OpenFilteredEPackageMetaElementsSelectionDialogCommand,2,1
200807,org.eclipse.equinox.p2.ui.sdk.update,28840,12490
200807,org.eclipse.gef.zoom_in,32,11
200807,org.eclipse.gef.zoom_out,31,12
200807,org.eclipse.help.ui.closeTray,336,161
200807,org.eclipse.hyades.trace.internal.ui.tracePerspective,9,8
200807,org.eclipse.hyades.ui.perspective.TestPerspective,3,3
200807,org.eclipse.jdt.debug.ui.breakpoint.properties,97,51
200807,org.eclipse.jdt.debug.ui.commands.AddClassPrepareBreakpoint,12,11
200807,org.eclipse.jdt.debug.ui.commands.AddExceptionBreakpoint,34,29
200807,org.eclipse.jdt.debug.ui.commands.AllInstances,17,13
200807,org.eclipse.jdt.debug.ui.commands.AllReferences,8,4
200807,org.eclipse.jdt.debug.ui.commands.Display,962,267
200807,org.eclipse.jdt.debug.ui.commands.Execute,219,61
200807,org.eclipse.jdt.debug.ui.commands.ForceReturn,12,11
200807,org.eclipse.jdt.debug.ui.commands.Inspect,4354,977
200807,org.eclipse.jdt.debug.ui.commands.StepIntoSelection,86,31
200807,org.eclipse.jdt.debug.ui.commands.Watch,9,6
200807,org.eclipse.jdt.debug.ui.DisplayView,1,1
200807,org.eclipse.jdt.debug.ui.javaAppletShortcut.debug,59,22
200807,org.eclipse.jdt.debug.ui.javaAppletShortcut.run,830,260
200807,org.eclipse.jdt.debug.ui.localJavaShortcut.debug,1537,688
200807,org.eclipse.jdt.debug.ui.localJavaShortcut.profile,1,1
200807,org.eclipse.jdt.debug.ui.localJavaShortcut.run,25091,4921
200807,org.eclipse.jdt.junit.gotoTest,46,38
200807,org.eclipse.jdt.junit.junitShortcut.debug,953,351
200807,org.eclipse.jdt.junit.junitShortcut.profile,1,1
200807,org.eclipse.jdt.junit.junitShortcut.rerunFailedFirst,118,54
200807,org.eclipse.jdt.junit.junitShortcut.rerunLast,7398,878
200807,org.eclipse.jdt.junit.junitShortcut.run,8087,1933
200807,org.eclipse.jdt.ui.correction.addThrowsDecl,1,1
200807,org.eclipse.jdt.ui.correction.assignParamToField.assist,5,2
200807,org.eclipse.jdt.ui.correction.assignToField.assist,23,14
200807,org.eclipse.jdt.ui.correction.assignToLocal.assist,295,78
200807,org.eclipse.jdt.ui.correction.encapsulateField.assist,2,1
200807,org.eclipse.jdt.ui.correction.renameInFile.assist,515,183
200807,org.eclipse.jdt.ui.correction.splitJoinVariableDeclaration.assist,2,1
200807,org.eclipse.jdt.ui.edit.text.java.add.block.comment,1017,435
200807,org.eclipse.jdt.ui.edit.text.java.add.import,3248,681
200807,org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment,3629,764
200807,org.eclipse.jdt.ui.edit.text.java.add.unimplemented.constructors,330,222
200807,org.eclipse.jdt.ui.edit.text.java.change.type,32,19
200807,org.eclipse.jdt.ui.edit.text.java.clean.up,687,261
200807,org.eclipse.jdt.ui.edit.text.java.comment,13,5
200807,org.eclipse.jdt.ui.edit.text.java.convert.anonymous.to.nested,24,20
200807,org.eclipse.jdt.ui.edit.text.java.copy.qualified.name,659,373
200807,org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals,38533,4805
200807,org.eclipse.jdt.ui.edit.text.java.create.delegate.methods,113,74
200807,org.eclipse.jdt.ui.edit.text.java.create.getter.setter,6256,2929
200807,org.eclipse.jdt.ui.edit.text.java.externalize.strings,136,68
200807,org.eclipse.jdt.ui.edit.text.java.extract.class,117,82
200807,org.eclipse.jdt.ui.edit.text.java.extract.constant,475,199
200807,org.eclipse.jdt.ui.edit.text.java.extract.interface,204,135
200807,org.eclipse.jdt.ui.edit.text.java.extract.local.variable,1924,587
200807,org.eclipse.jdt.ui.edit.text.java.extract.method,1295,589
200807,org.eclipse.jdt.ui.edit.text.java.extract.superclass,73,60
200807,org.eclipse.jdt.ui.edit.text.java.find.broken.nls.keys,18,14
200807,org.eclipse.jdt.ui.edit.text.java.folding.collapseComments,5,3
200807,org.eclipse.jdt.ui.edit.text.java.folding.collapseMembers,7,5
200807,org.eclipse.jdt.ui.edit.text.java.format,50655,4840
200807,org.eclipse.jdt.ui.edit.text.java.generate.constructor.using.fields,716,460
200807,org.eclipse.jdt.ui.edit.text.java.generate.hashcode.equals,205,112
200807,org.eclipse.jdt.ui.edit.text.java.goto.matching.bracket,671,221
200807,org.eclipse.jdt.ui.edit.text.java.goto.next.member,630,272
200807,org.eclipse.jdt.ui.edit.text.java.goto.previous.member,470,142
200807,org.eclipse.jdt.ui.edit.text.java.gotoBreadcrumb,759,317
200807,org.eclipse.jdt.ui.edit.text.java.indent,4339,1095
200807,org.eclipse.jdt.ui.edit.text.java.infer.type.arguments,78,65
200807,org.eclipse.jdt.ui.edit.text.java.inline,587,214
200807,org.eclipse.jdt.ui.edit.text.java.introduce.factory,12,12
200807,org.eclipse.jdt.ui.edit.text.java.introduce.indirection,31,20
200807,org.eclipse.jdt.ui.edit.text.java.introduce.parameter,69,40
200807,org.eclipse.jdt.ui.edit.text.java.introduce.parameter.object,25,21
200807,org.eclipse.jdt.ui.edit.text.java.modify.method.parameters,711,269
200807,org.eclipse.jdt.ui.edit.text.java.move.element,1501,767
200807,org.eclipse.jdt.ui.edit.text.java.move.inner.to.top.level,161,70
200807,org.eclipse.jdt.ui.edit.text.java.open.call.hierarchy,4878,1344
200807,org.eclipse.jdt.ui.edit.text.java.open.editor,55742,5867
200807,org.eclipse.jdt.ui.edit.text.java.open.external.javadoc,306,155
200807,org.eclipse.jdt.ui.edit.text.java.open.hierarchy,5296,1465
200807,org.eclipse.jdt.ui.edit.text.java.open.super.implementation,5,3
200807,org.eclipse.jdt.ui.edit.text.java.open.type.hierarchy,3641,1578
200807,org.eclipse.jdt.ui.edit.text.java.organize.imports,33708,5623
200807,org.eclipse.jdt.ui.edit.text.java.override.methods,1577,862
200807,org.eclipse.jdt.ui.edit.text.java.promote.local.variable,250,91
200807,org.eclipse.jdt.ui.edit.text.java.pull.up,146,102
200807,org.eclipse.jdt.ui.edit.text.java.push.down,38,29
200807,org.eclipse.jdt.ui.edit.text.java.quick.format,65,33
200807,org.eclipse.jdt.ui.edit.text.java.refactor.quickMenu,814,325
200807,org.eclipse.jdt.ui.edit.text.java.remove.block.comment,236,137
200807,org.eclipse.jdt.ui.edit.text.java.rename.element,18561,5221
200807,org.eclipse.jdt.ui.edit.text.java.search.declarations.in.hierarchy,11,10
200807,org.eclipse.jdt.ui.edit.text.java.search.declarations.in.project,83,58
200807,org.eclipse.jdt.ui.edit.text.java.search.declarations.in.working.set,6,6
200807,org.eclipse.jdt.ui.edit.text.java.search.declarations.in.workspace,586,380
200807,org.eclipse.jdt.ui.edit.text.java.search.exception.occurrences,1,1
200807,org.eclipse.jdt.ui.edit.text.java.search.implementors.in.project,12,9
200807,org.eclipse.jdt.ui.edit.text.java.search.implementors.in.working.set,1,1
200807,org.eclipse.jdt.ui.edit.text.java.search.implementors.in.workspace,12,8
200807,org.eclipse.jdt.ui.edit.text.java.search.method.exits,3,2
200807,org.eclipse.jdt.ui.edit.text.java.search.occurrences.in.file,35,15
200807,org.eclipse.jdt.ui.edit.text.java.search.occurrences.in.file.quickMenu,331,114
200807,org.eclipse.jdt.ui.edit.text.java.search.read.access.in.project,3,3
200807,org.eclipse.jdt.ui.edit.text.java.search.read.access.in.working.set,1,1
200807,org.eclipse.jdt.ui.edit.text.java.search.read.access.in.workspace,8,5
200807,org.eclipse.jdt.ui.edit.text.java.search.references.in.hierarchy,86,52
200807,org.eclipse.jdt.ui.edit.text.java.search.references.in.project,3002,923
200807,org.eclipse.jdt.ui.edit.text.java.search.references.in.working.set,24,19
200807,org.eclipse.jdt.ui.edit.text.java.search.references.in.workspace,10370,2262
200807,org.eclipse.jdt.ui.edit.text.java.search.write.access.in.project,8,6
200807,org.eclipse.jdt.ui.edit.text.java.search.write.access.in.workspace,7,6
200807,org.eclipse.jdt.ui.edit.text.java.select.enclosing,1487,120
200807,org.eclipse.jdt.ui.edit.text.java.select.last,146,46
200807,org.eclipse.jdt.ui.edit.text.java.select.next,618,111
200807,org.eclipse.jdt.ui.edit.text.java.select.previous,474,128
200807,org.eclipse.jdt.ui.edit.text.java.self.encapsulate.field,154,58
200807,org.eclipse.jdt.ui.edit.text.java.show.in.package.view,1,1
200807,org.eclipse.jdt.ui.edit.text.java.show.outline,10204,1998
200807,org.eclipse.jdt.ui.edit.text.java.sort.members,531,198
200807,org.eclipse.jdt.ui.edit.text.java.source.quickMenu,2552,821
200807,org.eclipse.jdt.ui.edit.text.java.surround.with.quickMenu,268,140
200807,org.eclipse.jdt.ui.edit.text.java.surround.with.try.catch,675,373
200807,org.eclipse.jdt.ui.edit.text.java.toggle.comment,23496,4040
200807,org.eclipse.jdt.ui.edit.text.java.toggleBreadcrumb,1663,676
200807,org.eclipse.jdt.ui.edit.text.java.toggleMarkOccurrences,1296,502
200807,org.eclipse.jdt.ui.edit.text.java.uncomment,6,3
200807,org.eclipse.jdt.ui.edit.text.java.use.supertype,15,13
200807,org.eclipse.jdt.ui.edit.text.remove.occurrence.annotations,20,13
200807,org.eclipse.jdt.ui.generate.javadoc,365,186
200807,org.eclipse.jdt.ui.JavaBrowsingPerspective,409,362
200807,org.eclipse.jdt.ui.JavadocView,3,3
200807,org.eclipse.jdt.ui.JavaPerspective,2650,1868
200807,org.eclipse.jdt.ui.navigate.gotopackage,6,5
200807,org.eclipse.jdt.ui.navigate.gototype,12,6
200807,org.eclipse.jdt.ui.navigate.java.open.structure,157,65
200807,org.eclipse.jdt.ui.navigate.open.type,26917,3681
200807,org.eclipse.jdt.ui.navigate.open.type.in.hierarchy,326,187
200807,org.eclipse.jdt.ui.PackageExplorer,6,3
200807,org.eclipse.jdt.ui.refactor.migrate.jar,26,23
200807,org.eclipse.jdt.ui.SourceView,1,1
200807,org.eclipse.jdt.ui.specific_content_assist.command,124,17
200807,org.eclipse.jpt.ui.jpaPerspective,1,1
200807,org.eclipse.jpt.ui.persistentAttributeAddToXml,23,6
200807,org.eclipse.jpt.ui.persistentAttributeAddToXmlAndMap,22,4
200807,org.eclipse.jpt.ui.persistentAttributeMapAs,23,8
200807,org.eclipse.jpt.ui.persistentTypeMapAs,2,2
200807,org.eclipse.jpt.ui.persistentTypeRemovePersistentClass,2,2
200807,org.eclipse.jst.j2ee.J2EEPerspective,33,33
200807,org.eclipse.jst.jsp.ui.refactor.rename,34,18
200807,org.eclipse.jst.pagedesigner.design,108,29
200807,org.eclipse.jst.pagedesigner.horizotal,87,30
200807,org.eclipse.jst.pagedesigner.source,205,56
200807,org.eclipse.jst.pagedesigner.vertical,233,74
200807,org.eclipse.linuxtools.changelog.core.actions.KeyActionCommand,28,5
200807,org.eclipse.ltk.ui.refactor.apply.refactoring.script,5,5
200807,org.eclipse.ltk.ui.refactor.create.refactoring.script,23,23
200807,org.eclipse.ltk.ui.refactor.show.refactoring.history,23,17
200807,org.eclipse.ltk.ui.refactoring.commands.deleteResources,23844,9478
200807,org.eclipse.ltk.ui.refactoring.commands.moveResources,376,230
200807,org.eclipse.ltk.ui.refactoring.commands.renameResource,4367,1871
200807,org.eclipse.m2m.atl.adt.atlPerspective,2,2
200807,org.eclipse.mtj.launchShortcuts.run,2,2
200807,org.eclipse.mylyn.context.ui.commands.attachment.retrieveContext,1,1
200807,org.eclipse.mylyn.context.ui.commands.interest.decrement,335,104
200807,org.eclipse.mylyn.context.ui.commands.interest.increment,79,31
200807,org.eclipse.mylyn.context.ui.commands.open.context.dialog,89,59
200807,org.eclipse.mylyn.context.ui.commands.task.attachContext,12,11
200807,org.eclipse.mylyn.context.ui.commands.task.clearContext,8,7
200807,org.eclipse.mylyn.context.ui.commands.task.copyContext,15,11
200807,org.eclipse.mylyn.context.ui.commands.task.retrieveContext,1,1
200807,org.eclipse.mylyn.java.ui.editor.folding.auto,587,258
200807,org.eclipse.mylyn.tasks.bugs.commands.newTaskFromMarker,51,44
200807,org.eclipse.mylyn.tasks.ui.command.activateTask,120,89
200807,org.eclipse.mylyn.tasks.ui.command.addTaskRepository,794,542
200807,org.eclipse.mylyn.tasks.ui.command.attachment.openInBrowser,2,2
200807,org.eclipse.mylyn.tasks.ui.command.attachment.openInDefaultEditor,5,3
200807,org.eclipse.mylyn.tasks.ui.command.deactivateAllTasks,38,22
200807,org.eclipse.mylyn.tasks.ui.command.goToNextUnread,1,1
200807,org.eclipse.mylyn.tasks.ui.command.goToPreviousUnread,3,1
200807,org.eclipse.mylyn.tasks.ui.command.markTaskComplete,86,46
200807,org.eclipse.mylyn.tasks.ui.command.markTaskIncomplete,4,4
200807,org.eclipse.mylyn.tasks.ui.command.markTaskRead,156,40
200807,org.eclipse.mylyn.tasks.ui.command.markTaskUnread,1,1
200807,org.eclipse.mylyn.tasks.ui.command.new.local.task,167,78
200807,org.eclipse.mylyn.tasks.ui.command.new.subtask,7,5
200807,org.eclipse.mylyn.tasks.ui.command.openRemoteTask,62,42
200807,org.eclipse.mylyn.tasks.ui.command.openSelectedTask,1,1
200807,org.eclipse.mylyn.tasks.ui.command.openTask,391,332
200807,org.eclipse.mylyn.tasks.ui.command.searchForTask,15,13
200807,org.eclipse.mylyn.tasks.ui.perspectives.planning,2,1
200807,org.eclipse.mylyn.tasks.ui.views.repositories,1,1
200807,org.eclipse.mylyn.tasks.ui.views.tasks,3,3
200807,org.eclipse.mylyn.ui.context.capture.pause.command,1,1
200807,org.eclipse.pde.runtime.LogView,4,4
200807,org.eclipse.pde.runtime.spy.commands.spyCommand,153,64
200807,org.eclipse.pde.ui.edit.text.format,3,3
200807,org.eclipse.pde.ui.EquinoxLaunchShortcut.debug,32,6
200807,org.eclipse.pde.ui.EquinoxLaunchShortcut.run,60,37
200807,org.eclipse.pde.ui.junitWorkbenchShortcut.debug,11,9
200807,org.eclipse.pde.ui.junitWorkbenchShortcut.run,112,36
200807,org.eclipse.pde.ui.openPluginArtifact,101,73
200807,org.eclipse.pde.ui.PDEPerspective,1,1
200807,org.eclipse.pde.ui.quickOutline,4,3
200807,org.eclipse.pde.ui.runtimeWorkbenchShortcut.debug,53,28
200807,org.eclipse.pde.ui.runtimeWorkbenchShortcut.run,637,243
200807,org.eclipse.pdt.ui.edit.text.php.show.outline,13,6
200807,org.eclipse.php.debug.ui.PHPDebugPerspective,4,4
200807,org.eclipse.php.deubg.ui.phpexeShortcut.debug,10,6
200807,org.eclipse.php.deubg.ui.phpexeShortcut.run,38,15
200807,org.eclipse.php.perspective,25,21
200807,org.eclipse.php.server.ui.phpServerShortcut.debug,8,3
200807,org.eclipse.php.server.ui.phpServerShortcut.run,15,14
200807,org.eclipse.php.ui.edit.text.add.block.comment,3,3
200807,org.eclipse.php.ui.edit.text.open.editor,2,1
200807,org.eclipse.php.ui.edit.text.OpenDeclaration,27,9
200807,org.eclipse.php.ui.edit.text.php.open.call.hierarchy,5,5
200807,org.eclipse.php.ui.edit.text.php.open.type.hierarchy,1,1
200807,org.eclipse.php.ui.edit.text.remove.block.comment,1,1
200807,org.eclipse.php.ui.edit.text.rename.element,10,6
200807,org.eclipse.php.ui.edit.text.show.phpdoc,7,6
200807,org.eclipse.php.ui.edit.text.toggle.comment,53,9
200807,org.eclipse.php.ui.edit.text.toggleMarkOccurrences,10,4
200807,org.eclipse.php.ui.navigate.open.method,4,1
200807,org.eclipse.php.ui.navigate.open.type,10,9
200807,org.eclipse.php.ui.navigate.open.type.in.hierarchy,1,1
200807,org.eclipse.quickdiff.toggle,281,116
200807,org.eclipse.rap.ui.intro.installTarget,64,57
200807,org.eclipse.rap.ui.launch.RAPJUnitLaunchShortcut.run,1,1
200807,org.eclipse.rap.ui.launch.RAPLaunchShortcut.run,13,9
200807,org.eclipse.rse.shells.ui.actions.LaunchShellCommand,4,4
200807,org.eclipse.rse.terminals.ui.actions.LaunchTerminalCommand,147,76
200807,org.eclipse.rse.ui.view.SystemPerspective,4,4
200807,org.eclipse.search.ui.openFileSearchPage,6984,1804
200807,org.eclipse.search.ui.openSearchDialog,11623,3038
200807,org.eclipse.search.ui.performTextSearchFile,137,55
200807,org.eclipse.search.ui.performTextSearchProject,328,136
200807,org.eclipse.search.ui.performTextSearchWorkingSet,60,36
200807,org.eclipse.search.ui.performTextSearchWorkspace,462,230
200807,org.eclipse.search.ui.views.SearchView,2,2
200807,org.eclipse.spliteditor.commands.openMultiEditor,4,1
200807,org.eclipse.stp.sca.promoteservice,4,3
200807,org.eclipse.team.ccvs.ui.RepositoriesView,1,1
200807,org.eclipse.team.cvs.ui.add,113,57
200807,org.eclipse.team.cvs.ui.addLocation,129,103
200807,org.eclipse.team.cvs.ui.branch,72,46
200807,org.eclipse.team.cvs.ui.checkout,15,8
200807,org.eclipse.team.cvs.ui.commit,9567,1750
200807,org.eclipse.team.cvs.ui.commitAll,271,72
200807,org.eclipse.team.cvs.ui.compareWithRemote,1339,501
200807,org.eclipse.team.cvs.ui.compareWithRevision,379,198
200807,org.eclipse.team.cvs.ui.compareWithTag,387,157
200807,org.eclipse.team.cvs.ui.cvsPerspective,97,80
200807,org.eclipse.team.cvs.ui.GenerateDiff,48,26
200807,org.eclipse.team.cvs.ui.ignore,444,160
200807,org.eclipse.team.cvs.ui.merge,201,71
200807,org.eclipse.team.cvs.ui.replace,1011,452
200807,org.eclipse.team.cvs.ui.replaceWithBase,142,84
200807,org.eclipse.team.cvs.ui.replaceWithRevision,88,45
200807,org.eclipse.team.cvs.ui.replaceWithTag,233,81
200807,org.eclipse.team.cvs.ui.setKeywordSubstitution,17,13
200807,org.eclipse.team.cvs.ui.showAnnotation,175,93
200807,org.eclipse.team.cvs.ui.showHistory,1105,452
200807,org.eclipse.team.cvs.ui.sync,5388,1366
200807,org.eclipse.team.cvs.ui.tag,344,127
200807,org.eclipse.team.cvs.ui.update,8233,1526
200807,org.eclipse.team.cvs.ui.updateAll,479,134
200807,org.eclipse.team.cvs.ui.updateSwitch,286,100
200807,org.eclipse.team.svn.ui.command.AddToSVNCommand,218,115
200807,org.eclipse.team.svn.ui.command.AddToSVNIgnoreCommand,102,72
200807,org.eclipse.team.svn.ui.command.BranchCommand,43,23
200807,org.eclipse.team.svn.ui.command.CleanupCommand,105,63
200807,org.eclipse.team.svn.ui.command.CommitCommand,3457,883
200807,org.eclipse.team.svn.ui.command.CompareRepositoryWithTagCommand,1,1
200807,org.eclipse.team.svn.ui.command.CompareTwoSelectedRepositoryResourcesCommand,2,2
200807,org.eclipse.team.svn.ui.command.CompareWithBranchCommand,16,8
200807,org.eclipse.team.svn.ui.command.CompareWithLatestRevisionCommand,278,153
200807,org.eclipse.team.svn.ui.command.CompareWithRevisionCommand,51,35
200807,org.eclipse.team.svn.ui.command.CompareWithTagCommand,12,4
200807,org.eclipse.team.svn.ui.command.CompareWithWorkingCopyCommand,184,104
200807,org.eclipse.team.svn.ui.command.CopyCommand,13,6
200807,org.eclipse.team.svn.ui.command.CopyUrlCommand,21,14
200807,org.eclipse.team.svn.ui.command.CreatePatchCommand,44,29
200807,org.eclipse.team.svn.ui.command.DisconnectCommand,93,57
200807,org.eclipse.team.svn.ui.command.EditConflictsCommand,59,44
200807,org.eclipse.team.svn.ui.command.EditPropertiesCommand,78,61
200807,org.eclipse.team.svn.ui.command.ExportCommand,12,6
200807,org.eclipse.team.svn.ui.command.LockCommand,19,15
200807,org.eclipse.team.svn.ui.command.MarkAsMergedCommand,24,19
200807,org.eclipse.team.svn.ui.command.MergeCommand,141,43
200807,org.eclipse.team.svn.ui.command.ReplaceWithBranchCommand,7,5
200807,org.eclipse.team.svn.ui.command.ReplaceWithLatestRevisionCommand,197,115
200807,org.eclipse.team.svn.ui.command.ReplaceWithRevisionCommand,9,8
200807,org.eclipse.team.svn.ui.command.ReplaceWithTagCommand,10,4
200807,org.eclipse.team.svn.ui.command.RevertCommand,407,225
200807,org.eclipse.team.svn.ui.command.SetKeywordsCommand,28,10
200807,org.eclipse.team.svn.ui.command.SetPropertyCommand,34,19
200807,org.eclipse.team.svn.ui.command.ShareProjectsCommand,119,70
200807,org.eclipse.team.svn.ui.command.ShowAnnotationCommand,50,36
200807,org.eclipse.team.svn.ui.command.ShowResourceHistoryCommand,536,295
200807,org.eclipse.team.svn.ui.command.SwitchCommand,166,57
200807,org.eclipse.team.svn.ui.command.SynchronizeCommand,2412,710
