command, executeCount200807, userCount200807, executeCount200808, userCount200808, executeCount200809, userCount200809, executeCount200810, userCount200810, executeCount200811, userCount200811, executeCount200812, userCount200812, executeCount200901, userCount200901, executeCount200902, userCount200902, executeCount200903, userCount200903
org.eclipse.ui.edit.text.openLocalFile, 4339, 2147, 6492, 3131, 10935, 5150, 20389, 9065, 22817, 9937, 19691, 8906, 18955, 8558, 22534, 10064, 7320, 3610
org.eclipse.ui.edit.text.recenter, 169, 24, 117, 38, 140, 35, 307, 64, 314, 73, 367, 84, 316, 87, 327, 80, 155, 41
org.eclipse.ui.edit.text.scroll.lineDown, 36774, 1752, 43448, 2393, 50868, 2971, 72306, 4200, 77741, 4900, 86938, 5141, 82900, 4985, 88904, 5394, 30395, 2114
org.eclipse.ui.edit.text.scroll.lineUp, 18652, 1209, 23256, 1618, 28797, 2103, 42338, 3014, 45051, 3472, 50130, 3565, 49468, 3303, 51716, 3840, 14896, 1461
org.eclipse.ui.edit.text.select.lineEnd, 94278, 10806, 126492, 14362, 165406, 19025, 236916, 25994, 274829, 30112, 285210, 31270, 280800, 31465, 319258, 34592, 102420, 17804
org.eclipse.ui.edit.text.select.lineStart, 81689, 8514, 104741, 11222, 129784, 14788, 193573, 20539, 221746, 23618, 229860, 24394, 221673, 24442, 258324, 27012, 82935, 13301
org.eclipse.ui.edit.text.select.textEnd, 58, 31, 83, 49, 77, 57, 168, 112, 172, 111, 177, 121, 128, 85, 264, 148, 36, 30
org.eclipse.ui.edit.text.select.textStart, 17, 15, 19, 12, 60, 40, 98, 63, 111, 68, 119, 81, 97, 62, 147, 85, 25, 21
org.eclipse.ui.edit.text.select.wordNext, 178604, 5840, 226461, 7587, 290586, 9601, 404993, 12986, 469013, 14952, 482948, 15320, 485328, 15669, 544005, 16982, 168353, 8893
org.eclipse.ui.edit.text.select.wordPrevious, 185620, 5886, 233468, 7627, 298688, 9733, 415761, 13179, 479020, 15176, 489520, 15515, 493556, 15786, 555214, 17181, 170059, 8969
org.eclipse.ui.edit.text.set.mark, 1116, 107, 1006, 135, 1184, 172, 1983, 229, 1962, 244, 2123, 277, 2289, 291, 2372, 283, 669, 119
org.eclipse.ui.edit.text.shiftLeft, 2535, 375, 3406, 570, 4075, 690, 6025, 985, 8014, 1233, 7608, 1276, 7438, 1213, 8038, 1365, 2545, 550
org.eclipse.ui.edit.text.shiftRight, 150, 58, 274, 85, 301, 115, 410, 190, 631, 252, 626, 243, 625, 268, 830, 313, 227, 102
org.eclipse.ui.edit.text.showInformation, 6478, 3154, 8434, 3924, 11378, 5293, 16203, 7928, 18640, 8822, 19005, 8589, 17067, 8222, 18714, 9250, 6354, 3273
org.eclipse.ui.edit.text.showRulerContextMenu, 88, 56, 133, 97, 255, 177, 447, 323, 483, 345, 488, 336, 397, 290, 546, 389, 145, 98
org.eclipse.ui.edit.text.smartEnter, 5172, 2128, 6974, 2995, 10107, 4195, 16825, 6601, 17786, 7462, 18980, 7448, 16503, 6878, 19802, 8092, 6599, 3162
org.eclipse.ui.edit.text.smartEnterInverse, 259, 48, 182, 55, 238, 71, 470, 103, 563, 138, 1020, 128, 515, 118, 963, 188, 371, 58
org.eclipse.ui.edit.text.swap.mark, 9, 8, 40, 20, 54, 30, 47, 29, 41, 37, 64, 38, 68, 47, 58, 35, 14, 8
org.eclipse.ui.edit.text.toggleInsertMode, 24, 16, 17, 12, 40, 28, 78, 47, 53, 39, 101, 38, 61, 42, 140, 69, 11, 7
org.eclipse.ui.edit.text.toggleOverwrite, 6944, 2160, 10163, 3197, 14693, 4511, 24256, 7396, 29534, 8633, 30397, 8441, 25702, 7798, 29024, 8858, 9784, 3211
org.eclipse.ui.edit.text.toggleShowSelectedElementOnly, 194, 36, 156, 43, 171, 53, 228, 63, 282, 67, 267, 83, 130, 47, 223, 56, 0, 0
org.eclipse.ui.edit.text.toggleShowWhitespaceCharacters, 147, 57, 236, 82, 279, 100, 307, 112, 394, 132, 441, 151, 261, 95, 446, 148, 95, 36
org.eclipse.ui.edit.text.upperCase, 307, 103, 581, 159, 758, 287, 1364, 453, 1742, 472, 1686, 493, 1452, 475, 1445, 502, 517, 146
org.eclipse.ui.edit.undo, 302563, 17890, 415739, 24299, 577144, 33943, 938346, 50310, 1106849, 58782, 1157780, 60934, 1089139, 60178, 1254597, 66862, 429169, 34329
org.eclipse.ui.editors.lineNumberToggle, 580, 469, 655, 563, 911, 786, 1413, 1231, 1545, 1355, 1583, 1383, 1479, 1260, 1679, 1440, 491, 444
org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations, 817, 354, 1154, 470, 1503, 556, 2252, 800, 2239, 878, 2407, 884, 2396, 869, 2820, 973, 636, 290
org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar, 4811, 992, 7112, 1377, 8921, 2012, 13092, 3195, 16648, 3685, 16397, 3479, 16265, 3261, 16829, 3606, 5354, 1410
org.eclipse.ui.file.close, 37825, 3667, 44087, 4361, 49872, 5434, 69555, 7505, 76452, 8437, 81699, 8667, 81963, 8718, 88739, 9677, 27758, 4610
org.eclipse.ui.file.closeAll, 4925, 1946, 5730, 2443, 7089, 3120, 10359, 4503, 11098, 4937, 11400, 5082, 11397, 5053, 12533, 5523, 3953, 2393
org.eclipse.ui.file.exit, 5380, 2854, 6762, 3582, 8324, 4445, 12629, 6466, 13538, 6989, 13849, 7055, 14693, 7521, 16289, 8110, 5175, 3369
org.eclipse.ui.file.export, 8645, 1788, 12609, 2521, 17780, 3430, 28827, 5579, 32154, 6408, 35085, 6707, 36447, 6657, 40628, 7392, 12725, 2721
org.eclipse.ui.file.import, 21985, 6433, 28394, 8320, 38924, 11150, 63438, 17710, 71775, 20259, 70492, 19815, 67347, 19298, 77928, 21876, 24706, 8013
org.eclipse.ui.file.newQuickMenu, 362, 85, 415, 87, 597, 185, 1020, 295, 1165, 302, 998, 283, 918, 290, 1150, 304, 332, 101
org.eclipse.ui.file.print, 1024, 523, 1339, 799, 2438, 1299, 4790, 2333, 5584, 2588, 4927, 2600, 4460, 2308, 5671, 2736, 1634, 925
org.eclipse.ui.file.properties, 44330, 12352, 55765, 15640, 67633, 19397, 98863, 28406, 106698, 31297, 110677, 31786, 109571, 31502, 124041, 35296, 39380, 13638
org.eclipse.ui.file.refresh, 60686, 12149, 82653, 16395, 105037, 21303, 153535, 30335, 179661, 35115, 188985, 36663, 187071, 36177, 213668, 40207, 67749, 17923
org.eclipse.ui.file.restartWorkbench, 384, 328, 498, 426, 692, 591, 1146, 1004, 1353, 1161, 1227, 1040, 1364, 1155, 1531, 1288, 497, 436
org.eclipse.ui.file.revert, 175, 115, 251, 181, 346, 230, 422, 296, 523, 379, 508, 361, 519, 359, 557, 404, 111, 101
org.eclipse.ui.file.save, 1128741, 25171, 1545310, 33386, 1992255, 46299, 3080440, 66805, 3577234, 77520, 3729325, 80123, 3629929, 79836, 4117973, 88107, 1360736, 48867
org.eclipse.ui.file.saveAll, 18820, 1844, 26737, 2420, 37976, 3362, 55338, 4974, 63012, 5614, 65669, 5672, 63773, 5605, 70066, 6188, 23251, 2766
org.eclipse.ui.file.saveAs, 1003, 560, 1619, 923, 3732, 1995, 6463, 3338, 6924, 3501, 5617, 3065, 5488, 3001, 7045, 3633, 2154, 1300
org.eclipse.ui.help.aboutAction, 7072, 5108, 6249, 4651, 7242, 5363, 11028, 8043, 10925, 8154, 10993, 7950, 10084, 7621, 11494, 8567, 3713, 2885
org.eclipse.ui.help.dynamicHelp, 106, 90, 99, 97, 156, 139, 288, 257, 286, 264, 284, 253, 257, 229, 326, 287, 78, 67
org.eclipse.ui.help.helpContents, 1844, 1377, 1905, 1455, 2372, 1812, 3697, 2868, 3590, 2795, 3319, 2614, 3452, 2626, 3860, 2941, 1071, 887
org.eclipse.ui.help.helpSearch, 392, 328, 440, 369, 735, 633, 1170, 979, 1161, 979, 1081, 892, 1026, 876, 1272, 1077, 305, 279
org.eclipse.ui.help.quickStartAction, 935, 736, 905, 713, 1479, 1099, 2033, 1510, 1931, 1486, 1759, 1344, 1860, 1409, 2033, 1566, 573, 455
org.eclipse.ui.help.tipsAndTricksAction, 125, 118, 65, 59, 181, 175, 249, 239, 262, 241, 224, 211, 206, 192, 239, 221, 45, 41
org.eclipse.ui.ide.configureColumns, 43, 37, 14, 14, 20, 13, 18, 14, 34, 29, 27, 24, 26, 25, 32, 26, 0, 0
org.eclipse.ui.ide.configureFilters, 902, 452, 664, 362, 767, 370, 933, 463, 781, 426, 715, 409, 749, 418, 866, 474, 202, 106
org.eclipse.ui.ide.OpenMarkersView, 29, 26, 25, 23, 31, 29, 33, 29, 14, 13, 36, 32, 28, 26, 29, 26, 6, 6
org.eclipse.ui.navigate.backwardHistory, 39955, 4629, 55016, 6074, 67566, 7688, 94688, 10243, 107481, 11667, 116522, 12526, 118373, 12839, 132331, 14074, 41609, 6875
org.eclipse.ui.navigate.collapseAll, 5453, 1642, 6718, 2044, 8212, 2669, 11787, 3791, 12728, 4145, 13929, 4186, 13689, 4261, 15811, 4782, 4661, 2082
org.eclipse.ui.navigate.forwardHistory, 4634, 1394, 6472, 1950, 8521, 2392, 10817, 3192, 12575, 3704, 13581, 3813, 13589, 3942, 15062, 4317, 5002, 1720
org.eclipse.ui.navigate.goToResource, 43, 33, 92, 69, 117, 81, 198, 132, 226, 162, 237, 133, 253, 122, 234, 144, 37, 32
org.eclipse.ui.navigate.linkWithEditor, 8011, 2648, 9941, 3284, 11989, 3941, 17462, 5520, 18331, 6008, 19730, 6131, 20005, 6125, 22369, 6691, 6745, 2655
org.eclipse.ui.navigate.next, 30220, 1643, 37702, 2063, 43411, 2473, 59782, 3392, 63840, 3698, 72089, 3924, 74569, 3987, 78927, 4431, 25020, 1753
org.eclipse.ui.navigate.openResource, 27585, 3663, 36845, 4833, 46939, 5892, 65219, 7605, 71624, 8860, 81637, 9545, 82509, 9757, 93462, 10741, 29175, 5828
org.eclipse.ui.navigate.previous, 2065, 555, 2617, 749, 3284, 920, 4815, 1406, 5734, 1623, 5610, 1640, 5607, 1607, 6837, 1842, 2049, 622
org.eclipse.ui.navigate.selectWorkingSets, 15, 14, 7, 7, 7, 6, 21, 20, 26, 23, 0, 0, 20, 14, 12, 7, 0, 0
org.eclipse.ui.navigate.showInQuickMenu, 206, 55, 353, 106, 341, 116, 484, 166, 421, 149, 416, 184, 334, 126, 472, 195, 123, 60
org.eclipse.ui.newWizard, 21053, 9089, 26045, 11451, 32219, 14780, 49405, 22002, 54242, 24371, 52272, 23558, 50206, 22701, 56142, 25357, 18870, 9642
org.eclipse.ui.perspectives.showPerspective, 27369, 8598, 29688, 9431, 36048, 11491, 53277, 16808, 55282, 17853, 52611, 16985, 52958, 17243, 58851, 18892, 18952, 6910
org.eclipse.ui.project.buildAll, 31026, 2315, 40432, 3141, 53035, 4109, 85056, 6007, 96788, 6771, 98978, 6805, 89654, 6582, 101808, 7343, 33441, 3214
org.eclipse.ui.project.buildAutomatically, 1907, 1134, 2573, 1529, 3152, 1892, 4475, 2707, 5014, 2933, 5377, 3053, 5244, 3054, 5816, 3358, 1721, 1045
org.eclipse.ui.project.buildProject, 8847, 1256, 13733, 1819, 17663, 2372, 26332, 3434, 30882, 3839, 30206, 3982, 31572, 3965, 35172, 4314, 11042, 1763
org.eclipse.ui.project.cleanAction, 11766, 4509, 15684, 5797, 20009, 7206, 29107, 10159, 32824, 11431, 34593, 11681, 35509, 12001, 40167, 13291, 12035, 5175
org.eclipse.ui.project.closeProject, 7252, 3032, 9578, 3973, 13127, 5425, 20723, 8154, 23664, 9256, 24295, 9453, 23638, 9399, 26439, 10410, 8621, 4175
org.eclipse.ui.project.closeUnrelatedProjects, 127, 103, 140, 118, 195, 167, 341, 275, 437, 328, 441, 338, 429, 348, 533, 420, 133, 123
org.eclipse.ui.project.openProject, 4100, 1942, 5201, 2540, 6850, 3323, 9738, 4731, 11156, 5371, 11912, 5706, 11836, 5773, 13402, 6347, 4091, 2446
org.eclipse.ui.project.properties, 5066, 2313, 6959, 3071, 9609, 4162, 13403, 6197, 14832, 6809, 15083, 6712, 14724, 6757, 16456, 7534, 5101, 2573
org.eclipse.ui.resourcePerspective, 244, 183, 356, 246, 484, 318, 646, 469, 729, 500, 785, 477, 800, 503, 807, 582, 240, 160
org.eclipse.ui.ToggleCoolbarAction, 317, 153, 367, 164, 372, 186, 616, 269, 771, 341, 589, 296, 619, 298, 674, 307, 141, 75
org.eclipse.ui.update.findAndInstallUpdates, 252, 126, 183, 91, 157, 73, 296, 136, 249, 120, 198, 114, 176, 101, 227, 106, 35, 26
org.eclipse.ui.update.manageConfiguration, 41, 27, 20, 12, 22, 15, 52, 32, 31, 22, 16, 11, 22, 14, 30, 18, 22, 15
org.eclipse.ui.views.showView, 20314, 6781, 21680, 7576, 26007, 9252, 38300, 13588, 41258, 14634, 40327, 14538, 39440, 14294, 43672, 15706, 13648, 5419
org.eclipse.ui.window.activateEditor, 809, 414, 1159, 647, 2414, 907, 4247, 1654, 5130, 1882, 5888, 1807, 6265, 1679, 5744, 1869, 1300, 640
org.eclipse.ui.window.closeAllPerspectives, 41, 39, 62, 53, 80, 72, 158, 145, 180, 164, 170, 151, 160, 145, 157, 139, 42, 40
org.eclipse.ui.window.closePerspective, 2968, 1470, 2905, 1483, 3171, 1613, 4760, 2399, 4752, 2454, 5086, 2486, 5105, 2476, 5543, 2724, 1615, 919
org.eclipse.ui.window.customizePerspective, 1260, 836, 1186, 813, 1523, 1022, 2350, 1598, 2421, 1684, 2329, 1620, 2143, 1498, 2573, 1712, 800, 597
org.eclipse.ui.window.lockToolBar, 176, 117, 201, 105, 172, 111, 265, 177, 323, 205, 262, 171, 289, 173, 302, 185, 72, 51
org.eclipse.ui.window.maximizePart, 5243, 993, 6439, 1253, 8304, 1601, 12005, 2117, 13367, 2434, 14193, 2480, 13429, 2470, 14919, 2679, 4412, 1172
org.eclipse.ui.window.newEditor, 284, 243, 352, 282, 594, 469, 967, 783, 1034, 837, 931, 788, 856, 730, 1168, 926, 276, 251
org.eclipse.ui.window.newWindow, 274, 228, 341, 262, 511, 398, 874, 708, 877, 690, 799, 642, 830, 675, 974, 789, 295, 249
org.eclipse.ui.window.nextEditor, 12511, 802, 16380, 1012, 22502, 1300, 29284, 1609, 33579, 1921, 35023, 2007, 33892, 1995, 39703, 2248, 12713, 1167
org.eclipse.ui.window.nextPerspective, 705, 171, 979, 224, 1394, 290, 1957, 394, 2118, 429, 2011, 444, 2092, 502, 2263, 495, 590, 192
org.eclipse.ui.window.nextView, 369, 93, 556, 139, 560, 174, 971, 227, 1019, 299, 1155, 290, 1094, 291, 1135, 307, 375, 99
org.eclipse.ui.window.openEditorDropDown, 978, 421, 1630, 505, 1872, 638, 2417, 945, 2651, 1131, 2860, 1073, 2827, 1136, 3217, 1136, 842, 385
org.eclipse.ui.window.preferences, 687, 459, 489, 347, 664, 434, 801, 533, 760, 511, 683, 502, 721, 518, 814, 570, 201, 144
org.eclipse.ui.window.previousEditor, 38, 15, 22, 11, 123, 32, 29, 17, 73, 33, 53, 33, 36, 27, 100, 46, 7, 7
org.eclipse.ui.window.quickAccess, 707, 240, 717, 227, 571, 221, 988, 436, 902, 403, 977, 427, 911, 385, 1087, 440, 295, 126
org.eclipse.ui.window.resetPerspective, 481, 353, 487, 375, 648, 485, 1085, 815, 1090, 848, 1114, 825, 1171, 863, 1264, 894, 375, 311
org.eclipse.ui.window.savePerspective, 118, 81, 105, 75, 137, 96, 211, 157, 184, 124, 166, 137, 192, 141, 229, 175, 56, 39
org.eclipse.ui.window.showKeyAssist, 644, 367, 753, 411, 911, 481, 1234, 733, 1421, 798, 1399, 799, 1290, 725, 1485, 825, 355, 226
org.eclipse.ui.window.showSystemMenu, 95, 74, 131, 111, 154, 141, 380, 306, 343, 283, 363, 305, 334, 267, 400, 307, 109, 91
org.eclipse.ui.window.showViewMenu, 15, 13, 15, 10, 21, 21, 61, 53, 50, 43, 52, 43, 84, 60, 49, 44, 9, 9
org.eclipse.ui.window.switchToEditor, 123, 102, 206, 142, 250, 190, 355, 264, 348, 280, 563, 355, 437, 320, 529, 370, 108, 87
org.eclipse.ve.internal.java.core.vce.localJavaShortcut.run, 53, 8, 73, 18, 110, 33, 156, 51, 252, 88, 479, 103, 367, 80, 425, 100, 0, 0
org.eclipse.wst.jsdt.ui.edit.text.java.format, 193, 62, 542, 103, 292, 99, 659, 127, 747, 132, 973, 170, 476, 154, 532, 164, 233, 49
org.eclipse.wst.jsdt.ui.edit.text.java.open.editor, 72, 40, 71, 36, 219, 48, 227, 80, 195, 70, 172, 91, 210, 86, 276, 100, 44, 26
org.eclipse.wst.jsdt.ui.edit.text.java.rename.element, 17, 8, 0, 0, 15, 7, 12, 10, 7, 6, 8, 7, 7, 6, 16, 12, 0, 0
org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment, 111, 43, 349, 69, 387, 97, 706, 138, 567, 142, 863, 206, 511, 151, 912, 207, 249, 77
org.eclipse.wst.server.debug, 6494, 1429, 9068, 1939, 12014, 2526, 17483, 3367, 19676, 3837, 21753, 4248, 21345, 4212, 25065, 4736, 7455, 2281
org.eclipse.wst.server.launchShortcut.debug, 761, 305, 1284, 443, 1399, 534, 2328, 844, 2513, 929, 2629, 979, 2520, 974, 2970, 1023, 830, 364
org.eclipse.wst.server.launchShortcut.profile, 8, 7, 17, 14, 15, 8, 36, 23, 39, 25, 30, 21, 8, 7, 31, 17, 0, 0
org.eclipse.wst.server.launchShortcut.run, 12503, 2621, 17116, 3583, 20389, 4540, 32250, 6630, 37409, 7711, 37388, 7590, 35206, 7280, 39381, 7964, 13209, 3376
org.eclipse.wst.server.publish, 4171, 841, 5652, 1169, 7067, 1456, 10152, 1945, 11797, 2239, 12673, 2344, 12326, 2341, 14353, 2551, 4445, 1050
org.eclipse.wst.server.run, 17993, 3578, 24584, 4934, 32058, 6180, 45425, 8434, 52438, 9586, 57423, 10141, 54608, 10121, 62768, 11149, 20598, 5328
org.eclipse.wst.server.stop, 7855, 2793, 10425, 3813, 13539, 4787, 19311, 6512, 21680, 7435, 23837, 7996, 22651, 7811, 26416, 8618, 8181, 3703
org.eclipse.wst.sse.ui.add.block.comment, 193, 89, 330, 148, 423, 196, 600, 251, 827, 317, 877, 390, 857, 371, 986, 421, 257, 132
org.eclipse.wst.sse.ui.cleanup.document, 50, 30, 107, 41, 79, 46, 175, 84, 128, 78, 94, 58, 138, 85, 183, 98, 25, 19
org.eclipse.wst.sse.ui.format, 119, 86, 113, 90, 179, 124, 265, 200, 276, 216, 267, 217, 313, 202, 313, 211, 74, 42
org.eclipse.wst.sse.ui.format.active.elements, 239, 114, 442, 165, 699, 206, 875, 321, 804, 334, 935, 350, 1250, 385, 1106, 442, 268, 117
org.eclipse.wst.sse.ui.format.document, 7781, 1725, 9143, 2185, 10583, 2518, 14182, 3350, 14578, 3636, 16034, 3812, 15184, 3686, 17000, 4102, 5626, 1579
org.eclipse.wst.sse.ui.generate.xml, 12, 9, 43, 16, 53, 21, 67, 22, 85, 29, 114, 33, 59, 21, 45, 19, 0, 0
org.eclipse.wst.sse.ui.open.file.from.source, 1441, 315, 1129, 413, 1587, 527, 3125, 801, 2430, 850, 2946, 886, 3154, 990, 3430, 1057, 972, 360
org.eclipse.wst.sse.ui.structure.select.enclosing, 12, 6, 0, 0, 0, 0, 29, 15, 15, 6, 0, 0, 20, 6, 28, 7, 0, 0
org.eclipse.wst.sse.ui.structure.select.next, 106, 32, 114, 40, 162, 58, 189, 65, 324, 103, 262, 98, 332, 124, 415, 117, 29, 15
org.eclipse.wst.sse.ui.structure.select.previous, 109, 35, 164, 50, 175, 61, 235, 76, 277, 105, 369, 125, 298, 106, 376, 132, 55, 20
org.eclipse.wst.sse.ui.toggle.comment, 380, 110, 675, 213, 888, 268, 1489, 455, 1565, 481, 1922, 585, 2223, 634, 3368, 762, 856, 259
org.eclipse.wst.web.ui.webDevPerspective, 100, 99, 119, 116, 132, 126, 197, 189, 162, 158, 201, 197, 153, 150, 206, 193, 39, 38
org.eclipse.wst.xml.ui.nextSibling, 67, 23, 90, 42, 113, 52, 169, 84, 178, 104, 270, 90, 309, 73, 223, 76, 20, 12
org.eclipse.wst.xml.ui.previousSibling, 70, 17, 29, 13, 109, 19, 65, 27, 56, 33, 115, 33, 188, 26, 93, 41, 0, 0
org.eclipse.wst.xml.ui.reload.dependecies, 10, 6, 0, 0, 0, 0, 10, 8, 28, 15, 0, 0, 7, 6, 0, 0, 0, 0
org.eclipse.ant.ui.antShortcutWithDialog.debug, 0, 0, 10, 7, 19, 14, 20, 16, 21, 15, 48, 20, 30, 15, 61, 26, 0, 0
org.eclipse.birt.report.designer.ui.command.applyStyleCommand, 0, 0, 81, 15, 0, 0, 0, 0, 52, 11, 64, 9, 0, 0, 52, 13, 0, 0
org.eclipse.birt.report.designer.ui.command.cutCommand, 0, 0, 26, 8, 16, 7, 14, 8, 61, 24, 39, 15, 39, 10, 63, 19, 0, 0
org.eclipse.birt.report.designer.ui.command.deleteColumnCommand, 0, 0, 48, 15, 25, 13, 54, 12, 39, 14, 46, 19, 32, 15, 73, 30, 0, 0
org.eclipse.birt.report.designer.ui.command.editStyleCommand, 0, 0, 34, 12, 0, 0, 0, 0, 22, 7, 95, 18, 71, 7, 15, 9, 0, 0
org.eclipse.cdt.ui.edit.text.c.goto.prev.member, 0, 0, 10, 7, 13, 9, 158, 29, 58, 19, 206, 36, 322, 36, 154, 31, 18, 8
org.eclipse.datatools.connectivity.commands.import, 0, 0, 7, 6, 14, 10, 17, 13, 17, 17, 0, 0, 7, 7, 15, 15, 0, 0
org.eclipse.datatools.sqltools.debugger.perspectives.DebuggerPerspective, 0, 0, 7, 7, 0, 0, 0, 0, 6, 6, 7, 6, 8, 8, 0, 0, 0, 0
org.eclipse.datatools.sqltools.result.terminate, 0, 0, 16, 7, 12, 10, 26, 15, 21, 14, 25, 9, 14, 11, 25, 20, 0, 0
org.eclipse.dltk.ui.edit.text.script.rename.element, 0, 0, 11, 6, 14, 11, 18, 11, 31, 16, 27, 19, 87, 38, 87, 34, 12, 6
org.eclipse.jdt.debug.ui.commands.AllInstances, 0, 0, 11, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 7, 0, 0
org.eclipse.jdt.ui.edit.text.java.convert.anonymous.to.nested, 0, 0, 11, 9, 14, 7, 13, 12, 45, 25, 17, 13, 11, 7, 13, 10, 0, 0
org.eclipse.jdt.ui.edit.text.java.search.implementors.in.workspace, 0, 0, 13, 8, 0, 0, 9, 6, 28, 13, 10, 9, 11, 8, 20, 11, 15, 6
org.eclipse.jdt.ui.refactor.migrate.jar, 0, 0, 18, 15, 15, 13, 81, 69, 84, 74, 69, 61, 82, 76, 88, 75, 7, 7
org.eclipse.jst.pagedesigner.design, 0, 0, 38, 6, 86, 28, 44, 13, 74, 11, 146, 22, 0, 0, 0, 0, 0, 0
org.eclipse.ltk.ui.refactor.create.refactoring.script, 0, 0, 6, 6, 9, 9, 12, 12, 23, 23, 30, 30, 17, 15, 16, 14, 9, 7
org.eclipse.team.svn.ui.command.BranchCommand, 0, 0, 8, 6, 14, 7, 10, 7, 14, 10, 26, 16, 35, 21, 52, 26, 0, 0
org.eclipse.team.svn.ui.command.CreatePatchCommand, 0, 0, 14, 6, 17, 12, 25, 17, 28, 20, 43, 24, 10, 8, 52, 26, 12, 6
org.eclipse.team.svn.ui.command.ShowAnnotationCommand, 0, 0, 26, 16, 9, 9, 53, 41, 59, 44, 57, 43, 56, 39, 67, 47, 12, 6
org.eclipse.team.svn.ui.command.TagCommand, 0, 0, 9, 6, 22, 10, 55, 26, 128, 40, 49, 24, 40, 23, 86, 41, 0, 0
org.eclipse.ui.edit.addBookmark, 0, 0, 37, 16, 53, 26, 54, 31, 59, 29, 70, 38, 79, 35, 70, 33, 12, 6
org.eclipse.ui.ide.deleteCompleted, 0, 0, 7, 6, 0, 0, 0, 0, 0, 0, 9, 8, 11, 8, 9, 6, 0, 0
org.eclipse.ui.navigate.back, 0, 0, 9, 6, 0, 0, 19, 11, 12, 9, 0, 0, 0, 0, 11, 6, 0, 0
org.eclipse.wst.jsdt.ui.edit.text.java.add.block.comment, 0, 0, 49, 14, 0, 0, 0, 0, 49, 19, 0, 0, 12, 7, 0, 0, 0, 0
org.eclipse.wst.jsdt.ui.edit.text.java.indent, 0, 0, 24, 7, 67, 15, 9, 6, 29, 11, 23, 17, 39, 21, 54, 19, 0, 0
org.eclipse.wst.jsdt.ui.edit.text.java.open.hierarchy, 0, 0, 8, 7, 9, 6, 9, 9, 0, 0, 9, 6, 14, 8, 8, 8, 0, 0
org.eclipse.wst.sse.ui.remove.block.comment, 0, 0, 31, 14, 35, 21, 28, 16, 89, 28, 69, 35, 86, 46, 152, 58, 30, 16
org.eclipse.wst.xml.ui.referencedFileErrors, 0, 0, 9, 6, 0, 0, 9, 6, 0, 0, 0, 0, 10, 6, 22, 9, 0, 0
org.eclipse.wst.xsd.ui.refactor.rename.element, 0, 0, 57, 15, 35, 8, 17, 9, 42, 17, 60, 29, 27, 12, 42, 17, 0, 0
org.eclipse.ajdt.launching.runShortcut.run, 0, 0, 0, 0, 25, 14, 98, 29, 125, 40, 152, 55, 222, 70, 121, 57, 21, 16
org.eclipse.ant.ui.renameInFile, 0, 0, 0, 0, 14, 6, 0, 0, 0, 0, 10, 6, 43, 15, 0, 0, 0, 0
org.eclipse.datatools.sqltools.sqleditor.perspectives.EditorPerspective, 0, 0, 0, 0, 17, 16, 20, 18, 40, 37, 14, 13, 31, 26, 21, 18, 0, 0
org.eclipse.debug.ui.commands.ToggleLineBreakpoint, 0, 0, 0, 0, 27, 13, 75, 27, 62, 23, 33, 22, 29, 21, 61, 26, 14, 11
org.eclipse.dltk.ui.edit.text.script.open.editor, 0, 0, 0, 0, 27, 6, 13, 7, 0, 0, 29, 9, 14, 8, 35, 13, 0, 0
org.eclipse.jdt.ui.navigate.gotopackage, 0, 0, 0, 0, 6, 6, 0, 0, 7, 6, 0, 0, 0, 0, 9, 8, 0, 0
org.eclipse.jdt.ui.specific_content_assist.command, 0, 0, 0, 0, 33, 8, 0, 0, 109, 16, 89, 18, 81, 17, 16, 6, 0, 0
org.eclipse.jst.pagedesigner.horizotal, 0, 0, 0, 0, 18, 7, 13, 8, 22, 7, 39, 12, 17, 6, 17, 6, 0, 0
org.eclipse.ltk.ui.refactor.show.refactoring.history, 0, 0, 0, 0, 6, 6, 10, 8, 8, 7, 12, 12, 18, 16, 25, 22, 8, 8
org.eclipse.php.server.ui.phpServerShortcut.run, 0, 0, 0, 0, 42, 7, 42, 7, 30, 7, 36, 15, 128, 51, 144, 38, 0, 0
org.eclipse.php.ui.edit.text.OpenDeclaration, 0, 0, 0, 0, 20, 6, 74, 14, 104, 10, 124, 22, 472, 88, 608, 86, 108, 25
org.eclipse.shortcut.scala.run, 0, 0, 0, 0, 49, 6, 146, 18, 114, 23, 58, 16, 246, 28, 67, 16, 16, 9
org.eclipse.team.cvs.ui.setKeywordSubstitution, 0, 0, 0, 0, 10, 7, 0, 0, 26, 9, 16, 11, 52, 24, 73, 20, 0, 0
org.eclipse.team.svn.ui.command.CopyUrlCommand, 0, 0, 0, 0, 14, 6, 22, 6, 60, 7, 0, 0, 36, 18, 27, 15, 0, 0
org.eclipse.team.svn.ui.command.SetPropertyCommand, 0, 0, 0, 0, 16, 7, 0, 0, 23, 15, 25, 16, 30, 18, 33, 16, 0, 0
org.eclipse.team.svn.ui.repository.RepositoryPerspective, 0, 0, 0, 0, 22, 14, 12, 11, 11, 8, 15, 13, 15, 12, 24, 16, 0, 0
