command, executeCount200807, userCount200807, executeCount200808, userCount200808, executeCount200809, userCount200809, executeCount200810, userCount200810, executeCount200811, userCount200811, executeCount200812, userCount200812, executeCount200901, userCount200901, executeCount200902, userCount200902, executeCount200903, userCount200903
org.eclipse.jdt.ui.edit.text.java.search.declarations.in.workspace, 474, 320, 622, 429, 900, 593, 1373, 897, 1653, 1046, 1649, 1062, 1732, 1127, 1893, 1210, 558, 391
org.eclipse.jdt.ui.edit.text.java.search.occurrences.in.file, 10, 6, 0, 0, 21, 10, 11, 6, 18, 11, 40, 8, 26, 8, 29, 12, 0, 0
org.eclipse.jdt.ui.edit.text.java.search.occurrences.in.file.quickMenu, 204, 59, 186, 56, 325, 113, 249, 77, 459, 164, 534, 163, 543, 180, 478, 153, 86, 35
org.eclipse.jdt.ui.edit.text.java.search.references.in.hierarchy, 49, 25, 45, 27, 55, 38, 74, 50, 106, 73, 139, 103, 128, 91, 170, 112, 36, 30
org.eclipse.jdt.ui.edit.text.java.search.references.in.project, 2828, 843, 3839, 1205, 4511, 1487, 7342, 2178, 7471, 2334, 8424, 2510, 8641, 2681, 10347, 3006, 3148, 1178
org.eclipse.jdt.ui.edit.text.java.search.references.in.working.set, 11, 6, 0, 0, 9, 8, 30, 24, 33, 30, 38, 36, 42, 41, 18, 18, 0, 0
org.eclipse.jdt.ui.edit.text.java.search.references.in.workspace, 10215, 2200, 12910, 2874, 14736, 3471, 21270, 4508, 22715, 5054, 24494, 5372, 25726, 5713, 28164, 6201, 8327, 2694
org.eclipse.jdt.ui.edit.text.java.select.enclosing, 648, 45, 714, 68, 1112, 89, 1545, 111, 2131, 199, 1957, 184, 1887, 173, 2434, 202, 488, 59
org.eclipse.jdt.ui.edit.text.java.select.last, 42, 8, 33, 10, 29, 10, 132, 31, 88, 25, 110, 32, 101, 36, 129, 38, 21, 9
org.eclipse.jdt.ui.edit.text.java.select.next, 464, 61, 384, 98, 582, 121, 849, 194, 1110, 239, 957, 217, 812, 208, 1228, 245, 193, 57
org.eclipse.jdt.ui.edit.text.java.select.previous, 300, 66, 314, 100, 460, 115, 586, 177, 831, 241, 783, 226, 676, 223, 833, 240, 149, 57
org.eclipse.jdt.ui.edit.text.java.self.encapsulate.field, 80, 23, 127, 38, 170, 51, 284, 92, 352, 115, 373, 115, 331, 111, 468, 115, 60, 20
org.eclipse.jdt.ui.edit.text.java.show.outline, 9952, 1935, 12281, 2406, 14841, 3004, 20539, 3925, 21551, 4402, 24205, 4670, 24044, 4715, 27412, 5244, 8047, 2393
org.eclipse.jdt.ui.edit.text.java.sort.members, 431, 151, 431, 157, 518, 202, 762, 264, 862, 340, 769, 295, 772, 308, 787, 286, 255, 115
org.eclipse.jdt.ui.edit.text.java.source.quickMenu, 2330, 744, 2870, 941, 3436, 1198, 4850, 1558, 5061, 1776, 5664, 1885, 4963, 1766, 5549, 1952, 1717, 742
org.eclipse.jdt.ui.edit.text.java.surround.with.quickMenu, 151, 82, 275, 132, 348, 178, 446, 231, 504, 265, 531, 264, 459, 269, 550, 272, 103, 66
org.eclipse.jdt.ui.edit.text.java.surround.with.try.catch, 546, 298, 646, 386, 976, 508, 1369, 730, 1391, 760, 1466, 850, 1257, 784, 1561, 894, 384, 272
org.eclipse.jdt.ui.edit.text.java.toggle.comment, 23171, 3986, 31151, 5414, 41015, 6969, 60169, 9981, 71177, 11745, 76957, 12465, 76211, 12493, 86538, 13949, 28634, 6220
org.eclipse.jdt.ui.edit.text.java.toggleBreadcrumb, 1464, 591, 896, 359, 1059, 398, 1684, 594, 1680, 659, 1426, 541, 1387, 501, 1521, 554, 396, 145
org.eclipse.jdt.ui.edit.text.java.toggleMarkOccurrences, 1126, 422, 1046, 421, 1461, 608, 1885, 830, 2324, 995, 2120, 937, 2078, 915, 2271, 948, 663, 303
org.eclipse.jdt.ui.generate.javadoc, 269, 128, 500, 213, 856, 458, 1800, 829, 1771, 841, 1612, 753, 1703, 758, 1922, 891, 565, 280
org.eclipse.jdt.ui.JavaBrowsingPerspective, 328, 291, 454, 385, 847, 727, 1395, 1180, 1452, 1237, 1233, 1078, 1312, 1133, 1465, 1249, 443, 383
org.eclipse.jdt.ui.JavaPerspective, 2515, 1765, 3296, 2260, 4059, 2648, 6785, 4241, 7041, 4422, 7046, 4237, 6661, 4195, 7668, 4631, 2466, 1666
org.eclipse.jdt.ui.navigate.java.open.structure, 51, 28, 96, 47, 133, 63, 186, 81, 308, 124, 297, 113, 419, 145, 394, 129, 59, 24
org.eclipse.jdt.ui.navigate.open.type, 26686, 3621, 32216, 4466, 36625, 5396, 49221, 6783, 52046, 7663, 54247, 7896, 54064, 8127, 60242, 8936, 17999, 4549
org.eclipse.jdt.ui.navigate.open.type.in.hierarchy, 215, 114, 311, 166, 381, 220, 534, 305, 701, 404, 758, 402, 714, 415, 959, 517, 224, 135
org.eclipse.jst.j2ee.J2EEPerspective, 9, 9, 26, 22, 23, 19, 95, 79, 45, 39, 77, 71, 66, 43, 59, 42, 11, 7
org.eclipse.jst.pagedesigner.source, 39, 14, 155, 22, 171, 35, 149, 42, 209, 52, 286, 62, 175, 43, 178, 50, 29, 13
org.eclipse.jst.pagedesigner.vertical, 90, 25, 56, 21, 179, 52, 185, 63, 225, 77, 218, 77, 171, 60, 183, 57, 42, 20
org.eclipse.ltk.ui.refactoring.commands.deleteResources, 23620, 9396, 31214, 12521, 41605, 16859, 64744, 25856, 72706, 28901, 70447, 28523, 67994, 27441, 77736, 30987, 25479, 11866
org.eclipse.ltk.ui.refactoring.commands.moveResources, 284, 170, 352, 228, 433, 269, 603, 388, 632, 419, 661, 469, 770, 461, 948, 575, 207, 138
org.eclipse.ltk.ui.refactoring.commands.renameResource, 4255, 1808, 5808, 2606, 7336, 3256, 10477, 4680, 12260, 5557, 12849, 5754, 13001, 5779, 14895, 6419, 4800, 2312
org.eclipse.mylyn.context.ui.commands.interest.decrement, 220, 63, 131, 55, 187, 49, 185, 49, 272, 72, 213, 64, 194, 55, 246, 71, 122, 30
org.eclipse.mylyn.context.ui.commands.interest.increment, 28, 9, 24, 10, 0, 0, 33, 6, 0, 0, 22, 11, 0, 0, 25, 7, 0, 0
org.eclipse.mylyn.context.ui.commands.open.context.dialog, 25, 12, 52, 43, 50, 43, 85, 79, 169, 137, 117, 99, 110, 97, 108, 89, 15, 14
org.eclipse.mylyn.java.ui.editor.folding.auto, 436, 186, 232, 108, 353, 159, 631, 276, 649, 306, 417, 215, 538, 239, 574, 271, 123, 59
org.eclipse.mylyn.tasks.bugs.commands.newTaskFromMarker, 13, 13, 7, 6, 8, 8, 19, 17, 13, 13, 25, 23, 12, 12, 18, 17, 0, 0
org.eclipse.mylyn.tasks.ui.command.activateTask, 59, 46, 125, 81, 123, 99, 226, 172, 290, 218, 253, 197, 215, 171, 261, 209, 52, 46
org.eclipse.mylyn.tasks.ui.command.addTaskRepository, 688, 462, 560, 383, 589, 369, 760, 535, 683, 474, 708, 467, 642, 434, 637, 445, 164, 111
org.eclipse.mylyn.tasks.ui.command.deactivateAllTasks, 15, 9, 0, 0, 22, 16, 30, 16, 43, 32, 47, 19, 37, 23, 16, 12, 0, 0
org.eclipse.mylyn.tasks.ui.command.markTaskComplete, 27, 15, 61, 34, 64, 33, 91, 30, 53, 18, 86, 41, 55, 22, 50, 28, 10, 9
org.eclipse.mylyn.tasks.ui.command.markTaskRead, 109, 18, 57, 12, 64, 21, 87, 20, 53, 10, 62, 16, 89, 21, 41, 8, 0, 0
org.eclipse.mylyn.tasks.ui.command.new.local.task, 80, 34, 68, 22, 64, 34, 81, 40, 115, 48, 83, 40, 111, 52, 112, 45, 15, 11
org.eclipse.mylyn.tasks.ui.command.openRemoteTask, 9, 8, 28, 12, 21, 15, 30, 22, 10, 9, 30, 17, 11, 8, 0, 0, 0, 0
org.eclipse.mylyn.tasks.ui.command.openTask, 309, 259, 398, 333, 533, 418, 896, 782, 1045, 870, 917, 767, 884, 736, 1066, 920, 255, 220
org.eclipse.mylyn.tasks.ui.command.searchForTask, 7, 6, 0, 0, 12, 9, 12, 10, 23, 13, 22, 16, 14, 12, 29, 21, 0, 0
org.eclipse.pde.runtime.spy.commands.spyCommand, 54, 22, 44, 18, 28, 14, 72, 27, 34, 15, 44, 13, 32, 13, 0, 0, 0, 0
org.eclipse.pde.ui.EquinoxLaunchShortcut.run, 14, 14, 0, 0, 14, 6, 31, 20, 32, 26, 17, 13, 47, 27, 22, 18, 7, 6
org.eclipse.pde.ui.junitWorkbenchShortcut.run, 70, 20, 40, 19, 51, 11, 49, 16, 78, 30, 53, 29, 56, 23, 66, 24, 13, 10
org.eclipse.pde.ui.openPluginArtifact, 30, 21, 34, 33, 66, 55, 90, 70, 147, 125, 144, 127, 139, 123, 133, 112, 30, 29
org.eclipse.pde.ui.runtimeWorkbenchShortcut.debug, 11, 7, 22, 15, 13, 7, 23, 10, 62, 22, 52, 25, 64, 23, 78, 30, 0, 0
org.eclipse.pde.ui.runtimeWorkbenchShortcut.run, 429, 164, 467, 159, 792, 198, 880, 301, 1222, 374, 1443, 370, 1401, 365, 1527, 404, 358, 127
org.eclipse.quickdiff.toggle, 150, 68, 325, 70, 205, 108, 549, 230, 513, 276, 430, 216, 623, 232, 494, 255, 128, 67
org.eclipse.rap.ui.intro.installTarget, 24, 21, 17, 15, 8, 6, 26, 18, 0, 0, 13, 10, 10, 9, 14, 13, 0, 0
org.eclipse.rse.terminals.ui.actions.LaunchTerminalCommand, 79, 47, 67, 25, 29, 12, 80, 27, 106, 44, 117, 38, 97, 41, 134, 44, 7, 6
org.eclipse.search.ui.openFileSearchPage, 6780, 1742, 9795, 2463, 12610, 3185, 17683, 4384, 20280, 5048, 23405, 5653, 24478, 5925, 27722, 6664, 8561, 2871
org.eclipse.search.ui.openSearchDialog, 11397, 2963, 14540, 3970, 19580, 5109, 27619, 7015, 29896, 7876, 32295, 8550, 35100, 9087, 38394, 9895, 11713, 4049
org.eclipse.search.ui.performTextSearchFile, 50, 26, 67, 39, 150, 63, 143, 63, 226, 114, 218, 129, 202, 107, 343, 161, 28, 20
org.eclipse.search.ui.performTextSearchProject, 241, 99, 258, 106, 437, 177, 668, 229, 1030, 319, 1260, 352, 1346, 340, 1177, 389, 314, 126
org.eclipse.search.ui.performTextSearchWorkingSet, 12, 8, 18, 10, 21, 12, 50, 32, 81, 55, 79, 39, 56, 38, 105, 53, 17, 11
org.eclipse.search.ui.performTextSearchWorkspace, 348, 163, 471, 236, 691, 306, 1269, 515, 1656, 620, 1749, 628, 1525, 581, 1933, 664, 576, 207
org.eclipse.team.cvs.ui.add, 52, 27, 89, 44, 91, 53, 139, 83, 117, 58, 155, 84, 104, 68, 172, 85, 40, 21
org.eclipse.team.cvs.ui.addLocation, 69, 54, 124, 93, 162, 115, 254, 179, 251, 172, 237, 167, 233, 172, 263, 184, 45, 38
org.eclipse.team.cvs.ui.branch, 29, 16, 24, 15, 62, 29, 66, 29, 120, 66, 112, 73, 145, 88, 145, 79, 34, 21
org.eclipse.team.cvs.ui.commit, 9288, 1698, 11908, 2162, 15131, 2906, 22148, 3798, 24430, 4303, 26720, 4638, 25759, 4740, 28974, 5114, 8475, 2442
org.eclipse.team.cvs.ui.commitAll, 152, 39, 97, 35, 128, 43, 171, 66, 337, 106, 296, 105, 309, 118, 308, 119, 52, 23
org.eclipse.team.cvs.ui.compareWithRemote, 1212, 443, 1573, 594, 2355, 734, 2926, 991, 3315, 1062, 3416, 1138, 3663, 1174, 4107, 1280, 1052, 483
org.eclipse.team.cvs.ui.compareWithRevision, 309, 158, 412, 219, 497, 257, 778, 381, 996, 448, 1023, 406, 1027, 428, 1169, 517, 342, 143
org.eclipse.team.cvs.ui.compareWithTag, 251, 99, 402, 166, 417, 165, 806, 280, 800, 292, 773, 290, 906, 347, 1163, 407, 301, 124
org.eclipse.team.cvs.ui.cvsPerspective, 51, 44, 101, 82, 139, 116, 195, 161, 204, 163, 194, 148, 180, 134, 231, 189, 51, 45
org.eclipse.team.cvs.ui.GenerateDiff, 14, 10, 21, 13, 32, 19, 35, 22, 76, 46, 61, 37, 67, 39, 62, 24, 6, 6
org.eclipse.team.cvs.ui.ignore, 277, 98, 319, 102, 372, 127, 468, 173, 723, 213, 890, 231, 677, 222, 872, 254, 107, 42
org.eclipse.team.cvs.ui.merge, 78, 26, 138, 35, 178, 68, 224, 81, 214, 92, 269, 106, 211, 102, 287, 101, 43, 24
org.eclipse.team.cvs.ui.replace, 858, 371, 1328, 537, 1517, 638, 1999, 857, 2234, 958, 2620, 1029, 2510, 1012, 3096, 1151, 783, 404
org.eclipse.team.cvs.ui.replaceWithBase, 75, 40, 99, 53, 138, 69, 285, 132, 224, 120, 302, 155, 305, 154, 389, 186, 65, 33
org.eclipse.team.cvs.ui.replaceWithRevision, 25, 15, 50, 26, 42, 21, 68, 46, 94, 64, 148, 81, 211, 84, 248, 79, 35, 24
org.eclipse.team.cvs.ui.replaceWithTag, 148, 50, 205, 65, 201, 75, 247, 122, 263, 119, 391, 150, 319, 160, 566, 195, 125, 52
org.eclipse.team.cvs.ui.showAnnotation, 93, 57, 136, 81, 174, 94, 173, 94, 225, 124, 233, 144, 162, 102, 201, 124, 36, 19
org.eclipse.team.cvs.ui.showHistory, 955, 377, 1487, 526, 1688, 669, 2410, 902, 2717, 1016, 3148, 1107, 3226, 1161, 3449, 1245, 1123, 439
org.eclipse.team.cvs.ui.sync, 5143, 1302, 6824, 1774, 8289, 2214, 12584, 2992, 14264, 3311, 16213, 3623, 16527, 3754, 17810, 4046, 5385, 1903
org.eclipse.team.cvs.ui.tag, 217, 85, 305, 106, 379, 132, 652, 203, 678, 226, 705, 274, 854, 277, 1008, 313, 225, 88
org.eclipse.team.cvs.ui.update, 7913, 1461, 10489, 2022, 13109, 2591, 19554, 3560, 23894, 4041, 27656, 4368, 26113, 4388, 28390, 4699, 9105, 2188
org.eclipse.team.cvs.ui.updateAll, 307, 88, 390, 113, 380, 130, 686, 188, 868, 239, 841, 242, 734, 225, 879, 277, 200, 99
org.eclipse.team.cvs.ui.updateSwitch, 143, 49, 209, 90, 454, 143, 473, 177, 443, 183, 569, 222, 585, 217, 683, 232, 128, 56
org.eclipse.team.svn.ui.command.AddToSVNCommand, 137, 67, 128, 68, 282, 129, 394, 196, 484, 214, 417, 188, 375, 189, 480, 229, 117, 62
org.eclipse.team.svn.ui.command.AddToSVNIgnoreCommand, 43, 30, 70, 32, 72, 45, 161, 89, 172, 97, 151, 86, 201, 105, 191, 108, 10, 8
org.eclipse.team.svn.ui.command.CleanupCommand, 37, 21, 77, 42, 68, 46, 129, 71, 152, 105, 176, 102, 121, 80, 215, 115, 26, 18
org.eclipse.team.svn.ui.command.CommitCommand, 3215, 829, 4241, 1041, 5582, 1278, 7426, 1695, 8410, 1990, 9467, 2180, 9128, 2081, 10219, 2300, 3201, 1051
org.eclipse.team.svn.ui.command.CompareWithLatestRevisionCommand, 209, 103, 249, 157, 380, 193, 473, 238, 643, 290, 786, 361, 720, 316, 833, 357, 198, 116
org.eclipse.team.svn.ui.command.CompareWithRevisionCommand, 10, 8, 21, 17, 68, 42, 117, 71, 169, 93, 132, 86, 213, 117, 207, 123, 36, 21
org.eclipse.team.svn.ui.command.CompareWithWorkingCopyCommand, 87, 51, 122, 76, 280, 101, 278, 120, 415, 165, 430, 162, 420, 159, 433, 182, 130, 52
org.eclipse.team.svn.ui.command.DisconnectCommand, 26, 17, 57, 38, 55, 43, 100, 60, 144, 90, 118, 75, 81, 54, 165, 99, 24, 14
org.eclipse.team.svn.ui.command.EditConflictsCommand, 30, 23, 30, 20, 42, 22, 79, 38, 62, 41, 79, 53, 30, 23, 131, 74, 7, 6
org.eclipse.team.svn.ui.command.EditPropertiesCommand, 19, 14, 43, 31, 65, 38, 55, 44, 56, 35, 51, 42, 91, 56, 141, 91, 6, 6
org.eclipse.team.svn.ui.command.MarkAsMergedCommand, 6, 6, 10, 9, 0, 0, 21, 8, 20, 13, 43, 24, 11, 8, 27, 17, 0, 0
org.eclipse.team.svn.ui.command.MergeCommand, 45, 12, 66, 24, 85, 32, 83, 35, 123, 55, 205, 77, 152, 57, 199, 61, 12, 9
org.eclipse.team.svn.ui.command.ReplaceWithLatestRevisionCommand, 114, 62, 216, 110, 241, 113, 285, 148, 401, 213, 469, 244, 453, 247, 598, 286, 164, 84
org.eclipse.team.svn.ui.command.RevertCommand, 289, 163, 492, 272, 567, 303, 802, 422, 950, 492, 1120, 561, 1036, 528, 1192, 607, 348, 212
org.eclipse.team.svn.ui.command.ShareProjectsCommand, 69, 39, 84, 47, 61, 32, 129, 86, 127, 69, 91, 54, 87, 46, 116, 65, 22, 9
org.eclipse.team.svn.ui.command.ShowResourceHistoryCommand, 443, 243, 584, 282, 860, 372, 1141, 552, 1173, 580, 1306, 659, 1347, 639, 1626, 751, 475, 279
org.eclipse.team.svn.ui.command.SwitchCommand, 35, 22, 63, 21, 66, 30, 116, 51, 182, 72, 194, 85, 179, 80, 333, 113, 27, 10
org.eclipse.team.svn.ui.command.SynchronizeCommand, 2203, 650, 3177, 850, 3843, 1024, 5045, 1337, 6141, 1539, 6896, 1677, 7262, 1792, 8201, 1935, 2486, 906
org.eclipse.team.svn.ui.command.UpdateCommand, 2189, 651, 3243, 867, 4215, 1019, 6078, 1466, 7307, 1708, 7708, 1876, 7412, 1887, 8414, 2019, 2674, 925
org.eclipse.team.ui.applyPatch, 369, 195, 410, 215, 467, 232, 578, 369, 678, 474, 777, 485, 724, 431, 890, 534, 212, 150
org.eclipse.team.ui.synchronizeAll, 584, 360, 638, 383, 743, 440, 1099, 629, 1166, 686, 1240, 680, 1399, 765, 1596, 772, 486, 289
org.eclipse.team.ui.synchronizeLast, 3709, 1185, 4841, 1538, 5860, 1840, 7892, 2471, 9262, 2944, 9276, 3017, 9412, 3100, 10802, 3454, 3137, 1408
org.eclipse.team.ui.TeamSynchronizingPerspective, 127, 119, 172, 157, 192, 165, 330, 283, 333, 294, 286, 243, 285, 265, 331, 292, 52, 52
org.eclipse.trace.ui.javaApplicationShortcut.profile, 37, 15, 24, 10, 23, 13, 19, 7, 0, 0, 9, 7, 19, 13, 0, 0, 0, 0
org.eclipse.ui.cheatsheets.openCheatSheet, 23, 10, 0, 0, 7, 6, 27, 21, 10, 9, 17, 16, 23, 19, 23, 21, 0, 0
org.eclipse.ui.console.ConsoleView, 9, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.ui.edit.addTask, 31, 24, 64, 53, 98, 63, 116, 83, 184, 137, 149, 106, 189, 117, 156, 107, 35, 28
org.eclipse.ui.edit.copy, 521097, 23255, 747934, 31447, 1000394, 44094, 1547383, 64652, 1819261, 75834, 1975675, 78591, 1938088, 77638, 2218449, 86079, 734032, 47936
org.eclipse.ui.edit.cut, 104085, 15725, 146636, 21597, 191405, 30155, 301749, 44883, 353353, 52927, 366442, 54546, 353545, 53800, 403303, 59740, 132397, 30469
org.eclipse.ui.edit.delete, 1165311, 23827, 1698656, 32084, 2319085, 44703, 3706423, 65669, 4373271, 75633, 4324240, 76857, 4228796, 75815, 4810694, 84151, 1562764, 44505
org.eclipse.ui.edit.findIncremental, 16207, 602, 15647, 781, 21257, 948, 27000, 1257, 28464, 1504, 32185, 1507, 29705, 1411, 34682, 1615, 10064, 699
org.eclipse.ui.edit.findIncrementalReverse, 790, 139, 1242, 206, 1414, 244, 1969, 333, 2247, 416, 2264, 440, 2148, 377, 2548, 467, 829, 138
org.eclipse.ui.edit.findNext, 37896, 1397, 50524, 1733, 71255, 2325, 103376, 3171, 117458, 3620, 131469, 3968, 135955, 4063, 148382, 4480, 45041, 2250
org.eclipse.ui.edit.findPrevious, 8113, 428, 11379, 564, 15033, 760, 23369, 1079, 31027, 1326, 33102, 1445, 37828, 1556, 39171, 1720, 11654, 839
org.eclipse.ui.edit.findReplace, 69302, 10563, 99979, 14786, 128962, 19158, 191929, 26857, 219803, 31479, 246295, 34114, 253219, 34905, 286051, 38839, 91257, 19571
org.eclipse.ui.edit.move, 178, 107, 248, 137, 255, 159, 382, 247, 444, 279, 395, 277, 511, 307, 592, 352, 145, 92
org.eclipse.ui.edit.paste, 769764, 26400, 1086831, 34932, 1456835, 48728, 2269445, 71383, 2670320, 82822, 2821313, 85093, 2756112, 84245, 3142080, 93313, 1037054, 51083
org.eclipse.ui.edit.redo, 27848, 3615, 37228, 4994, 54282, 6564, 81481, 9990, 97901, 11786, 105323, 12504, 99552, 12403, 111487, 14005, 39660, 5755
org.eclipse.ui.edit.rename, 6825, 2768, 9729, 3854, 12303, 4909, 17799, 7163, 20064, 8323, 21461, 8532, 20692, 8403, 23209, 9161, 7811, 3469
org.eclipse.ui.edit.selectAll, 22803, 7255, 31769, 10047, 43487, 13628, 69968, 20828, 83163, 24537, 88289, 25506, 82723, 24621, 95519, 27801, 32066, 11545
org.eclipse.ui.edit.text.clear.mark, 302, 43, 289, 48, 303, 67, 314, 86, 356, 96, 720, 123, 779, 114, 522, 124, 116, 40
org.eclipse.ui.edit.text.contentAssist.contextInformation, 1492, 691, 2167, 1022, 2294, 1213, 3450, 1732, 4136, 1940, 3788, 1975, 3940, 1898, 4357, 2108, 1295, 710
org.eclipse.ui.edit.text.contentAssist.proposals, 377256, 14270, 485356, 18456, 593613, 23815, 853786, 32595, 948474, 37550, 972945, 39051, 978616, 39627, 1079950, 42781, 348658, 22600
org.eclipse.ui.edit.text.copyLineDown, 5252, 670, 6354, 904, 7870, 1037, 10114, 1390, 11866, 1577, 12586, 1668, 12382, 1716, 15015, 1961, 4602, 996
org.eclipse.ui.edit.text.copyLineUp, 674, 229, 1017, 311, 1005, 374, 1633, 527, 1787, 602, 1830, 616, 1714, 616, 2037, 740, 577, 249
org.eclipse.ui.edit.text.cut.line.to.end, 7154, 194, 8254, 260, 11061, 347, 18397, 465, 19369, 541, 21337, 565, 22134, 580, 24133, 592, 5627, 285
org.eclipse.ui.edit.text.delete.line, 108580, 4657, 126148, 6054, 158947, 7564, 212251, 10256, 237825, 11891, 251133, 12645, 252144, 12529, 282552, 13959, 96561, 7180
org.eclipse.ui.edit.text.delete.line.to.end, 81, 32, 77, 40, 300, 82, 429, 112, 298, 146, 429, 130, 326, 130, 601, 165, 250, 44
org.eclipse.ui.edit.text.deleteNext, 7899, 159, 7033, 179, 10902, 246, 16236, 337, 19539, 383, 21105, 408, 22237, 438, 23684, 444, 6565, 216
org.eclipse.ui.edit.text.deleteNextWord, 9469, 826, 11142, 1018, 13588, 1346, 19475, 1824, 23705, 2110, 23574, 2146, 20743, 2087, 22753, 2301, 7355, 977
org.eclipse.ui.edit.text.deletePrevious, 2543, 27, 2146, 23, 3831, 36, 3020, 41, 3952, 55, 5244, 67, 5383, 63, 5736, 64, 1354, 29
org.eclipse.ui.edit.text.deletePreviousWord, 32185, 1776, 39546, 2199, 49014, 2859, 69583, 4075, 79583, 4723, 82066, 4795, 77067, 4726, 88032, 5198, 26604, 2420
org.eclipse.ui.edit.text.delimiter.unix, 13, 8, 48, 17, 47, 13, 22, 11, 48, 29, 40, 13, 66, 15, 76, 35, 16, 8
org.eclipse.ui.edit.text.delimiter.windows, 6, 6, 0, 0, 8, 7, 20, 17, 25, 22, 24, 23, 17, 15, 33, 18, 0, 0
org.eclipse.ui.edit.text.folding.collapse, 10, 6, 0, 0, 116, 6, 65, 13, 44, 17, 49, 15, 22, 7, 21, 9, 0, 0
org.eclipse.ui.edit.text.folding.collapse_all, 266, 78, 305, 98, 353, 121, 915, 259, 1158, 298, 1205, 340, 1107, 316, 1189, 361, 303, 101
org.eclipse.ui.edit.text.folding.expand, 9, 6, 0, 0, 24, 10, 75, 23, 84, 22, 35, 9, 45, 16, 55, 30, 0, 0
org.eclipse.ui.edit.text.folding.expand_all, 70, 33, 152, 50, 101, 56, 221, 78, 314, 107, 245, 103, 300, 108, 421, 152, 113, 36
org.eclipse.ui.edit.text.folding.restore, 9, 9, 0, 0, 14, 7, 21, 14, 23, 17, 28, 17, 51, 19, 30, 17, 0, 0
org.eclipse.ui.edit.text.folding.toggle, 183, 79, 169, 65, 251, 87, 504, 141, 712, 171, 496, 163, 439, 166, 777, 243, 99, 30
org.eclipse.ui.edit.text.goto.columnNext, 27154, 164, 20318, 177, 24789, 230, 35054, 312, 40996, 352, 45702, 388, 41878, 399, 45436, 436, 13798, 203
org.eclipse.ui.edit.text.goto.columnPrevious, 17771, 151, 14530, 157, 18172, 208, 25510, 271, 28150, 307, 28074, 335, 30553, 359, 34091, 388, 9476, 181
org.eclipse.ui.edit.text.goto.line, 3975, 1434, 5361, 1978, 6500, 2568, 9239, 3343, 10340, 3841, 11054, 4088, 11343, 4195, 12695, 4615, 3730, 1733
org.eclipse.ui.edit.text.goto.lineDown, 34123, 178, 30451, 211, 35005, 261, 57147, 349, 64740, 408, 65719, 446, 59786, 427, 74322, 459, 19577, 215
org.eclipse.ui.edit.text.goto.lineEnd, 425652, 15795, 566026, 21173, 718563, 28526, 1057555, 40082, 1196404, 46013, 1233734, 47535, 1217421, 47416, 1377125, 52321, 440083, 28049
org.eclipse.ui.edit.text.goto.lineStart, 359232, 13580, 462893, 17939, 576799, 23784, 820806, 33139, 913524, 37901, 957307, 39169, 966017, 39241, 1077978, 43293, 331713, 22747
org.eclipse.ui.edit.text.goto.lineUp, 27931, 168, 24473, 189, 29882, 244, 48439, 337, 54716, 396, 53308, 421, 49540, 395, 63856, 449, 15000, 215
org.eclipse.ui.edit.text.goto.pageDown, 660, 81, 825, 107, 929, 122, 1711, 187, 1559, 234, 1742, 215, 1551, 220, 2135, 282, 625, 95
org.eclipse.ui.edit.text.goto.pageUp, 363, 29, 187, 28, 746, 49, 892, 65, 428, 74, 983, 63, 760, 68, 961, 87, 296, 35
org.eclipse.ui.edit.text.goto.textEnd, 9189, 2670, 12141, 3703, 15237, 4610, 21294, 6287, 24141, 7151, 26146, 7605, 25916, 7626, 29860, 8548, 9468, 3700
org.eclipse.ui.edit.text.goto.textStart, 18929, 3754, 25773, 5115, 32774, 6388, 47605, 8716, 52253, 9817, 58059, 10376, 57558, 10497, 66615, 11688, 20456, 5619
org.eclipse.ui.edit.text.goto.wordNext, 345518, 6343, 448130, 8087, 561935, 10360, 772000, 14143, 877775, 16025, 877158, 16380, 886107, 16637, 993958, 18060, 305653, 9255
org.eclipse.ui.edit.text.goto.wordPrevious, 270713, 6334, 356450, 8169, 449476, 10521, 624635, 14159, 719517, 16080, 711883, 16532, 715297, 16595, 814580, 18265, 246755, 9308
org.eclipse.ui.edit.text.gotoLastEditPosition, 1889, 763, 2558, 996, 3410, 1304, 5437, 2044, 6306, 2376, 6191, 2448, 6029, 2330, 7099, 2755, 2181, 938
org.eclipse.ui.edit.text.hippieCompletion, 2970, 284, 3899, 334, 4600, 459, 6701, 661, 8664, 737, 9130, 789, 10649, 799, 9904, 735, 4218, 269
org.eclipse.ui.edit.text.join.lines, 72, 11, 56, 18, 86, 20, 208, 74, 209, 62, 320, 107, 312, 88, 255, 95, 57, 23
org.eclipse.ui.edit.text.lowerCase, 196, 67, 243, 103, 250, 113, 486, 212, 542, 240, 650, 272, 686, 272, 784, 274, 229, 69
org.eclipse.ui.edit.text.moveLineDown, 20339, 1079, 24388, 1450, 28800, 1770, 39216, 2308, 42998, 2671, 50432, 2841, 46977, 2838, 54112, 3195, 15133, 1388
org.eclipse.ui.edit.text.moveLineUp, 23876, 1251, 27490, 1603, 32166, 1927, 45316, 2501, 49011, 2872, 52539, 3064, 52588, 3059, 60022, 3483, 17864, 1535
